ion,mass,Intensities
,2987.368062,0.0456934
,2988.370469,0.0162522
,2989.372851,0.0051078
a11,3439.448478,0.2332351
,3440.451229,0.3037123
,3441.453774,0.2336679
,3442.456259,0.1326085
,3443.458696,0.0611234
,3444.461102,0.0240465
,3445.463484,0.0083303
,3446.465847,0.002595
a11+NMIA,3572.501241,0.2123952
,3573.504018,0.2961213
,3574.506601,0.2394755
,3575.509118,0.1420077
,3576.511585,0.0680898
,3577.514018,0.0277834
,3578.516426,0.00996
,3579.518814,0.003205
a11+NMIA-G,3421.451832,0.2290395
,3422.454662,0.3024409
,3423.457266,0.2349269
,3424.459802,0.1344276
,3425.462284,0.0624108
,3426.464731,0.0247145
,3427.467151,0.0086135
,3428.46955,0.0026984
a11-G,3288.399068,0.2515125
,3289.401875,0.30897
,3290.404439,0.2280829
,3291.406943,0.124763
,3292.409394,0.0556399
,3293.411814,0.0212282
,3294.414207,0.0071452
,3295.416582,0.0021657
a12,3744.489764,0.2054384
,3745.492519,0.2907524
,3746.495081,0.2402344
,3747.497579,0.145868
,3748.500029,0.071734
,3749.502447,0.0300549
,3750.50484,0.0110733
,3751.507214,0.0036649
a12+NMIA,3877.542528,0.1870822
,3878.545306,0.2819899
,3879.547903,0.2442222
,3880.55043,0.1545571
,3881.552908,0.0788948
,3882.555352,0.0342159
,3883.55777,0.0130209
,3884.560167,0.0044437
a12+NMIA-G,3726.493118,0.2017429
,3727.495946,0.2892146
,3728.498563,0.2411419
,3729.501109,0.1475663
,3730.503602,0.073069
,3731.506059,0.0308058
,3732.508489,0.0114153
,3733.510897,0.0037984
a12-G,3593.440355,0.2215375
,3594.443161,0.2972044
,3595.445742,0.2361646
,3596.448258,0.1385238
,3597.450722,0.0660341
,3598.453153,0.0268785
,3599.455558,0.0096376
,3600.457943,0.0031084
a13,4050.515067,0.1811959
,4051.517839,0.2763226
,4052.520422,0.2439938
,4053.522939,0.1578795
,4054.525406,0.082571
,4055.527841,0.0367431
,4056.53025,0.0143633
,4057.532638,0.00504
a13+NMIA,4183.56783,0.1650058
,4184.570623,0.2668178
,4185.573238,0.2463082
,4186.575782,0.165728
,4187.578276,0.0897862
,4188.580735,0.041279
,4189.583167,0.0166379
,4190.585578,0.0060099
,4191.587971,0.0019766
a13+NMIA-G,4032.518421,0.1779364
,4033.52126,0.2746086
,4034.523896,0.244574
,4035.526458,0.1594291
,4036.528966,0.083927
,4037.531438,0.0375686
,4038.533881,0.0147666
,4039.536302,0.005208
a13-G,3899.465657,0.1953952
,3900.468477,0.2835711
,3901.47108,0.2413399
,3902.473615,0.1511608
,3903.476096,0.0767685
,3904.478543,0.0332423
,3905.480963,0.0126661
,3906.483362,0.0043376
a14,4356.540369,0.1598141
,4357.543156,0.2612496
,4358.545759,0.2454445
,4359.548293,0.1685165
,4360.550777,0.0933348
,4361.553227,0.0439264
,4362.55565,0.0181432
,4363.558052,0.0067216
,4364.560437,0.0022689
a14+NMIA,4489.593133,0.1455345
,4490.595938,0.2512997
,4491.598571,0.2462529
,4492.60113,0.175451
,4493.603639,0.1004833
,4494.606112,0.048779
,4495.608557,0.0207417
,4496.61098,0.0078988
,4497.613385,0.0027373
a14+NMIA-G,4338.543723,0.1569392
,4339.546572,0.2594225
,4340.549226,0.2457273
,4341.551802,0.1699006
,4342.554325,0.0946883
,4343.55681,0.0448163
,4344.559266,0.0186077
,4345.561699,0.0069274
,4346.564113,0.0023491
a14-G,4205.490959,0.1723378
,4206.493792,0.2690169
,4207.496415,0.2440797
,4208.498966,0.1624985
,4209.501463,0.0875307
,4210.503925,0.0401443
,4211.506359,0.0161833
,4212.508771,0.0058588
,4213.511165,0.0019345
a15,4662.565671,0.1409554
,4663.568471,0.2458863
,4664.571092,0.244852
,4665.573642,0.1777102
,4666.576142,0.1038557
,4667.578606,0.0515087
,4668.581043,0.0223987
,4669.583458,0.00873
,4670.585855,0.0030984
a15+NMIA,4795.618435,0.1283608
,4796.621251,0.2357286
,4797.6239,0.2443261
,4798.626474,0.1836875
,4799.628996,0.1108274
,4800.631482,0.0566139
,4801.63394,0.0253103
,4802.636375,0.0101273
,4803.638791,0.0036855
a15+NMIA-G,4644.569025,0.1384198
,4645.571883,0.2439965
,4646.574552,0.244869
,4647.577143,0.178918
,4648.579679,0.1051852
,4649.582177,0.0524515
,4650.584645,0.0229231
,4651.58709,0.0089763
,4652.589515,0.0031999
a15-G,4511.516261,0.1520013
,4512.519104,0.2539489
,4513.521746,0.244642
,4514.524312,0.1724421
,4515.526824,0.0981435
,4516.5293,0.0474942
,4517.531747,0.0201813
,4518.534172,0.0076951
,4519.536578,0.0026743
a16,4991.618191,0.1222219
,4992.620971,0.2292098
,4993.623592,0.2427047
,4994.626141,0.1864473
,4995.628642,0.1149616
,4996.631108,0.0600214
,4997.633548,0.0274284
,4998.635965,0.0112189
,4999.638365,0.004174
a16+NMIA,5124.670955,0.1113012
,5125.673752,0.2189723
,5126.676397,0.240874
,5127.678969,0.1913711
,5128.681493,0.1216576
,5129.68398,0.0653422
,5130.686439,0.0306649
,5131.688875,0.0128633
,5132.691293,0.0049025
,5133.693695,0.0017186
a16+NMIA-A,4989.61646,0.1197318
,4990.619295,0.2267771
,4991.621959,0.2422044
,4992.624547,0.1875626
,4993.627082,0.1165349
,4994.62958,0.0612914
,4995.632048,0.0282091
,4996.634493,0.0116189
,4997.636919,0.0043524
a16+NMIA-G,4973.621545,0.1200233
,4974.62438,0.2272834
,4975.627045,0.2424604
,4976.629634,0.1874592
,4977.63217,0.1162484
,4978.634669,0.0610107
,4979.637138,0.0280155
,4980.639584,0.011511
,4981.642011,0.0043009
a16-A,4856.563696,0.1314797
,4857.566516,0.2369285
,4858.569154,0.2434015
,4859.571719,0.1821536
,4860.574232,0.1097252
,4861.576709,0.0560797
,4862.579157,0.0251259
,4863.581583,0.0100887
,4864.583991,0.0036884
a16-G,4840.568782,0.1317998
,4841.571601,0.2374549
,4842.574241,0.2436323
,4843.576806,0.1820156
,4844.57932,0.1094218
,4845.581798,0.0558002
,4846.584247,0.0249408
,4847.586674,0.009989
,4848.589082,0.0036423
a17,5320.670712,0.1059782
,5321.673474,0.2126229
,5322.676093,0.2386201
,5323.678642,0.1934552
,5324.681145,0.1255154
,5325.683613,0.068811
,5326.686054,0.0329653
,5327.688474,0.0141174
,5328.690877,0.0054935
,5329.693264,0.0019663
a17+NMIA,5453.723475,0.0965089
,5454.726255,0.2025061
,5455.728896,0.2356784
,5456.731467,0.1973187
,5457.733991,0.1318298
,5458.736479,0.0742668
,5459.73894,0.0365013
,5460.741378,0.016016
,5461.743798,0.0063785
,5462.746202,0.0023346
a17+NMIA-A,5318.66898,0.103819
,5319.671795,0.2102308
,5320.674455,0.2378663
,5321.677041,0.1943186
,5322.679577,0.1269931
,5323.682075,0.0701093
,5324.684545,0.0338159
,5325.686991,0.0145779
,5326.689419,0.0057096
,5327.69183,0.0020568
a17+NMIA-G,5302.674066,0.1040718
,5303.67688,0.2107028
,5304.679541,0.2381508
,5305.682128,0.1942674
,5306.684664,0.1267383
,5307.687164,0.0698321
,5308.689634,0.0336109
,5309.692082,0.014457
,5310.69451,0.0056489
,5311.696922,0.0020299
a17-A,5185.616216,0.1140056
,5186.619016,0.2203667
,5187.621652,0.2402634
,5188.624216,0.1899623
,5189.62673,0.1205139
,5190.629209,0.0647256
,5191.631659,0.0304224
,5192.634088,0.0127974
,5193.636497,0.0048963
,5194.638892,0.0017246
a17-G,5169.621302,0.1142831
,5170.624101,0.2208595
,5171.626738,0.2405289
,5172.629303,0.1898787
,5173.631818,0.1202401
,5174.634297,0.0644468
,5175.636749,0.0302246
,5176.639178,0.0126845
,5177.641589,0.0048412
,5178.643984,0.0017009
a18,5626.696014,0.0934723
,5627.698789,0.197788
,5628.701422,0.2330864
,5629.703985,0.1980123
,5630.706501,0.1344261
,5631.708982,0.0770315
,5632.711435,0.0385431
,5633.713867,0.0172288
,5634.71628,0.0069941
,5635.718678,0.0026107
a18+NMIA,5759.748778,0.0851205
,5760.751567,0.1879487
,5761.754222,0.2293297
,5762.756806,0.2009232
,5763.759342,0.140293
,5764.761842,0.0825222
,5765.764314,0.0423179
,5766.766762,0.0193626
,5767.769192,0.0080375
,5768.771606,0.0030651
a18+NMIA-A,5624.694282,0.091568
,5625.697106,0.1954693
,5626.699779,0.2321483
,5627.702378,0.1986508
,5628.704925,0.1357938
,5629.707435,0.0783345
,5630.709916,0.0394489
,5631.712373,0.0177451
,5632.714811,0.0072483
,5633.717231,0.002722
a18+NMIA-G,5608.699368,0.0917909
,5609.702191,0.19591
,5610.704865,0.2324499
,5611.707465,0.1986428
,5612.710013,0.1355705
,5613.712524,0.078065
,5614.715005,0.0392363
,5615.717463,0.0176127
,5616.719901,0.0071785
,5617.722323,0.0026897
a18-A,5491.641519,0.1005525
,5492.644328,0.2053948
,5493.64698,0.2354404
,5494.649557,0.1952542
,5495.652085,0.1297234
,5496.654575,0.0728811
,5497.657038,0.0358026
,5498.659477,0.0157302
,5499.661898,0.0062825
,5500.664303,0.0023089
a18-G,5475.646604,0.1007973
,5476.649413,0.2058563
,5477.652065,0.2357276
,5478.654644,0.1952161
,5479.657172,0.1294799
,5480.659664,0.0726076
,5481.662127,0.0355958
,5482.664567,0.0156056
,5483.666989,0.0062186
,5484.669394,0.0022801
a19,5971.743449,0.0808527
,5972.746209,0.1817018
,5973.748838,0.2258935
,5974.751401,0.2017608
,5975.753917,0.1436731
,5976.756398,0.0862127
,5977.758853,0.0451118
,5978.761286,0.0210659
,5979.7637,0.0089262
,5980.7661,0.0034752
a19+NMIA,6104.796212,0.0736284
,6105.798987,0.1722423
,6106.801637,0.2213647
,6107.804219,0.2036457
,6108.806754,0.1489857
,6109.809254,0.0916758
,6110.811726,0.0491189
,6111.814176,0.0234583
,6112.816607,0.0101557
,6113.819022,0.0040363
a19+NMIA-A,5969.741717,0.0792055
,5970.744523,0.1794798
,5971.747191,0.2247818
,5972.749787,0.2021581
,5973.752334,0.1449058
,5974.754843,0.0875053
,5975.757324,0.0460708
,5976.759782,0.0216433
,5977.76222,0.009225
,5978.764642,0.0036123
a19+NMIA-G,5953.746803,0.0793983
,5954.749609,0.1798864
,5955.752277,0.225097
,5956.754874,0.2021943
,5957.757421,0.1447185
,5958.759932,0.0872473
,5959.762413,0.045852
,5960.764872,0.0214991
,5961.767311,0.0091449
,5962.769733,0.0035734
a19-A,5836.688953,0.086977
,5837.691746,0.1890859
,5838.694393,0.2289308
,5839.696969,0.1998032
,5840.699496,0.1393533
,5841.701987,0.082041
,5842.704451,0.0421741
,5843.706891,0.0193687
,5844.709313,0.0080786
,5845.71172,0.0030984
a19-G,5820.694039,0.0871887
,5821.696831,0.1895129
,5822.699479,0.2292364
,5823.702056,0.1998123
,5824.704584,0.1391448
,5825.707076,0.0817767
,5826.70954,0.0419594
,5827.711981,0.0192316
,5828.714404,0.0080047
,5829.716811,0.0030633
a20,6316.790883,0.0699368
,6317.79363,0.166354
,6318.796257,0.2176001
,6319.798818,0.2038509
,6320.801334,0.1519256
,6321.803816,0.0952606
,6322.806272,0.0520211
,6323.808706,0.025327
,6324.811122,0.0111796
,6325.813523,0.004531
,6326.815911,0.0017028
a20+NMIA,6449.843647,0.0636879
,6450.846409,0.1573511
,6451.849054,0.2124684
,6452.851634,0.2047701
,6453.854168,0.1566281
,6454.856668,0.1006157
,6455.859141,0.0562132
,6456.861591,0.0279676
,6457.864023,0.0126037
,6458.866439,0.005211
,6459.868842,0.0019963
a20+NMIA-A,6314.789152,0.068512
,6315.791943,0.164245
,6316.794606,0.2163543
,6317.797199,0.2040221
,6318.799745,0.1530109
,6319.802254,0.0965239
,6320.804735,0.0530218
,6321.807193,0.0259627
,6322.809632,0.0115248
,6323.812055,0.0046968
,6324.814464,0.0017747
a20+NMIA-G,6298.794237,0.0686788
,6299.797028,0.1646185
,6300.799691,0.2166768
,6301.802286,0.2040975
,6302.804832,0.1528599
,6303.807342,0.0962807
,6304.809824,0.0527997
,6305.812283,0.0258078
,6306.814722,0.0114345
,6307.817146,0.0046508
,6308.819555,0.0017537
a20-A,6181.736388,0.0752343
,6182.739165,0.1734368
,6183.741809,0.2211847
,6184.744383,0.2026571
,6185.74691,0.1480405
,6186.749402,0.0911307
,6187.751866,0.0489195
,6188.754308,0.0234359
,6189.756731,0.0101881
,6190.759139,0.0040695
a20-G,6165.741474,0.0754174
,6166.74425,0.1738302
,6167.746894,0.2215016
,6168.74947,0.2027084
,6169.751997,0.147868
,6170.75449,0.0908792
,6171.756955,0.0486998
,6172.759397,0.0232875
,6173.761821,0.0101038
,6174.76423,0.0040277
a21,6622.816186,0.061684
,6623.818943,0.1534913
,6624.821583,0.2093726
,6625.824156,0.2041902
,6626.826684,0.1582325
,6627.829177,0.1030712
,6628.831644,0.0584338
,6629.834089,0.0295182
,6630.836515,0.0135133
,6631.838926,0.005678
,6632.841323,0.0022115
a21+NMIA,6755.868949,0.0561725
,6756.871721,0.1449461
,6757.874378,0.2038544
,6758.876969,0.2043194
,6759.879514,0.1623531
,6760.882025,0.1082566
,6761.884508,0.0627409
,6762.886968,0.0323647
,6763.889409,0.0151161
,6764.891834,0.0064749
,6765.894245,0.0025691
a21+NMIA-A,6620.814454,0.0604273
,6621.817254,0.1514933
,6622.819928,0.2080421
,6623.822533,0.2041774
,6624.825089,0.1591783
,6625.827609,0.1042911
,6626.8301,0.0594597
,6627.832568,0.0302022
,6628.835016,0.013901
,6629.837448,0.0058719
,6630.839865,0.0022989
a21+NMIA-G,6604.81954,0.0605744
,6605.822339,0.1518389
,6606.825014,0.208366
,6607.827619,0.2042826
,6608.830176,0.1590593
,6609.832697,0.1040642
,6610.835189,0.0592376
,6611.837657,0.0300391
,6612.840106,0.0138016
,6613.842538,0.0058191
,6614.844956,0.0022739
a21-A,6487.76169,0.0663564
,6488.764477,0.160251
,6489.767133,0.213322
,6490.76972,0.2036302
,6491.772259,0.1547729
,6492.774761,0.0990372
,6493.777236,0.0552222
,6494.779689,0.0274635
,6495.782122,0.0123879
,6496.784539,0.0051322
,6497.786942,0.0019721
a21-G,6471.766776,0.0665179
,6472.769562,0.1606157
,6473.772219,0.2136432
,6474.774806,0.203714
,6475.777346,0.1546325
,6476.779849,0.0988003
,6477.782325,0.0550009
,6478.784778,0.0273062
,6479.787211,0.0122945
,6480.789629,0.0050839
,6481.792033,0.0019497
a22,6927.857472,0.0543326
,6928.860232,0.1413437
,6929.862877,0.200811
,6930.865457,0.2035478
,6931.867992,0.1637026
,6932.870493,0.1105482
,6933.872966,0.0649175
,6934.875418,0.0339447
,6935.87785,0.0160759
,6936.880267,0.0069845
,6937.882671,0.0028117
a22+NMIA,7060.910236,0.0494779
,7061.913009,0.1332678
,7062.915671,0.1950009
,7063.918268,0.2029508
,7064.92082,0.1672322
,7065.923336,0.1155182
,7066.925826,0.0693006
,7067.928292,0.0369799
,7068.930739,0.017857
,7069.93317,0.0079046
,7070.935587,0.00324
a22+NMIA-A,6925.855741,0.0532257
,6926.858541,0.1394586
,6927.86122,0.1994176
,6928.86383,0.2033664
,6929.866392,0.1645073
,6930.868918,0.1117143
,6931.871416,0.0659593
,6932.87389,0.0346725
,6933.876344,0.016506
,6934.878781,0.007208
,6935.881204,0.0029163
a22+NMIA-G,6909.860826,0.0533552
,6910.863626,0.1397777
,6911.866305,0.1997399
,6912.868916,0.2034977
,6913.871479,0.1644193
,6914.874006,0.111505
,6915.876504,0.0657392
,6916.878978,0.0345025
,6917.881433,0.0163978
,6918.883871,0.0071483
,6919.886295,0.0028869
a22-A,6792.802977,0.0584481
,6793.805765,0.1477632
,6794.808426,0.2050464
,6795.81102,0.203576
,6796.813565,0.1606814
,6797.816075,0.1066477
,6798.818556,0.0616249
,6799.821015,0.0317374
,6800.823455,0.0148158
,6801.825878,0.0063493
,6802.828287,0.0025226
a22-G,6776.808063,0.0585904
,6777.81085,0.1481006
,6778.813512,0.2053685
,6779.816106,0.2036886
,6780.818652,0.1605724
,6781.821162,0.1064271
,6782.823645,0.061404
,6783.826104,0.0315723
,6784.828544,0.0147135
,6785.830968,0.0062942
,6786.833378,0.0024961
a23,7232.898759,0.0478573
,7233.90152,0.1299115
,7234.904171,0.1919285
,7235.906758,0.2019009
,7236.909299,0.1682838
,7237.911806,0.1176521
,7238.914286,0.0714684
,7239.916744,0.0386313
,7240.919183,0.0189025
,7241.921606,0.008481
,7242.924015,0.0035244
a23+NMIA,7365.951523,0.0435812
,7366.954296,0.1223143
,7367.956963,0.1859197
,7368.959566,0.2006445
,7369.962124,0.1712161
,7370.964647,0.1223602
,7371.967142,0.0758852
,7372.969614,0.0418355
,7373.972067,0.0208602
,7374.974504,0.0095308
,7375.976926,0.0040306
,7376.979336,0.0015906
a23+NMIA-A,7230.897028,0.0468823
,7231.899827,0.1281407
,7232.902511,0.1904936
,7233.905127,0.2015669
,7234.907695,0.1689465
,7235.910227,0.1187536
,7236.91273,0.072516
,7237.915209,0.0393982
,7238.917669,0.0193743
,7239.920112,0.0087355
,7240.92254,0.0036477
a23+NMIA-G,7214.902113,0.0469964
,7215.904912,0.1284347
,7216.907596,0.1908116
,7217.910213,0.2017206
,7218.912782,0.1688884
,7219.915314,0.1185634
,7220.917818,0.0723
,7221.920298,0.0392226
,7222.922759,0.0192578
,7223.925202,0.0086688
,7224.927631,0.0036137
a23-A,7097.844264,0.0514823
,7098.847052,0.1359759
,7099.849719,0.196372
,7100.852318,0.2024686
,7101.85487,0.1657118
,7102.857386,0.1139237
,7103.859874,0.0681265
,7104.862339,0.0362847
,7105.864785,0.0175072
,7106.867214,0.0077508
,7107.869629,0.00318
a23-G,7081.849349,0.0516076
,7082.852137,0.1362872
,7083.854805,0.1966919
,7084.857405,0.2026061
,7085.859957,0.1656333
,7086.862474,0.1137211
,7087.864962,0.0679083
,7088.867428,0.0361133
,7089.869874,0.0173964
,7090.872304,0.0076887
,7091.87472,0.003149
a24,7561.951279,0.0414969
,7562.954029,0.118079
,7563.956676,0.182011
,7564.959262,0.1992211
,7565.961803,0.1724373
,7566.964311,0.1250086
,7567.966792,0.0786499
,7568.969251,0.0439898
,7569.971692,0.0222543
,7570.974117,0.0103165
,7571.976528,0.0044269
,7572.978927,0.0017727
a24+NMIA,7695.004043,0.0377891
,7696.006805,0.1110061
,7697.009468,0.1758631
,7698.012069,0.1973088
,7699.014626,0.1747184
,7700.017149,0.1293907
,7701.019645,0.0830627
,7702.022118,0.047357
,7703.024572,0.0244015
,7704.02701,0.0115134
,7705.029434,0.0050255
,7706.031845,0.0020459
a24+NMIA-A,7559.949548,0.0406515
,7560.952335,0.1164329
,7561.955013,0.1805487
,7562.957627,0.1987358
,7563.960194,0.1729457
,7564.962726,0.1260305
,7565.96523,0.0796942
,7566.96771,0.0447941
,7567.970171,0.0227709
,7568.972615,0.0106062
,7569.975045,0.0045725
,7570.977462,0.0018394
a24+NMIA-G,7543.954633,0.0407504
,7544.95742,0.1167008
,7545.960099,0.1808598
,7546.962713,0.1989105
,7547.965281,0.1729188
,7548.967813,0.1258622
,7549.970318,0.0794846
,7550.972799,0.044614
,7551.97526,0.0226458
,7552.977705,0.0105316
,7553.980135,0.0045331
,7554.982553,0.0018205
a24-A,7426.896784,0.0446401
,7427.899559,0.123749
,7428.902222,0.1866162
,7429.90482,0.2003305
,7430.907372,0.1703603
,7431.909889,0.121502
,7432.912378,0.0752853
,7433.914844,0.041506
,7434.917291,0.0207128
,7435.919722,0.0094776
,7436.922139,0.0040164
,7437.924543,0.0015891
a24-G,7410.901869,0.0447488
,7411.904644,0.1240332
,7412.907308,0.1869311
,7413.909906,0.2004917
,7414.912458,0.170314
,7415.914976,0.1213204
,7416.917465,0.075072
,7417.919932,0.0413289
,7418.92238,0.0205931
,7419.924812,0.0094078
,7420.927229,0.0039803
a25,7906.998714,0.0358944
,7908.001454,0.1068507
,7909.004097,0.1716534
,7910.006681,0.1953632
,7911.009222,0.1755406
,7912.01173,0.1319416
,7913.014212,0.0859812
,7914.016672,0.0497699
,7915.019113,0.02604
,7916.021539,0.0124773
,7917.023952,0.0055314
,7918.026352,0.0022873
a25+NMIA,8040.051478,0.0326872
,8041.05423,0.1003115
,8042.056888,0.1654604
,8043.059487,0.1928668
,8044.062043,0.1771634
,8045.064565,0.1359412
,8046.067061,0.0903353
,8047.069535,0.0532724
,8048.07199,0.0283739
,8049.074428,0.0138309
,8050.076853,0.0062339
,8051.079265,0.0026195
a25+NMIA-A,7904.996983,0.0351631
,7905.999758,0.1053308
,7907.002431,0.1701852
,7908.005043,0.1947439
,7909.007609,0.1758937
,7910.01014,0.1328708
,7911.012644,0.0870092
,7912.015124,0.0506048
,7913.017586,0.0266005
,7914.020031,0.0128043
,7915.022461,0.0057019
,7916.024879,0.0023683
a25+NMIA-G,7889.002068,0.0352487
,7890.004843,0.1055737
,7891.007517,0.1704867
,7892.010129,0.1949357
,7893.012695,0.1758968
,7894.015227,0.1327262
,7895.017731,0.0868086
,7896.020213,0.0504219
,7897.022675,0.0264674
,7898.02512,0.0127217
,7899.027551,0.0056565
,7900.029969,0.0023457
a25-A,7771.944219,0.0386133
,7772.946983,0.1121122
,7773.949641,0.1763418
,7774.952237,0.1969616
,7775.954788,0.1739705
,7776.957305,0.1287038
,7777.959794,0.0826353
,7778.962261,0.0471677
,7779.964709,0.0243524
,7780.967141,0.0115214
,7781.969559,0.0050458
,7782.971965,0.0020622
a25-G,7755.949304,0.0387073
,7756.952068,0.1123703
,7757.954727,0.1766486
,7758.957323,0.1971425
,7759.959875,0.1739554
,7760.962392,0.1285452
,7761.964882,0.0824296
,7762.967349,0.0469867
,7763.969798,0.0242242
