ion,mass,Intensities
,5099.898631,0.012478
,5100.901008,0.004675
a15+CMCT-A,4957.826686,0.1165751
,4958.829392,0.226796
,4959.831976,0.24444
,4960.834497,0.189419
,4961.836975,0.117079
,4962.839421,0.060998
,4963.841842,0.027717
,4964.844244,0.011241
,4965.846629,0.004137
a15+CMCT-G,4941.831771,0.1168589
,4942.834477,0.227304
,4943.837061,0.244708
,4944.839583,0.189319
,4945.842062,0.116788
,4946.844509,0.060713
,4947.846932,0.027522
,4948.849334,0.011133
,4949.85172,0.004086
a15-A,4706.626924,0.1379022
,4707.629603,0.245285
,4708.632146,0.246161
,4709.634629,0.179168
,4710.63707,0.104644
,4711.639482,0.051741
,4712.64187,0.022388
,4713.64424,0.008669
,4714.646595,0.003053
a15-G,4690.632009,0.1382379
,4691.634688,0.245829
,4692.637232,0.246382
,4693.639716,0.179005
,4694.642158,0.104324
,4695.64457,0.051459
,4696.646959,0.022208
,4697.64933,0.008576
,4698.651685,0.003011
a16,5147.706721,0.113065
,5148.709385,0.221805
,5149.71193,0.242295
,5150.714417,0.190784
,5151.716863,0.120038
,5152.71928,0.063745
,5153.721674,0.029555
,5154.724049,0.01224
,5155.72641,0.004603
a16+CMCT,5398.906484,0.0955791
,5399.909173,0.203445
,5400.911754,0.237544
,5401.914276,0.198372
,5402.916757,0.13166
,5403.919206,0.073461
,5404.921631,0.035675
,5405.924036,0.015437
,5406.926425,0.006053
,5407.9288,0.002178
a16+CMCT-A,5263.851988,0.1028188
,5264.85471,0.211314
,5265.857309,0.239796
,5266.859846,0.195308
,5267.862338,0.126734
,5268.864798,0.069259
,5269.867232,0.03299
,5270.869646,0.014017
,5271.872043,0.005402
,5272.874425,0.001912
a16+CMCT-G,5247.857074,0.1030691
,5248.859795,0.211789
,5249.862395,0.240087
,5250.864932,0.195256
,5251.867425,0.126474
,5252.869886,0.068978
,5253.872321,0.032784
,5254.874736,0.013897
,5255.877133,0.005343
,5256.879516,0.001886
a16-A,5012.652226,0.1216292
,5013.654923,0.229685
,5014.657486,0.243515
,5015.659987,0.186828
,5016.662445,0.114843
,5017.664872,0.059699
,5018.667275,0.027136
,5019.669658,0.011031
,5020.672026,0.004076
a16-G,4996.657311,0.1219253
,4997.660008,0.230198
,4998.662572,0.243769
,4999.665073,0.186716
,5000.667532,0.11455
,5001.66996,0.059417
,5002.672364,0.026943
,5003.674748,0.010925
,5004.677117,0.004026
a17,5452.748008,0.0995901
,5453.750679,0.206635
,5454.753235,0.237531
,5455.755733,0.196318
,5456.75819,0.129428
,5457.760617,0.071928
,5458.763021,0.034866
,5459.765406,0.015085
,5460.767775,0.005923
,5461.770131,0.002137
a17+CMCT,5703.94777,0.0841881
,5704.950465,0.188721
,5705.953055,0.231206
,5706.955586,0.202174
,5707.958075,0.140304
,5708.960533,0.081769
,5709.962967,0.041443
,5710.96538,0.018703
,5711.967777,0.007645
,5712.97016,0.002867
a17+CMCT-A,5568.893275,0.090565
,5569.896,0.196373
,5570.898609,0.234103
,5571.901153,0.199851
,5572.903654,0.135713
,5573.906123,0.077527
,5574.908565,0.038567
,5575.910987,0.017103
,5576.913391,0.006875
,5577.915781,0.002537
a17+CMCT-G,5552.89836,0.0907854
,5553.901086,0.196817
,5554.903694,0.234411
,5555.90624,0.199843
,5556.908742,0.135485
,5557.911211,0.077253
,5558.913654,0.038353
,5559.916076,0.016971
,5560.918482,0.006807
,5561.920872,0.002506
a17-A,5317.693513,0.1071336
,5318.696216,0.214429
,5319.698789,0.239544
,5320.701301,0.19311
,5321.703769,0.124494
,5322.706206,0.06778
,5323.708619,0.032234
,5324.711012,0.013698
,5325.713389,0.005288
,5326.715752,0.001877
a17-G,5301.698598,0.1073944
,5302.701301,0.21491
,5303.703875,0.239824
,5304.706387,0.193046
,5305.708856,0.12423
,5306.711294,0.067501
,5307.713707,0.032031
,5308.716101,0.013581
,5309.718479,0.00523
,5310.720842,0.001852
a18,5781.800528,0.0863542
,5782.80319,0.190479
,5783.805746,0.231173
,5784.808246,0.200993
,5785.810705,0.139048
,5786.813135,0.080939
,5787.815542,0.041036
,5788.817931,0.018549
,5789.820303,0.007602
,5790.822663,0.00286
a18+CMCT,6033.00029,0.0729992
,6034.002976,0.173197
,6035.005564,0.223384
,6036.008094,0.205011
,6037.010585,0.149001
,6038.013045,0.090797
,6039.01548,0.048056
,6040.017896,0.022625
,6041.020295,0.009639
,6042.02268,0.003765
a18+CMCT-A,5897.945795,0.0785286
,5898.948509,0.180556
,5899.951114,0.226877
,5900.953659,0.203471
,5901.956161,0.144821
,5902.95863,0.086563
,5903.961075,0.044997
,5904.963498,0.020828
,5905.965905,0.008732
,5906.968297,0.003358
a18+CMCT-G,5881.950881,0.0787197
,5882.953594,0.180966
,5883.9562,0.227198
,5884.958745,0.203507
,5885.961248,0.144628
,5886.963718,0.0863
,5887.966163,0.044776
,5888.968588,0.020684
,5889.970995,0.008653
,5890.973387,0.00332
a18-A,5646.746033,0.0928952
,5647.748725,0.198093
,5648.751298,0.233936
,5649.75381,0.198588
,5650.756281,0.134455
,5651.758721,0.07673
,5652.761137,0.038191
,5653.763533,0.016966
,5654.765913,0.00684
,5655.768279,0.002534
a18-G,5630.751118,0.0931213
,5631.75381,0.19854
,5632.756384,0.234238
,5633.758897,0.198574
,5634.761368,0.134224
,5635.763809,0.076457
,5636.766225,0.037979
,5637.768622,0.016836
,5638.771003,0.006772
,5639.77337,0.002503
a19,6110.853048,0.0748774
,6111.855702,0.174967
,6112.858258,0.223593
,6113.860759,0.204018
,6114.863221,0.14778
,6115.865654,0.089914
,6116.868064,0.047585
,6117.870456,0.022428
,6118.872832,0.009575
,6119.875194,0.003751
a19+CMCT,6362.052811,0.0632973
,6363.055487,0.158466
,6364.058073,0.214642
,6365.060604,0.206292
,6366.063095,0.156699
,6367.065557,0.099646
,6368.067994,0.054971
,6369.070412,0.026949
,6370.072814,0.011946
,6371.075201,0.004851
,6372.077576,0.001823
a19+CMCT-A,6226.998315,0.0680918
,6228.001018,0.165475
,6229.003621,0.218604
,6230.006165,0.205492
,6231.008668,0.152974
,6232.011139,0.09548
,6233.013585,0.051762
,6234.016011,0.024962
,6235.01842,0.010894
,6236.020814,0.004358
a19+CMCT-G,6211.003401,0.0682576
,6212.006104,0.165852
,6213.008707,0.218932
,6214.011252,0.205567
,6215.013755,0.152817
,6216.016227,0.095232
,6217.018674,0.051538
,6218.0211,0.024807
,6219.023509,0.010805
,6220.025904,0.004314
a19-A,5975.798553,0.0805491
,5976.801235,0.182313
,5977.803807,0.226968
,5978.806321,0.202391
,5979.808794,0.143586
,5980.811236,0.085706
,5981.813655,0.044556
,5982.816054,0.02065
,5983.818437,0.008677
,5984.820807,0.003348
a19-G,5959.803638,0.0807452
,5960.80632,0.182725
,5961.808893,0.227285
,5962.811407,0.202421
,5963.813881,0.143391
,5964.816324,0.085444
,5965.818743,0.044337
,5966.821143,0.020508
,5967.823527,0.008599
,5968.825897,0.00331
a20,6416.87835,0.0660416
,6417.88102,0.161566
,6418.883591,0.215587
,6419.886106,0.205092
,6420.888582,0.154724
,6421.891028,0.09797
,6422.893451,0.053925
,6423.895854,0.026422
,6424.898242,0.011722
,6425.900616,0.00477
,6426.902977,0.001798
a20+CMCT,6668.078113,0.055828
,6669.080803,0.145892
,6670.083402,0.205872
,6671.085946,0.205893
,6672.088449,0.162606
,6673.090923,0.107442
,6674.093371,0.061556
,6675.0958,0.031328
,6676.098212,0.014412
,6677.100609,0.006072
,6678.102994,0.002366
a20+CMCT-A,6533.023618,0.0600567
,6534.026333,0.152538
,6535.028949,0.210137
,6536.031506,0.205714
,6537.034021,0.159333
,6538.036503,0.1034
,6539.038961,0.05825
,6540.041397,0.029178
,6541.043816,0.013221
,6542.04622,0.00549
,6543.048611,0.002111
a20+CMCT-G,6517.028703,0.0602029
,6518.031418,0.152886
,6519.034035,0.210466
,6520.036592,0.20582
,6521.039107,0.15921
,6522.041591,0.103167
,6523.044049,0.058025
,6524.046486,0.029015
,6525.048905,0.013123
,6526.05131,0.005439
,6527.053701,0.002087
a20-A,6281.823855,0.071044
,6282.826551,0.168594
,6283.829139,0.219385
,6284.831667,0.204136
,6285.834154,0.150947
,6286.836609,0.093829
,6287.83904,0.050763
,6288.841451,0.024472
,6289.843846,0.010691
,6290.846226,0.004287
a20-G,6265.828941,0.0712169
,6266.831636,0.168977
,6267.834225,0.219708
,6268.836753,0.204202
,6269.839241,0.150784
,6270.841697,0.093579
,6271.844128,0.050541
,6272.84654,0.02432
,6273.848935,0.010604
,6274.851316,0.004243
a21,6761.925785,0.0571254
,6762.928447,0.147255
,6763.931017,0.206112
,6764.933533,0.205144
,6765.93601,0.161622
,6766.938458,0.106727
,6767.940882,0.061198
,6768.943288,0.03121
,6769.945678,0.014401
,6770.948054,0.006091
,6771.950418,0.002385
a21+CMCT,7013.125548,0.0482907
,7014.12823,0.132536
,7015.130826,0.19573
,7016.133369,0.20441
,7017.135873,0.168312
,7018.138347,0.115809
,7019.140796,0.069027
,7020.143226,0.036519
,7021.14564,0.017452
,7022.148038,0.007634
,7023.150425,0.003088
a21+CMCT-A,6878.071052,0.0519485
,6879.073759,0.138765
,6880.076371,0.200256
,6881.078927,0.204877
,6882.081441,0.165556
,6883.083924,0.111947
,6884.086382,0.065645
,6885.08882,0.034199
,6886.09124,0.016106
,6887.093645,0.006947
,6888.096038,0.002773
a21+CMCT-G,6862.076138,0.052075
,6863.078844,0.139083
,6864.081457,0.200583
,6865.084013,0.205013
,6866.086528,0.165469
,6867.089012,0.111735
,6868.09147,0.065422
,6869.093908,0.034027
,6870.096329,0.015998
,6871.098735,0.006888
,6872.101128,0.002744
a21-A,6626.87129,0.0614524
,6627.873977,0.153901
,6628.876563,0.210291
,6629.879091,0.204894
,6630.881579,0.158334
,6631.884036,0.102706
,6632.886468,0.057918
,6633.888881,0.029076
,6634.891278,0.013218
,6635.89366,0.005512
,6636.89603,0.002129
a21-G,6610.876375,0.061602
,6611.879062,0.154253
,6612.881648,0.210618
,6613.884177,0.204995
,6614.886665,0.158208
,6615.889123,0.102474
,6616.891556,0.057695
,6617.89397,0.028914
,6618.896367,0.013121
,6619.89875,0.005461
,6620.90112,0.002105
a22,7090.978305,0.0495332
,7091.98096,0.134169
,7092.983529,0.196441
,7093.986046,0.203964
,7094.988524,0.167309
,7095.990975,0.114862
,7096.993402,0.068395
,7097.99581,0.036186
,7098.998202,0.017309
,7100.000581,0.007584
,7101.002948,0.003075
a22+CMCT,7342.178068,0.0418727
,7343.180742,0.120404
,7344.183336,0.185613
,7345.185879,0.201875
,7346.188383,0.172818
,7347.190858,0.123465
,7348.19331,0.076329
,7349.195742,0.041849
,7350.198157,0.020711
,7351.200558,0.009376
,7352.202946,0.003923
a22+CMCT-A,7207.123573,0.0450444
,7208.12627,0.126221
,7209.12888,0.190308
,7210.131434,0.202909
,7211.133949,0.170572
,7212.136434,0.11982
,7213.138893,0.072911
,7214.141332,0.039381
,7215.143754,0.019214
,7216.146162,0.008581
,7217.148556,0.003544
a22+CMCT-G,7191.128658,0.045154
,7192.131355,0.126511
,7193.133965,0.190631
,7194.13652,0.20307
,7195.139036,0.170518
,7196.141521,0.119629
,7197.143981,0.072692
,7198.146421,0.039203
,7199.148843,0.019096
,7200.151251,0.008514
,7201.153646,0.00351
a22-A,6955.92381,0.0532851
,6956.926489,0.140424
,6957.929073,0.200896
,6958.931602,0.204345
,6959.934091,0.164515
,6960.93655,0.111006
,6961.938985,0.065037
,6962.941401,0.033888
,6963.9438,0.015976
,6964.946185,0.006904
,6965.948557,0.002762
a22-G,6939.928895,0.0534148
,6940.931574,0.140746
,6941.934159,0.201221
,6942.936688,0.204477
,6943.939177,0.164423
,6944.941637,0.110793
,6945.944073,0.064815
,6946.946489,0.033718
,6947.948888,0.015869
,6948.951274,0.006845
,6949.953647,0.002734
a23,7396.019592,0.0436299
,7397.022253,0.123114
,7398.024829,0.187279
,7399.027354,0.201696
,7400.029841,0.171412
,7401.032299,0.12181
,7402.034734,0.075025
,7403.037149,0.041035
,7404.039549,0.020281
,7405.041935,0.009178
,7406.044308,0.003842
a23+CMCT,7647.219354,0.0368823
,7648.222034,0.110226
,7649.224634,0.176233
,7650.227184,0.198521
,7651.229695,0.17584
,7652.232177,0.12988
,7653.234635,0.082964
,7654.237074,0.046975
,7655.239495,0.023998
,7656.241902,0.01121
,7657.244297,0.004838
,7658.24668,0.001945
a23+CMCT-A,7512.164859,0.039676
,7513.167561,0.115665
,7514.170176,0.181005
,7515.172738,0.200008
,7516.17526,0.174058
,7517.17775,0.126472
,7518.180217,0.079553
,7519.182662,0.044392
,7520.185091,0.022367
,7521.187504,0.010311
,7522.189904,0.004394
,7523.192293,0.001745
a23+CMCT-G,7496.169945,0.0397726
,7497.172646,0.115932
,7498.175262,0.18132
,7499.177824,0.200187
,7500.180346,0.174032
,7501.182837,0.126302
,7502.185304,0.07934
,7503.18775,0.04421
,7504.190179,0.022241
,7505.192593,0.010236
,7506.194994,0.004355
,7507.197383,0.001727
a23-A,7260.965097,0.0469347
,7261.96778,0.128997
,7262.970372,0.191893
,7263.972909,0.202594
,7264.975406,0.169078
,7265.977872,0.11815
,7266.980315,0.071635
,7267.982738,0.038603
,7268.985144,0.018812
,7269.987536,0.008399
,7270.989915,0.003471
a23-G,7244.970182,0.0470489
,7245.972866,0.129293
,7246.975458,0.192214
,7247.977995,0.202748
,7248.980492,0.169017
,7249.982959,0.117956
,7250.985403,0.071416
,7251.987826,0.038427
,7252.990233,0.018696
,7253.992625,0.008334
,7254.995005,0.003438
a24,7741.067027,0.0377394
,7742.069681,0.111448
,7743.072256,0.176823
,7744.074781,0.198204
,7745.077269,0.175047
,7746.079728,0.129118
,7747.082165,0.082468
,7748.084582,0.046739
,7749.086984,0.023921
,7750.089372,0.011204
,7751.091747,0.004852
,7752.094112,0.001958
a24+CMCT,7992.266789,0.0319029
,7993.269462,0.099534
,7994.27206,0.165674
,7995.274608,0.19394
,7996.27712,0.178277
,7997.279602,0.136516
,7998.282061,0.090329
,7999.284501,0.052942
,8000.286924,0.027981
,8001.289332,0.013515
,8002.291728,0.006029
,8003.294113,0.002505
a24+CMCT-A,7857.212294,0.0343194
,7858.214988,0.104556
,7859.2176,0.170474
,7860.220161,0.195879
,7861.222682,0.177008
,7862.225173,0.133405
,7863.22764,0.086961
,7864.230087,0.050252
,7865.232516,0.026203
,7866.234931,0.012495
,7867.237332,0.005505
,7868.239723,0.00226
a24+CMCT-G,7841.217379,0.034403
,7842.220073,0.104797
,7843.222686,0.170778
,7844.225246,0.196075
,7845.227768,0.177012
,7846.23026,0.133259
,7847.232727,0.086758
,7848.235175,0.050067
,7849.237605,0.02607
,7850.24002,0.012412
,7851.242422,0.00546
,7852.244812,0.002238
a24-A,7606.012532,0.0405981
,7607.015208,0.116912
,7608.017798,0.181547
,7609.020334,0.199625
,7610.022831,0.173231
,7611.025299,0.125714
,7612.027744,0.079077
,7613.030168,0.044175
,7614.032576,0.022301
,7615.03497,0.010309
,7616.037351,0.004408
,7617.039722,0.001758
a24-G,7590.017617,0.0406969
,7591.020293,0.117181
,7592.022883,0.18186
,7593.02542,0.1998
,7594.027918,0.173203
,7595.030386,0.125543
,7596.032831,0.078866
,7597.035256,0.043994
,7598.037664,0.022177
,7599.040059,0.010235
,7600.042441,0.00437
,7601.044812,0.00174
a25,8046.108313,0.0332417
,8047.110973,0.101926
,8048.113555,0.167526
,8049.116087,0.194245
,8050.118583,0.177266
,8051.121049,0.135
,8052.123493,0.088967
,8053.125917,0.051997
,8054.128326,0.027432
,8055.13072,0.013238
,8056.133102,0.005905
,8057.135474,0.002454
a25+CMCT,8297.308076,0.0281007
,8298.310753,0.09085
,8299.313357,0.156414
,8300.315912,0.189157
,8301.318429,0.179468
,8302.320918,0.141743
,8303.323384,0.096677
,8304.32583,0.058381
,8305.328259,0.031777
,8306.330673,0.015803
,8307.333075,0.007256
,8308.335465,0.003102
a25+CMCT-A,8162.253581,0.0302293
,8163.256278,0.095514
,8164.258897,0.161185
,8165.261463,0.191436
,8166.26399,0.178637
,8167.266488,0.138919
,8168.268961,0.093382
,8169.271414,0.055618
,8170.273849,0.029879
,8171.27627,0.014673
,8172.278677,0.006656
,8173.281073,0.002812
a25+CMCT-G,8146.258666,0.0303029
,8147.261363,0.095735
,8148.263982,0.161479
,8149.266549,0.191644
,8150.269077,0.178666
,8151.271575,0.138795
,8152.274048,0.093189
,8153.276502,0.055433
,8154.278937,0.029739
,8155.281358,0.014583
,8156.283766,0.006606
,8157.286162,0.002787
a25-A,7911.053818,0.0357596
,7912.056499,0.107023
,7913.059096,0.172281
,7914.061639,0.196069
,7915.064144,0.175902
