fragment,mass,Intensities
,15076.986784,0.1396
,15077.989288,0.136612
,15078.991777,0.1197
,15079.994251,0.095266
,15080.996712,0.069643
,15081.999161,0.047185
,15083.0016,0.029847
,15084.004029,0.017734
,15085.00645,0.009949
,15086.008862,0.005293
,15087.011267,0.002681
RNA-G,15030.965089,0.0018015
,15031.967775,0.010222
,15032.970414,0.030165
,15033.973017,0.061455
,15034.97559,0.096913
,15035.978137,0.125846
,15036.980664,0.139854
,15037.983172,0.136554
,15038.985663,0.119392
,15039.988141,0.094823
,15040.990605,0.06918
,15041.993057,0.04678
,15042.995499,0.029535
,15043.997931,0.017517
,15045.000354,0.009809
,15046.002769,0.00521
,15047.005176,0.002634
RNA-H2O,15164.003934,0.0016749
,15165.006608,0.009626
,15166.009238,0.028744
,15167.011833,0.059208
,15168.014399,0.094344
,15169.01694,0.123722
,15170.019461,0.138791
,15171.021963,0.136739
,15172.02445,0.120591
,15173.026923,0.096576
,15174.029382,0.071028
,15175.031831,0.048406
,15176.034268,0.030793
,15177.036697,0.018398
,15178.039116,0.010377
,15179.041527,0.00555
,15180.043931,0.002825
,15181.046328,0.001373
a01,265.081104,0.8714244
,266.083609,0.11333
,267.085682,0.013977
a01-G,114.031694,0.939713
,115.035102,0.052932
,116.036389,0.006997
a02,610.128539,0.7537734
,611.131053,0.19701
,612.133226,0.041817
,613.135504,0.006444
a02+CMCT,861.328301,0.637196
,862.331002,0.272829
,863.333438,0.072759
,864.335836,0.014484
,865.33819,0.002355
a02+CMCT-G,710.278891,0.6871352
,711.281776,0.243552
,712.284237,0.057455
,713.286698,0.010168
a02-G,459.079129,0.812844
,460.081918,0.152523
,461.083955,0.030241
,462.086399,0.003883
a03,955.175973,0.6520062
,956.178491,0.256029
,957.180731,0.073128
,958.183015,0.015556
,959.185243,0.002784
a03+CMCT,1206.375736,0.5511713
,1207.378395,0.308371
,1208.380825,0.10625
,1209.383214,0.027272
,1210.385562,0.00572
a03+CMCT-G,1055.326326,0.5943597
,1056.329113,0.288716
,1057.331567,0.090652
,1058.334001,0.021328
,1059.336378,0.004134
a03-G,804.126564,0.7030998
,805.129243,0.224257
,806.131447,0.059204
,807.133806,0.011277
a04,1261.201276,0.575068
,1262.203897,0.288911
,1263.206205,0.101862
,1264.208544,0.026866
,1265.210822,0.005936
a04+CMCT,1512.401038,0.4861318
,1513.403752,0.325319
,1514.406219,0.134195
,1515.408643,0.041242
,1516.411019,0.01037
,1517.413371,0.002233
a04+CMCT-G,1361.351628,0.5242247
,1362.354453,0.312163
,1363.35694,0.119369
,1364.359402,0.034185
,1365.361802,0.008069
a04-G,1110.151866,0.6201312
,1111.154626,0.265832
,1112.156911,0.087493
,1113.159308,0.02122
,1114.161593,0.004393
a05,1567.226578,0.5072039
,1568.229266,0.310465
,1569.231633,0.128901
,1570.234012,0.040124
,1571.236331,0.010408
,1572.238638,0.002328
a05+CMCT,1818.42634,0.4287697
,1819.429093,0.333976
,1820.431595,0.159227
,1821.434047,0.056482
,1822.43645,0.016381
,1823.438825,0.004068
a05+CMCT-G,1667.376931,0.462364
,1668.379781,0.326055
,1669.382303,0.145611
,1670.384788,0.048634
,1671.387211,0.013366
,1672.389609,0.003156
a05-G,1416.177168,0.5469565
,1417.179975,0.294474
,1418.182332,0.114866
,1419.184756,0.033386
,1420.187085,0.008192
a06,1872.267865,0.446758
,1873.27057,0.323996
,1874.272981,0.153498
,1875.275381,0.054515
,1876.277726,0.01603
,1877.280053,0.00406
a06+CMCT,2123.467627,0.3776604
,2124.470386,0.336881
,2125.472909,0.18115
,2126.475377,0.072237
,2127.477796,0.023486
,2128.480185,0.00653
a06+CMCT-G,1972.418217,0.407263
,1973.421061,0.333262
,1974.423606,0.168972
,1975.426102,0.063883
,1976.42854,0.019799
,1977.430949,0.005264
a06-G,1721.218455,0.4817703
,1722.22126,0.313869
,1723.223673,0.140249
,1724.226108,0.04696
,1725.228467,0.013138
,1726.230815,0.003172
a07,2178.293167,0.3940407
,2179.29591,0.328997
,2180.298365,0.175364
,2181.300794,0.069964
,2182.303169,0.02302
,2183.305522,0.006516
a07+CMCT,2429.492929,0.3330973
,2430.495714,0.333676
,2431.498265,0.199666
,2432.500757,0.0884
,2433.503197,0.031854
,2434.505606,0.009807
,2435.50799,0.00266
a07+CMCT-G,2278.44352,0.3592022
,2279.446381,0.333344
,2280.448954,0.189144
,2281.451471,0.079833
,2282.45393,0.027558
,2283.456357,0.008151
,2284.458757,0.002129
a07-G,2027.243757,0.4249155
,2028.24659,0.323449
,2029.249052,0.163372
,2030.251511,0.061882
,2031.2539,0.019471
,2032.256272,0.005283
a08,2484.318469,0.347545
,2485.321241,0.328308
,2486.323735,0.194116
,2487.32619,0.085711
,2488.328591,0.031102
,2489.330967,0.009695
,2490.333319,0.002675
a08+CMCT,2735.518232,0.2937965
,2736.521036,0.326541
,2737.523614,0.21483
,2738.526126,0.104309
,2739.528586,0.041144
,2740.531013,0.013851
,2741.533414,0.004105
a08+CMCT-G,2584.468822,0.3168175
,2585.471697,0.328771
,2586.474296,0.206018
,2587.476832,0.095773
,2588.47931,0.036326
,2589.481753,0.011791
,2590.484169,0.003377
a08-G,2333.26906,0.3747751
,2334.271912,0.326401
,2335.274417,0.183597
,2336.276898,0.077368
,2337.279314,0.026954
,2338.281707,0.008086
,2339.284072,0.002153
a09,2829.365904,0.3006202
,2830.368645,0.323456
,2831.37115,0.211919
,2832.373606,0.103192
,2833.376013,0.041075
,2834.378393,0.014007
,2835.380749,0.004219
a09+CMCT,3080.565667,0.2541327
,3081.568441,0.315828
,3082.571018,0.2286
,3083.573528,0.121499
,3084.575988,0.052262
,3085.578416,0.019141
,3086.580818,0.006161
a09+CMCT-G,2929.516257,0.2740435
,2930.519092,0.320369
,2931.521692,0.221674
,2932.524223,0.113199
,2933.5267,0.046963
,2934.529143,0.01663
,2935.531558,0.005186
a09-G,2678.316494,0.324182
,2679.319304,0.324907
,2680.321824,0.203136
,2681.324303,0.094798
,2682.326724,0.036338
,2683.329119,0.011964
,2684.331488,0.003486
a10,3174.413339,0.2600344
,3175.416056,0.313933
,3176.418569,0.225863
,3177.421027,0.120154
,3178.423439,0.052014
,3179.425822,0.01924
,3180.428183,0.006272
a10+CMCT,3425.613101,0.2198117
,3426.615852,0.302039
,3427.618427,0.238514
,3428.620936,0.137642
,3429.623397,0.064067
,3430.625825,0.025333
,3431.628229,0.008789
,3432.630612,0.002734
a10+CMCT-G,3274.563691,0.2370413
,3275.566495,0.308238
,3276.569093,0.233432
,3277.571622,0.129806
,3278.574099,0.058421
,3279.576541,0.022389
,3280.578957,0.007541
,3281.581353,0.002281
a10-G,3023.363929,0.2804163
,3024.366705,0.317866
,3025.369236,0.218887
,3026.371714,0.111969
,3027.37414,0.046801
,3028.376537,0.016756
,3029.37891,0.005298
a11,3519.460774,0.224921
,3520.463472,0.301077
,3521.46599,0.23605
,3522.46845,0.136146
,3523.470866,0.063646
,3524.473254,0.02536
,3525.475619,0.008889
,3526.477966,0.002799
a11+CMCT,3770.660536,0.1901441
,3771.663267,0.286242
,3772.665841,0.244882
,3773.668348,0.152414
,3774.67081,0.076277
,3775.67324,0.032362
,3776.675645,0.012027
,3777.67803,0.004003
a11+CMCT-G,3619.611126,0.2050377
,3620.613904,0.293546
,3621.6165,0.241512
,3622.619027,0.145204
,3623.621504,0.070416
,3624.623947,0.029012
,3625.626364,0.010488
,3626.62876,0.0034
a11-G,3368.411364,0.2425549
,3369.414114,0.306799
,3370.416651,0.230861
,3371.419129,0.12839
,3372.42156,0.058084
,3373.42396,0.02245
,3374.426337,0.007647
,3375.428695,0.002343
a12,3848.513294,0.1950275
,3849.515976,0.286597
,3850.518499,0.24281
,3851.520963,0.15051
,3852.523384,0.075319
,3853.525776,0.032043
,3854.528146,0.011967
,3855.530498,0.00401
a12+CMCT,4099.713056,0.1648712
,4100.71577,0.269783
,4101.718343,0.248171
,4102.720852,0.165299
,4103.723316,0.088244
,4104.725748,0.039845
,4105.728156,0.015732
,4106.730544,0.005555
,4107.732916,0.001783
a12+CMCT-A,3964.658561,0.1773579
,3965.661318,0.277207
,3966.663911,0.246216
,3967.666436,0.159099
,3968.668914,0.082666
,3969.671358,0.036414
,3970.673776,0.014051
,3971.676174,0.004856
a12+CMCT-G,3948.663646,0.1777897
,3949.666403,0.277814
,3950.668998,0.246345
,3951.671524,0.158822
,3952.674003,0.082301
,3953.676448,0.036145
,3954.678867,0.013903
,3955.681266,0.004788
a12-A,3713.458799,0.2098081
,3714.461527,0.292929
,3715.464068,0.239232
,3716.466548,0.14367
,3717.468982,0.069913
,3718.471386,0.028994
,3719.473766,0.010576
,3720.476127,0.003466
a12-G,3697.463884,0.2103189
,3698.466612,0.293562
,3699.469155,0.239271
,3700.471636,0.143326
,3701.474071,0.069538
,3702.476476,0.028744
,3703.478857,0.010448
,3704.481219,0.003412
a13,4193.560728,0.1687078
,4194.563398,0.270073
,4195.565923,0.246369
,4196.568389,0.163691
,4197.570814,0.087524
,4198.57321,0.039698
,4199.575584,0.015781
,4200.57794,0.005621
,4201.580281,0.001822
a13+CMCT,4444.760491,0.1426066
,4445.763191,0.252077
,4446.765762,0.248488
,4447.76827,0.176693
,4448.770735,0.100441
,4449.773169,0.048204
,4450.775579,0.020201
,4451.777969,0.007563
,4452.780343,0.002571
a13+CMCT-A,4309.705996,0.1534145
,4310.708734,0.25993
,4311.711325,0.247894
,4312.71385,0.171283
,4313.716328,0.094895
,4314.718773,0.044482
,4315.721193,0.018238
,4316.723592,0.006689
,4317.725975,0.00223
a13+CMCT-G,4293.711081,0.153788
,4294.713819,0.260504
,4295.716412,0.248083
,4296.718937,0.171071
,4297.721416,0.094551
,4298.723862,0.044203
,4299.726283,0.018072
,4300.728683,0.006608
,4301.731067,0.002196
a13-A,4058.506233,0.1814795
,4059.508944,0.277208
,4060.511488,0.244261
,4061.51397,0.157506
,4062.516407,0.08201
,4063.518814,0.036306
,4064.521197,0.014112
,4065.523562,0.004922
a13-G,4042.511319,0.1819213
,4043.514029,0.277814
,4044.516574,0.244376
,4045.519057,0.157226
,4046.521495,0.081648
,4047.523903,0.036041
,4048.526288,0.013965
,4049.528653,0.004855
a14,4498.602015,0.1485987
,4499.604693,0.254689
,4500.607233,0.246912
,4501.609712,0.173799
,4502.612149,0.098239
,4503.614557,0.047034
,4504.616942,0.019714
,4505.619309,0.007397
,4506.621661,0.002525
a14+CMCT,4749.801778,0.1256205
,4750.804483,0.23626
,4751.807065,0.246544
,4752.809584,0.185118
,4753.812059,0.110927
,4754.814503,0.05605
,4755.816922,0.024707
,4756.819321,0.009723
,4757.821704,0.003472
a14+CMCT-A,4614.747282,0.1351287
,4615.750025,0.244232
,4616.752626,0.246973
,4617.75516,0.180434
,4618.757648,0.105496
,4619.760103,0.052118
,4620.762532,0.022498
,4621.76494,0.008681
,4622.767331,0.003043
a14+CMCT-G,4598.752368,0.1354577
,4599.75511,0.244775
,4600.757712,0.247203
,4601.760247,0.180276
,4602.762736,0.105177
,4603.765192,0.051835
,4604.767622,0.022317
,4605.770031,0.008587
,4606.772423,0.003001
a14-A,4363.54752,0.1598495
,4364.550237,0.262248
,4365.552795,0.245995
,4366.555289,0.16829
,4367.557739,0.092742
,4368.560157,0.043385
,4369.562552,0.017798
,4370.564927,0.006545
,4371.567287,0.002192
a14-G,4347.552605,0.1602386
,4348.555322,0.262826
,4349.557881,0.246165
,4350.560376,0.168066
,4351.562827,0.092399
,4352.565246,0.043111
,4353.567642,0.017635
,4354.570018,0.006466
,4355.572378,0.002158
a15,4827.654535,0.1288498
,4828.657202,0.237711
,4829.659743,0.245622
,4830.662225,0.183452
,4831.664666,0.109694
,4832.667078,0.055436
,4833.669467,0.024485
,4834.671838,0.009668
,4835.674193,0.003469
a15+CMCT,5078.854298,0.1089191
,5079.856991,0.21911
,5080.859571,0.242793
,5081.86209,0.192852
,5082.864567,0.121933
,5083.867013,0.064885
,5084.869435,0.030078
,5085.871837,0.012432
,5086.874222,0.004659
a15+CMCT-A,4943.799803,0.1171659
,4944.80253,0.227106
,4945.805129,0.244243
,4946.807663,0.189
,4947.810152,0.116718
,4948.812609,0.060781
,4949.81504,0.027614
,4950.817451,0.0112
,4951.819844,0.004123
a15+CMCT-G,4927.804888,0.1174511
,4928.807615,0.227614
,4929.810215,0.24451
,4930.81275,0.188899
,4931.81524,0.116428
,4932.817698,0.060496
,4933.82013,0.027419
,4934.822541,0.011092
,4935.824935,0.004072
a15-A,4692.60004,0.1386032
,4693.602743,0.245539
,4694.605302,0.245879
,4695.607798,0.178719
,4696.610251,0.104298
,4697.612673,0.05155
,4698.615072,0.022304
,4699.617451,0.008638
,4700.619814,0.003043
a15-G,4676.605126,0.1389406
,4677.607828,0.246084
,4678.610388,0.246099
,4679.612885,0.178555
,4680.615339,0.103979
,4681.617762,0.051269
,4682.620161,0.022125
,4683.622541,0.008545
,4684.624905,0.003002
a16,5172.70197,0.1114531
,5173.704627,0.220252
,5174.707169,0.241952
,5175.709652,0.191422
,5176.712096,0.120943
,5177.714511,0.064467
,5178.716903,0.029991
,5179.719277,0.01246
,5180.721636,0.0047
a16+CMCT,5423.901733,0.0942158
,5424.904416,0.201903
,5425.906993,0.237013
,5426.909512,0.19884
,5427.91199,0.132508
,5428.914437,0.074205
,5429.91686,0.036157
,5430.919264,0.015694
,5431.921651,0.006172
,5432.924025,0.002227
a16+CMCT-A,5288.847237,0.1013533
,5289.849952,0.209766
,5290.852548,0.239344
,5291.855081,0.19585
,5292.857571,0.127608
,5293.860028,0.069995
,5294.862461,0.033453
,5295.864873,0.014259
,5296.867268,0.005511
,5297.869649,0.001956
a16+CMCT-G,5272.852323,0.1016001
,5273.855037,0.210237
,5274.857633,0.239638
,5275.860167,0.195804
,5276.862658,0.127352
,5277.865117,0.069715
,5278.86755,0.033246
,5279.869963,0.014137
,5280.872359,0.005451
,5281.87474,0.00193
a16-A,5037.647475,0.1198947
,5038.650165,0.228141
,5039.652724,0.243262
,5040.655222,0.187536
,5041.657677,0.115765
,5042.660102,0.060406
,5043.662503,0.027551
,5044.664885,0.011235
,5045.667252,0.004164
a16-G,5021.65256,0.1201865
,5022.65525,0.22865
,5023.65781,0.24352
,5024.660308,0.18743
,5025.662764,0.115476
,5026.66519,0.060124
,5027.667592,0.027358
,5028.669975,0.011129
,5029.672342,0.004114
a17,5477.743257,0.0981692
,5478.745922,0.205104
,5479.748474,0.23704
,5480.750969,0.196809
,5481.753423,0.130272
,5482.755849,0.072659
,5483.758251,0.035336
,5484.760634,0.015335
,5485.763002,0.006038
,5486.765356,0.002184
a17+CMCT,5728.943019,0.0829866
,5729.945708,0.187226
,5730.948295,0.230556
,5731.950822,0.202497
,5732.953309,0.141078
,5733.955765,0.08251
,5734.958197,0.041953
,5735.960609,0.01899
,5736.963004,0.007784
,5737.965385,0.002926
a17+CMCT-A,5593.888524,0.0892745
,5594.891243,0.194864
,5595.893847,0.233522
,5596.896389,0.200249
,5597.898888,0.136521
,5598.901354,0.078266
,5599.903795,0.039061
,5600.906215,0.017374
,5601.908617,0.007004
,5602.911005,0.002591
a17+CMCT-G,5577.893609,0.0894918
,5578.896328,0.195304
,5579.898933,0.233833
,5580.901476,0.200247
,5581.903975,0.136297
,5582.906442,0.077994
,5583.908883,0.038847
,5584.911304,0.017241
,5585.913708,0.006934
,5586.916096,0.00256
a17-A,5342.688762,0.1056008
,5343.691458,0.212886
,5344.694028,0.239122
,5345.696536,0.193663
,5346.699002,0.125356
,5347.701437,0.068498
,5348.703848,0.032683
,5349.706239,0.013931
,5350.708615,0.005393
,5351.710976,0.00192
a17-G,5326.693847,0.1058579
,5327.696543,0.213363
,5328.699114,0.239405
,5329.701623,0.193605
,5330.704089,0.125096
,5331.706525,0.068219
,5332.708937,0.032479
,5333.711329,0.013813
,5334.713705,0.005334
,5335.716067,0.001894
a18,5806.795777,0.0851227
,5807.798433,0.188991
,5808.800986,0.230548
,5809.803482,0.201329
,5810.805939,0.13982
,5811.808368,0.081672
,5812.810773,0.041539
,5813.81316,0.018831
,5814.815531,0.007738
,5815.817889,0.002919
a18+CMCT,6057.995539,0.0719552
,6058.998219,0.171759
,6060.000803,0.222621
,6061.003331,0.205179
,6062.005819,0.149684
,6063.008277,0.091524
,6064.010711,0.048592
,6065.013125,0.022943
,6066.015523,0.009801
,6067.017906,0.003837
a18+CMCT-A,5922.941044,0.0774085
,5923.943752,0.179099
,5924.946353,0.226174
,5925.948895,0.203715
,5926.951394,0.145546
,5927.953862,0.087295
,5928.956305,0.045519
,5929.958727,0.021131
,5930.961132,0.008883
,5931.963522,0.003425
a18+CMCT-G,5906.94613,0.0775969
,5907.948837,0.179505
,5908.951439,0.226497
,5909.953981,0.203756
,5910.956481,0.145358
,5911.95895,0.087033
,5912.961393,0.045299
,5913.963816,0.020986
,5914.966222,0.008803
,5915.968613,0.003387
a18-A,5671.741282,0.0915728
,5672.743967,0.196596
,5673.746537,0.233383
,5674.749047,0.199
,5675.751515,0.13526
,5676.753953,0.07746
,5677.756367,0.038677
,5678.758761,0.017233
,5679.76114,0.006966
,5680.763505,0.002587
a18-G,5655.746367,0.0917957
,5656.749052,0.197039
,5657.751622,0.233687
,5658.754133,0.198991
,5659.756602,0.135033
,5660.759041,0.077189
,5661.761455,0.038465
,5662.76385,0.017101
,5663.76623,0.006898
,5664.768595,0.002556
a19,6151.843212,0.0736284
,6152.84586,0.17314
,6153.848412,0.222529
,6154.85091,0.204146
,6155.853369,0.148638
,6156.8558,0.090889
,6157.858208,0.048335
,6158.860597,0.02289
,6159.862971,0.009818
,6160.865332,0.003864
a19+CMCT,6403.042974,0.0622455
,6404.045646,0.156755
,6405.048228,0.213482
,6406.050755,0.206238
,6407.053244,0.157436
,6408.055703,0.100597
,6409.058138,0.055756
,6410.060554,0.02746
,6411.062953,0.012227
,6412.065338,0.004987
,6413.067711,0.001882
a19+CMCT-A,6267.988479,0.0669572
,6268.991177,0.16371
,6269.993775,0.217477
,6270.996316,0.20551
,6271.998816,0.15376
,6273.001284,0.096441
,6274.003728,0.052532
,6275.006152,0.025451
,6276.008558,0.011158
,6277.01095,0.004484
,6278.01333,0.001668
a19+CMCT-G,6251.993564,0.0671202
,6252.996262,0.164083
,6253.998861,0.217806
,6255.001402,0.20559
,6256.003903,0.153609
,6257.006372,0.096195
,6258.008816,0.052308
,6259.01124,0.025296
,6260.013648,0.011068
,6261.01604,0.004439
,6262.01842,0.001648
a19-A,6016.788716,0.0792115
,6017.791393,0.180459
,6018.793961,0.225981
,6019.796472,0.202622
,6020.798942,0.144507
,6021.801382,0.086694
,6022.803798,0.045292
,6023.806195,0.021093
,6024.808576,0.008905
,6025.810943,0.003452
a19-G,6000.793802,0.0794043
,6001.796478,0.180868
,6002.799047,0.226299
,6003.801558,0.202658
,6004.804028,0.144317
,6005.806469,0.086434
,6006.808886,0.045073
,6007.811284,0.020949
,6008.813665,0.008826
,6009.816033,0.003414
a20,6496.890646,0.0636942
,6497.893289,0.158143
,6498.89584,0.213597
,6499.898338,0.205368
,6500.9008,0.156418
,6501.903232,0.099911
,6502.905643,0.055441
,6503.908035,0.027371
,6504.910411,0.01223
,6505.912775,0.00501
,6506.915127,0.001901
a20+CMCT,6748.090409,0.0538387
,6749.093073,0.142654
,6750.095653,0.203658
,6751.09818,0.20578
,6752.100669,0.164033
,6753.103129,0.109313
,6754.105566,0.063127
,6755.107983,0.032367
,6756.110384,0.014995
,6757.112771,0.006359
,6758.115146,0.002494
a20+CMCT-A,6613.035914,0.0579212
,6614.038602,0.149223
,6615.041198,0.20802
,6616.043738,0.205773
,6617.046238,0.160882
,6618.048708,0.105308
,6619.051153,0.059801
,6620.053578,0.03018
,6621.055986,0.013772
,6622.05838,0.005758
,6623.060761,0.002227
a20+CMCT-G,6597.040999,0.0580622
,6598.043688,0.149564
,6599.046284,0.20835
,6600.048824,0.205887
,6601.051325,0.160768
,6602.053795,0.10508
,6603.056241,0.059577
,6604.058666,0.030015
,6605.061075,0.013672
,6606.063469,0.005705
,6607.065851,0.002203
a20-A,6361.836151,0.0685161
,6362.838819,0.16509
,6363.841386,0.217497
,6364.843897,0.204571
,6365.846369,0.152735
,6366.848811,0.095781
,6367.85123,0.052244
,6368.853629,0.025378
,6369.856013,0.011167
,6370.858383,0.004508
,6371.860741,0.001687
a20-G,6345.841237,0.0686829
,6346.843904,0.165466
,6347.846472,0.217823
,6348.848984,0.204646
,6349.851456,0.152582
,6350.853898,0.095536
,6351.856317,0.052021
,6352.858718,0.025224
,6353.861102,0.011078
,6354.863472,0.004463
,6355.865831,0.001666
a21,6825.943167,0.0552249
,6826.945803,0.144346
,6827.948354,0.204267
,6828.950853,0.205191
,6829.953317,0.162955
,6830.955752,0.108367
,6831.958166,0.06253
,6832.960561,0.03207
,6833.96294,0.014875
,6834.965307,0.006321
,6835.967662,0.002486
a21+CMCT,7077.142929,0.046687
,7078.145586,0.129817
,7079.148164,0.193747
,7080.150691,0.204163
,7081.153182,0.169429
,7082.155643,0.117389
,7083.158082,0.070405
,7084.160502,0.037458
,7085.162905,0.017993
,7086.165295,0.007908
,7087.167672,0.003212
a21+CMCT-A,6942.088434,0.0502214
,6943.091114,0.135961
,6944.093708,0.198324
,6945.096248,0.20475
,6946.098748,0.166764
,6947.101219,0.113553
,6948.103666,0.067004
,6949.106093,0.035104
,6950.108503,0.016618
,6951.110899,0.007202
,6952.113283,0.002887
a21+CMCT-G,6926.093519,0.0503436
,6927.096199,0.136273
,6928.098793,0.198652
,6929.101334,0.204893
,6930.103835,0.166684
,6931.106306,0.113345
,6932.108754,0.066782
,6933.111181,0.034932
,6934.113592,0.016508
,6935.115989,0.007141
,6936.118373,0.002857
a21-A,6690.888671,0.05941
,6691.891331,0.150927
,6692.893898,0.208537
,6693.89641,0.205088
,6694.898884,0.159764
,6695.901328,0.104368
,6696.90375,0.059228
,6697.906152,0.029904
,6698.908539,0.013665
,6699.910912,0.005725
,6700.913273,0.002221
a21-G,6674.893757,0.0595546
,6675.896417,0.151272
,6676.898984,0.208865
,6677.901496,0.205197
,6678.90397,0.159646
,6679.906415,0.10414
,6680.908837,0.059005
,6681.91124,0.02974
,6682.913627,0.013565
,6683.916001,0.005672
,6684.918362,0.002196
a22,7131.968469,0.0487106
,7132.971119,0.132663
,7133.973685,0.195207
,7134.976198,0.203637
,7135.978674,0.167794
,7136.981122,0.115696
,7137.983547,0.069182
,7138.985954,0.036754
,7139.988344,0.017652
,7140.990721,0.007765
,7141.993087,0.00316
a22+CMCT,7383.168231,0.0411756
,7384.170901,0.11901
,7385.173492,0.184339
,7386.176031,0.201396
,7387.178533,0.173157
,7388.181006,0.124227
,7389.183456,0.077114
,7390.185885,0.042449
,7391.188299,0.02109
,7392.190698,0.009584
,7393.193084,0.004025
a22+CMCT-A,7248.113736,0.0442923
,7249.116429,0.12477
,7250.119035,0.189036
,7251.121587,0.20248
,7252.124099,0.170961
,7253.126581,0.120605
,7254.129038,0.073693
,7255.131475,0.039965
,7256.133895,0.019576
,7257.136301,0.008776
,7258.138693,0.003638
