ion,mass,Intensities
a09-A,2699.375681,0.3178534
,2700.378393,0.3274625
,2701.380877,0.2056491
,2702.383315,0.096009
,2703.385707,0.0366445
,2704.388072,0.011983
,2705.390415,0.0034606
a09+NMIA-A,2832.428445,0.2894528
,2833.431191,0.3248407
,2834.433726,0.2163983
,2835.436202,0.1064774
,2836.43863,0.0425895
,2837.441028,0.0145458
,2838.443402,0.0043755
a10,3139.471463,0.2602585
,3140.474128,0.316651
,3141.476618,0.2264167
,3142.479054,0.1192268
,3143.481448,0.0509225
,3144.483816,0.0185454
,3145.486162,0.0059425
a10+NMIA,3272.524227,0.2370041
,3273.526925,0.3101686
,3274.529457,0.2340995
,3275.531928,0.1292893
,3276.534356,0.0576441
,3277.536753,0.0218465
,3278.539128,0.0072671
,3279.541485,0.0021682
a10-G,2988.422053,0.2806536
,2989.424773,0.3207742
,2990.427283,0.2192638
,2991.429739,0.1109246
,2992.432148,0.0456966
,2993.434529,0.0160923
,2994.436888,0.0049958
a10+NMIA-G,3121.474817,0.2555768
,3122.477567,0.3156326
,3123.480122,0.2280392
,3124.482613,0.1211564
,3125.485057,0.0521528
,3126.487469,0.0191289
,3127.489856,0.0061697
a10-A,3004.416968,0.2799721
,3005.419688,0.3201022
,3006.422196,0.2194293
,3007.42465,0.1113968
,3008.427058,0.0460777
,3009.429438,0.0162982
,3010.431796,0.0050836
a10+NMIA-A,3137.469732,0.2549562
,3138.472483,0.3149635
,3139.475035,0.2281299
,3140.477525,0.1215966
,3141.479967,0.0525401
,3142.482377,0.0193508
,3143.484763,0.006269
a11,3444.51275,0.2292412
,3445.515426,0.3048413
,3446.517935,0.2356181
,3447.520387,0.1336323
,3448.522797,0.0613112
,3449.525179,0.0239455
,3450.527539,0.0082179
,3451.529881,0.0025319
a11+NMIA,3577.565513,0.2087582
,3578.568219,0.2968147
,3579.570767,0.241325
,3580.573252,0.1431084
,3581.575693,0.0683572
,3582.578103,0.0277131
,3583.580489,0.0098505
,3584.582857,0.0031377
a11-G,3293.46334,0.2472056
,3294.466067,0.310505
,3295.468596,0.230092
,3296.471067,0.1257128
,3297.473492,0.0557632
,3298.475887,0.0211056
,3299.478258,0.0070323
,3300.480612,0.0021065
a11+NMIA-G,3426.516104,0.2251175
,3427.518858,0.3034778
,3428.521428,0.2368623
,3429.523932,0.135468
,3430.526388,0.0626137
,3431.528812,0.0246187
,3432.53121,0.0085014
,3433.533589,0.0026344
a11-A,3309.458254,0.2466053
,3310.460982,0.3098451
,3311.46351,0.2301586
,3312.465979,0.1261322
,3313.468402,0.0561477
,3314.470796,0.0213335
,3315.473167,0.0071377
,3316.475519,0.0021474
a11+NMIA-A,3442.511018,0.2245708
,3443.513773,0.3028266
,3444.516341,0.2368645
,3445.518844,0.1358518
,3446.521298,0.0629991
,3447.523721,0.0248607
,3448.526118,0.0086186
,3449.528496,0.0026818
a12,3750.538052,0.2021899
,3751.540752,0.2910523
,3752.543287,0.2417458
,3753.545761,0.1469546
,3754.548191,0.0721337
,3755.550592,0.0301044
,3756.552969,0.0110304
,3757.555328,0.0036259
a12+NMIA,3883.590816,0.1841239
,3884.593542,0.2819908
,3885.596112,0.2456065
,3886.598616,0.1556741
,3887.601075,0.0793579
,3888.603502,0.0343005
,3889.605904,0.0129885
,3890.608287,0.0044051
a12-G,3599.488642,0.2180344
,3600.49139,0.2977861
,3601.493945,0.2377672
,3602.496437,0.1395755
,3603.498882,0.0663803
,3604.501295,0.0269013
,3605.503684,0.009588
,3606.506053,0.0030699
a12+NMIA-G,3732.541406,0.1985527
,3733.544178,0.2894507
,3734.54677,0.2426315
,3735.549292,0.1486605
,3736.551766,0.073481
,3737.554206,0.0308615
,3738.55662,0.0113741
,3739.559013,0.0037594
a12-A,3615.483557,0.2175049
,3616.486305,0.297146
,3617.488859,0.2377505
,3618.491349,0.139938
,3619.493793,0.0667601
,3620.496205,0.0271476
,3621.498592,0.0097111
,3622.500961,0.0031213
a12+NMIA-A,3748.536321,0.1980706
,3749.539093,0.2888235
,3750.541683,0.2425599
,3751.544204,0.1489857
,3752.546677,0.0738569
,3753.549116,0.0311195
,3754.551528,0.011509
,3755.553921,0.0038179
a13,4056.563354,0.1783307
,4057.566075,0.2762728
,4058.568633,0.2452931
,4059.571127,0.1589843
,4060.573576,0.0830578
,4061.575993,0.036849
,4062.578387,0.0143402
,4063.580761,0.0050034
a13+NMIA,4189.616118,0.1623966
,4190.618862,0.2665323
,4191.621451,0.247472
,4192.623974,0.166842
,4193.626449,0.0903289
,4194.628892,0.0414224
,4195.631309,0.0166286
,4196.633705,0.0059754
,4197.636085,0.0019531
a13-G,3905.513944,0.1923055
,3906.516711,0.2837452
,3907.519288,0.2427419
,3908.5218,0.1522486
,3909.524262,0.077207
,3910.526692,0.0333191
,3911.529097,0.0126334
,3912.531482,0.0043001
a13+NMIA-G,4038.566708,0.1751227
,4039.569496,0.2745082
,4040.572107,0.245849
,4041.574646,0.1605374
,4042.577136,0.0844249
,4043.579592,0.0376813
,4044.58202,0.0147458
,4045.584427,0.0051717
a13-A,3921.508859,0.1918385
,3922.511626,0.2831294
,3923.514202,0.242655
,3924.516712,0.1525534
,3925.519174,0.0775755
,3926.521603,0.0335799
,3927.524006,0.0127738
,3928.52639,0.0043628
a13+NMIA-A,4054.561623,0.1746975
,4055.564411,0.2739083
,4056.56702,0.2457158
,4057.569559,0.1608044
,4058.572048,0.0847854
,4059.574502,0.0379513
,4060.576929,0.0148975
,4061.579335,0.005242
a14,4361.604641,0.1570774
,4362.607367,0.2611132
,4363.609938,0.2467618
,4364.612444,0.1696821
,4365.614904,0.0938371
,4366.617333,0.0440006
,4367.619737,0.0180767
,4368.622121,0.0066522
,4369.624489,0.002228
a14+NMIA,4494.657405,0.1430424
,4495.660152,0.2509461
,4496.662752,0.2474266
,4497.665284,0.1766215
,4498.66777,0.1010453
,4499.670222,0.0488952
,4500.672649,0.0206903
,4501.675054,0.0078306
,4502.677443,0.0026939
a14-G,4210.555231,0.1693868
,4211.558,0.2690873
,4212.56059,0.2455082
,4213.563113,0.1636504
,4214.565587,0.0879811
,4215.568028,0.0401857
,4216.570442,0.0161063
,4217.572837,0.0057894
,4218.575214,0.0018958
a14+NMIA-G,4343.607995,0.1542518
,4344.610783,0.2592393
,4345.613404,0.2470184
,4346.615954,0.1710689
,4347.618453,0.0952026
,4348.620918,0.0448983
,4349.623355,0.0185438
,4350.625771,0.0068581
,4351.628169,0.0023077
a14-A,4226.550146,0.1689754
,4227.552915,0.2684984
,4228.555504,0.245362
,4229.558026,0.1638985
,4230.560499,0.0883334
,4231.562938,0.0404574
,4232.565352,0.016263
,4233.567745,0.0058639
,4234.570122,0.0019265
a14+NMIA-A,4359.60291,0.1538772
,4360.605698,0.2586686
,4361.608318,0.2468338
,4362.610866,0.1712794
,4363.613365,0.0955433
,4364.615828,0.0451764
,4365.618265,0.0187112
,4366.620679,0.0069406
,4367.623076,0.0023428
a15,4706.652076,0.1358705
,4707.654787,0.2437021
,4708.657357,0.2461471
,4709.659863,0.1801553
,4710.662326,0.1057422
,4711.664757,0.0525207
,4712.667163,0.0228206
,4713.66955,0.0088714
,4714.671921,0.0031357
a15+NMIA,4839.70484,0.1237303
,4840.707572,0.2333135
,4841.710169,0.2452956
,4842.7127,0.1860099
,4843.715186,0.1127566
,4844.71764,0.0577068
,4845.720067,0.02579
,4846.722475,0.0102972
,4847.724865,0.0037339
a15-G,4555.602666,0.146518
,4556.605416,0.2519978
,4557.608005,0.2462069
,4558.610528,0.1749732
,4559.613003,0.0999848
,4560.615446,0.0484381
,4561.617863,0.020558
,4562.620259,0.0078152
,4563.622639,0.0027039
a15+NMIA-G,4688.65543,0.1334264
,4689.658199,0.2417603
,4690.660816,0.2461016
,4691.663364,0.1813424
,4692.665864,0.1070818
,4693.668329,0.0534791
,4694.670767,0.0233556
,4695.673184,0.0091227
,4696.675583,0.0032391
a15-A,4571.597581,0.1461622
,4572.600331,0.2514417
,4573.602919,0.2460056
,4574.605441,0.1751591
,4575.607915,0.1003137
,4576.610357,0.0487175
,4577.612773,0.0207316
,4578.615168,0.0079034
,4579.617547,0.0027424
a15+NMIA-A,4704.650344,0.1331024
,4705.653114,0.2412241
,4706.65573,0.2458698
,4707.658277,0.1814918
,4708.660776,0.1073957
,4709.66324,0.0537621
,4710.665677,0.023539
,4711.668093,0.0092192
,4712.670492,0.0032826
a16,5051.69951,0.1175268
,5052.702209,0.2262329
,5053.704778,0.2432271
,5054.707285,0.1887675
,5055.709749,0.117181
,5056.712182,0.0614408
,5057.714591,0.0281417
,5058.716981,0.0115191
,5059.719354,0.0042832
a16+NMIA,5184.752274,0.1070256
,5185.754993,0.2158679
,5186.757587,0.2410755
,5187.760118,0.1935108
,5188.762605,0.123875
,5189.765059,0.0668332
,5190.767489,0.0314458
,5191.769897,0.0132045
,5192.772289,0.0050312
,5193.774667,0.0017613
a16-G,4900.650101,0.1267367
,4901.652834,0.234618
,4902.655423,0.2444273
,4903.657945,0.1844726
,4904.660422,0.111631
,4905.662866,0.0571569
,4906.665285,0.0255997
,4907.667684,0.0102576
,4908.670066,0.003737
a16+NMIA-G,5033.702864,0.1154126
,5034.705617,0.2242757
,5035.708231,0.2429198
,5036.710778,0.1897469
,5037.713277,0.1184696
,5038.715743,0.0624446
,5039.718183,0.0287415
,5040.720601,0.0118186
,5041.723002,0.0044136
a16-A,4916.645015,0.1264289
,4917.647749,0.2340966
,4918.650337,0.2441831
,4919.652858,0.184599
,4920.655334,0.1119316
,4921.657778,0.0574391
,4922.660196,0.0257883
,4923.662594,0.0103597
,4924.664975,0.0037844
a16+NMIA-A,5049.697779,0.1151323
,5050.700532,0.223775
,5051.703145,0.2426521
,5052.705691,0.1898388
,5053.70819,0.1187525
,5054.710655,0.0627273
,5055.713093,0.0289385
,5056.715511,0.011929
,5057.717911,0.0044663
a17,5396.746945,0.1016596
,5397.749633,0.2090386
,5398.752201,0.2383619
,5399.754708,0.1955123
,5400.757174,0.1279608
,5401.75961,0.0706138
,5402.762021,0.0339946
,5403.764413,0.0146097
,5404.766789,0.0056986
,5405.769151,0.0020427
a17+NMIA,5529.799709,0.0925761
,5530.802416,0.1988803
,5531.805007,0.23512
,5532.807538,0.1991502
,5533.810025,0.1342267
,5534.812481,0.0761242
,5535.814912,0.0376032
,5536.817322,0.0165607
,5537.819716,0.0066125
,5538.822096,0.0024242
a17-G,5245.697535,0.1096261
,5246.700255,0.2173378
,5247.702842,0.2405308
,5248.705364,0.1921133
,5249.707843,0.122713
,5250.710289,0.0661986
,5251.71271,0.031194
,5252.715111,0.0131356
,5253.717495,0.0050245
,5254.719865,0.0017675
a17+NMIA-G,5378.750299,0.0998308
,5379.753037,0.2071055
,5380.755648,0.2378328
,5381.758193,0.1962827
,5382.760693,0.1291766
,5383.76316,0.0716464
,5384.765601,0.0346542
,5385.768021,0.0149589
,5386.770423,0.0058592
,5387.77281,0.0021086
a17-A,5261.69245,0.1093599
,5262.69517,0.2168518
,5263.697756,0.2402544
,5264.700278,0.1921843
,5265.702755,0.1229816
,5266.7052,0.0664787
,5267.707621,0.0313952
,5268.710021,0.0132514
,5269.712405,0.0050813
,5270.714774,0.0017921
a17+NMIA-A,5394.745214,0.0995884
,5395.747952,0.2066406
,5396.750562,0.2375389
,5397.753107,0.1963215
,5398.755606,0.1294256
,5399.758072,0.0719243
,5400.760512,0.0348623
,5401.762931,0.0150827
,5402.765332,0.0059217
,5403.767719,0.0021364
a18,5702.772248,0.0896633
,5703.77495,0.1942088
,5704.777535,0.2324283
,5705.780058,0.1997248
,5706.782538,0.1367699
,5707.784987,0.0788968
,5708.787412,0.0396762
,5709.789816,0.017802
,5710.792204,0.0072462
,5711.794578,0.0027095
a18+NMIA,5835.825011,0.0816518
,5836.827732,0.1843701
,5837.830338,0.2284104
,5838.832883,0.2024077
,5839.835384,0.1425665
,5840.837852,0.0844261
,5841.840295,0.0435189
,5842.842717,0.01999
,5843.845122,0.0083216
,5844.847512,0.0031796
a18-G,5551.722838,0.0966898
,5552.725572,0.2022995
,5553.728175,0.2352984
,5554.730712,0.1971111
,5555.733205,0.1318703
,5556.735664,0.0744345
,5557.738098,0.036672
,5558.740511,0.0161358
,5559.742907,0.0064462
,5560.745289,0.0023673
a18+NMIA-G,5684.775602,0.0880504
,5685.778352,0.1923268
,5686.780978,0.2317392
,5687.783537,0.2003126
,5688.78605,0.1379029
,5689.788529,0.0799388
,5690.790982,0.0403826
,5691.793413,0.018196
,5692.795826,0.0074364
,5693.798224,0.0027913
a18-A,5567.717752,0.096455
,5568.720487,0.2018451
,5569.723089,0.2350024
,5570.725626,0.1971371
,5571.728117,0.1321078
,5572.730576,0.0747083
,5573.733009,0.0368818
,5574.735422,0.0162633
,5575.737817,0.0065119
,5576.740198,0.0023971
a18+NMIA-A,5700.770516,0.0878366
,5701.773267,0.1918933
,5702.775892,0.2314304
,5703.77845,0.200309
,5704.780963,0.1381197
,5705.783441,0.0802082
,5706.785893,0.0405979
,5707.788323,0.0183312
,5708.790736,0.0075081
,5709.793133,0.0028247
a19,6047.819682,0.077558
,6048.822375,0.1781732
,6049.824958,0.2248439
,6050.827481,0.2030909
,6051.829962,0.1458748
,6052.832413,0.0881236
,6053.83484,0.0463522
,6054.837246,0.0217313
,6055.839636,0.0092353
,6056.842012,0.003603
a19+NMIA,6180.872446,0.070628
,6181.875156,0.1687529
,6182.877759,0.2200958
,6183.880303,0.2047495
,6184.882804,0.1510957
,6185.885273,0.0936072
,6186.887718,0.0504206
,6187.890141,0.0241788
,6188.892548,0.0105
,6189.89494,0.0041824
a19-G,5896.770272,0.0836358
,5897.772994,0.1859697
,5898.775595,0.2283816
,5899.778132,0.201326
,5900.780625,0.141412
,5901.783086,0.0836636
,5902.785522,0.0431475
,5903.787937,0.0198527
,5904.790335,0.0082865
,5905.792718,0.0031773
a19+NMIA-G,6029.823036,0.0761628
,6030.825774,0.1763621
,6031.828396,0.2240029
,6032.830954,0.2034815
,6033.833467,0.1469044
,6034.835946,0.0891634
,6035.8384,0.0471045
,6036.840832,0.0221748
,6037.843247,0.0094604
,6038.845646,0.0037045
a19-A,5912.765187,0.0834327
,5913.767909,0.18555
,5914.770509,0.2280694
,5915.773045,0.2013056
,5916.775538,0.1416138
,5917.777998,0.0839273
,5918.780433,0.0433647
,5919.782848,0.0199926
,5920.785245,0.0083625
,5921.787628,0.0032134
a19+NMIA-A,6045.817951,0.0759778
,6046.820689,0.1759628
,6047.82331,0.2236824
,6048.825867,0.2034345
,6049.82838,0.1470847
,6050.830859,0.0894202
,6051.833312,0.0473254
,6052.835743,0.0223218
,6053.838157,0.0095425
,6054.840556,0.0037446
a20,6376.872202,0.0672502
,6377.874886,0.1632985
,6378.877467,0.2165534
,6379.879991,0.2048877
,6380.882474,0.1538047
,6381.884927,0.0969432
,6382.887356,0.0531325
,6383.889765,0.0259286
,6384.892158,0.0114595
,6385.894537,0.004646
,6386.896904,0.0017451
a20+NMIA,6509.924966,0.0612413
,6510.927666,0.1543434
,6511.930267,0.2112449
,6512.93281,0.2056096
,6513.935312,0.1584199
,6514.937783,0.1023106
,6515.940229,0.0573765
,6516.942655,0.028618
,6517.945064,0.0129154
,6518.947458,0.0053426
,6519.94984,0.0020462
a20-G,6225.822793,0.0725203
,6226.825503,0.1707489
,6227.828102,0.2206129
,6228.830639,0.2039062
,6229.833134,0.1498106
,6230.835597,0.0925453
,6231.838035,0.0497666
,6232.840452,0.0238499
,6233.842853,0.0103592
,6234.845239,0.0041301
a20+NMIA-G,6358.875556,0.0660405
,6359.878283,0.1615697
,6360.880901,0.215594
,6361.883458,0.2050968
,6362.885972,0.1547238
,6363.888453,0.0979668
,6364.890908,0.0539215
,6365.893343,0.0264186
,6366.895759,0.0117202
,6367.89816,0.0047687
,6368.900549,0.0017974
a20-A,6241.817707,0.0723442
,6242.820418,0.1703618
,6243.823016,0.220291
,6244.825553,0.2038453
,6245.828047,0.1499771
,6246.830509,0.0927959
,6247.832947,0.0499884
,6248.835363,0.0240008
,6249.837763,0.0104452
,6250.840149,0.0041729
a20+NMIA-A,6374.870471,0.0658801
,6375.873198,0.1612025
,6376.875816,0.2152675
,6377.878372,0.2050123
,6378.880885,0.1548685
,6379.883366,0.0982086
,6380.88582,0.0541453
,6381.888254,0.026576
,6382.89067,0.0118124
,6383.89307,0.0048158
,6384.895458,0.0018189
a21,6705.924723,0.0583124
,6706.927397,0.1492305
,6707.929977,0.2074947
,6708.932502,0.2052258
,6709.934987,0.1607127
,6710.937442,0.1055065
,6711.939873,0.0601541
,6712.942285,0.0305063
,6713.944681,0.0139997
,6714.947062,0.0058893
,6715.949432,0.0022939
a21+NMIA,6838.977486,0.0531021
,6839.980177,0.1407834
,6840.982776,0.2017694
,6841.985319,0.2050817
,6842.987822,0.1646875
,6843.990294,0.1106871
,6844.992742,0.0645249
,6845.99517,0.0334222
,6846.997581,0.0156516
,6847.999977,0.0067138
,6849.002361,0.0026648
a21-G,6554.875313,0.0628821
,6555.878013,0.156289
,6556.88061,0.2119532
,6557.883147,0.2049753
,6558.885643,0.1572225
,6559.888108,0.1012302
,6560.890548,0.056665
,6561.892968,0.0282376
,6562.895371,0.0127425
,6563.89776,0.0052742
,6564.900136,0.0020224
a21+NMIA-G,6687.928077,0.0572635
,6688.930792,0.1475941
,6689.933408,0.2064452
,6690.935964,0.2052658
,6691.938479,0.1615135
,6692.940961,0.1065003
,6693.943418,0.0609707
,6694.945854,0.0310403
,6695.948272,0.014297
,6696.950676,0.0060354
,6697.953066,0.0023587
a21-A,6570.870227,0.0627294
,6571.872928,0.1559334
,6572.875524,0.211627
,6573.878061,0.2048789
,6574.880557,0.1573536
,6575.883021,0.1014648
,6576.885461,0.0568885
,6577.88788,0.0283983
,6578.890282,0.0128385
,6579.89267,0.0053242
,6580.895046,0.0020457
a21+NMIA-A,6703.922991,0.0571244
,6704.925707,0.1472575
,6705.928322,0.2061176
,6706.930878,0.2051487
,6707.933392,0.161623
,6708.935874,0.1067243
,6709.93833,0.0611946
,6710.940765,0.0312066
,6711.943183,0.0143992
,6712.945586,0.0060899
,6713.947976,0.0023846
a22,7050.972157,0.0504397
,7051.974825,0.1357064
,7052.977403,0.1975606
,7053.979927,0.2040868
,7054.982413,0.1666365
,7055.98487,0.1139111
,7056.987303,0.0675567
,7057.989717,0.0356076
,7058.992114,0.0169713
,7059.994498,0.0074104
,7060.99687,0.0029945
a22+NMIA,7184.024921,0.0459329
,7185.027604,0.1278079
,7186.0302,0.1915479
,7187.032742,0.2031384
,7188.035246,0.1699304
,7189.037719,0.1188285
,7190.040168,0.0720014
,7191.042597,0.0387339
,7192.04501,0.0188265
,7193.047408,0.0083769
,7194.049793,0.0034473
a22-G,6899.922747,0.0543924
,6900.925439,0.142331
,6901.928033,0.2023074
,6902.930571,0.2045219
,6903.933067,0.1636895
,6904.935533,0.1098206
,6905.937975,0.0639858
,6906.940397,0.0331595
,6907.942802,0.0155498
,6908.945192,0.0066843
,6909.94757,0.0026605
a22+NMIA-G,7032.975511,0.0495324
,7033.978218,0.1341718
,7034.98083,0.1964466
,7035.983385,0.2039685
,7036.9859,0.1673101
,7037.988382,0.1148601
,7038.99084,0.0683913
,7039.993277,0.036183
,7040.995697,0.017307
,7041.998102,0.0075827
,7043.000494,0.0030741
a22-A,6915.917662,0.0542603
,6916.920354,0.142006
,6917.922948,0.2019819
,6918.925485,0.2043943
,6919.927981,0.1637849
,6920.930446,0.1100359
,6921.932887,0.0642081
,6922.935308,0.0333286
,6923.937713,0.015656
,6924.940103,0.006742
,6925.94248,0.0026884
a22+NMIA-A,7048.970426,0.0494121
,7049.973133,0.1338649
,7050.975745,0.1961223
,7051.978299,0.2038233
,7052.980813,0.1673845
,7053.983295,0.1150634
,7054.985753,0.0686122
,7055.988189,0.0363568
,7056.990608,0.017419
,7057.993013,0.0076451
,7058.995404,0.003105
a23,7356.99746,0.0444876
,7358.00014,0.1245735
,7359.002731,0.1883551
,7360.005268,0.2018327
,7361.007766,0.1707861
,7362.010234,0.1209083
,7363.012678,0.0742217
,7364.015103,0.0404749
,7365.01751,0.0199517
,7366.019904,0.0090074
,7367.022285,0.0037624
a23+NMIA,7490.050223,0.0405126
,7491.052918,0.117171
,7492.055526,0.1822005
,7493.05808,0.2002539
,7494.060595,0.1734688
,7495.063079,0.1255339
,7496.065538,0.0786785
,7497.067978,0.0437629
,7498.0704,0.0219856
,7499.072807,0.0101085
,7500.075202,0.0042974
,7501.077585,0.0017032
a23-G,7205.94805,0.0479739
,7206.950753,0.1307989
,7207.953361,0.1932593
,7208.95591,0.2028107
,7209.958419,0.168333
,7210.960896,0.1170333
,7211.963349,0.0706211
,7212.965781,0.0378861
,7213.968196,0.0183845
,7214.970596,0.008175
,7215.972983,0.003365
a23+NMIA-G,7339.000814,0.0436874
,7340.003531,0.1231322
,7341.006155,0.1872066
,7342.008722,0.2015893
,7343.011248,0.1713444
,7344.013741,0.121806
,7345.016209,0.0750622
,7346.018656,0.0410826
,7347.021085,0.0203214
,7348.0235,0.0092045
,7349.0259,0.0038569
a23-A,7221.942964,0.0478574
,7222.945668,0.1304995
,7223.948275,0.1929382
,7224.950824,0.2026602
,7225.953332,0.1683979
,7226.955809,0.1172293
,7227.958261,0.0708395
,7228.960693,0.0380611
,7229.963107,0.0184991
,7230.965507,0.0082399
,7231.967894,0.0033977
a23+NMIA-A,7354.995728,0.0435813
,7355.998446,0.1228499
,7357.00107,0.1868885
,7358.003636,0.2014237
,7359.006161,0.1713892
,7360.008654,0.121989
,7361.011121,0.0752779
,7362.013568,0.0412613
,7363.015997,0.0204417
,7364.01841,0.0092742
