ion,mass,Intensities
,3892.987794,0.0034689
a36,3999.996008,0.10608
,4000.998848,0.2214355
,4002.001421,0.2478499
,4003.003822,0.1957466
,4004.006113,0.1215852
,4005.008336,0.0629153
,4006.01052,0.0281009
,4007.012683,0.0110962
,4008.01484,0.003941
a37,4186.07532,0.0931381
,4187.078172,0.2064091
,4188.080782,0.2435393
,4189.083228,0.2018079
,4190.085566,0.1310866
,4191.087833,0.0707651
,4192.090057,0.0329134
,4193.092257,0.0135142
,4194.094445,0.0049852
,4195.09663,0.0016741
a38,4349.138649,0.0836787
,4350.141515,0.1941094
,4351.144155,0.2387525
,4352.146638,0.205669
,4353.149015,0.1386053
,4354.15132,0.0775182
,4355.15358,0.0373122
,4356.155811,0.0158418
,4357.158028,0.0060388
,4358.160239,0.0020945
a39,4464.165592,0.0792105
,4465.168459,0.1876234
,4466.171107,0.2355661
,4467.173601,0.2070877
,4468.175991,0.1424062
,4469.178309,0.0812642
,4470.180581,0.0399123
,4471.182825,0.0172925
,4472.185052,0.0067275
,4473.187271,0.0023818
a40,4592.22417,0.0740567
,4593.227032,0.1801174
,4594.229684,0.2318065
,4595.232188,0.2086375
,4596.234589,0.1467647
,4597.23692,0.0856206
,4598.239203,0.0429712
,4599.241457,0.0190186
,4600.243693,0.0075565
,4601.24592,0.0027317
a41,4748.325281,0.0681278
,4749.328124,0.1712687
,4750.330771,0.2271403
,4751.333277,0.2102199
,4752.335683,0.151819
,4753.33802,0.09082
,4754.340309,0.0466952
,4755.342567,0.0211563
,4756.344807,0.0085997
,4757.347036,0.0031789
a42,4847.393694,0.0640761
,4848.396542,0.1648997
,4849.3992,0.2234528
,4850.401722,0.21102
,4851.404144,0.1553436
,4852.406497,0.0946521
,4853.408802,0.0495383
,4854.411075,0.0228361
,4855.413328,0.0094409
,4856.415569,0.0035483
a43,4962.420638,0.0606546
,4963.423487,0.1590648
,4964.426151,0.2195971
,4965.428681,0.2112411
,4966.431114,0.1583867
,4967.433478,0.0982902
,4968.435794,0.052394
,4969.438077,0.0246006
,4970.440339,0.01036
,4971.442588,0.0039667
a44,5033.457751,0.0583245
,5034.4606,0.15513
,5035.463267,0.2170171
,5036.465803,0.2114012
,5037.468243,0.1604346
,5038.470614,0.1007347
,5039.472937,0.0543146
,5040.475227,0.0257901
,5041.477494,0.0109815
,5042.479749,0.0042508
a45,5120.48978,0.0559476
,5121.492627,0.1509169
,5122.495298,0.2140414
,5123.497839,0.2113313
,5124.500285,0.1625288
,5125.502663,0.1034041
,5126.504992,0.0564901
,5127.507288,0.0271764
,5128.509562,0.0117242
,5129.511821,0.0045981
,5130.514073,0.001657
a46,5221.537458,0.0530768
,5222.540308,0.1457642
,5223.542984,0.2103166
,5224.545534,0.2111361
,5225.54799,0.1650345
,5226.550378,0.1066835
,5227.552718,0.0592042
,5228.555024,0.0289284
,5229.557307,0.0126742
,5230.559574,0.0050476
,5231.561833,0.001847
a47,5336.564401,0.0502427
,5337.567252,0.1404412
,5338.569934,0.2062011
,5339.572491,0.2106097
,5340.574956,0.1674711
,5341.577354,0.110125
,5342.579704,0.0621666
,5343.582019,0.0308997
,5344.58431,0.0137719
,5345.586585,0.00558
,5346.588851,0.0020774
a48,5433.617165,0.0472656
,5434.620019,0.1349239
,5435.62271,0.2019881
,5436.625279,0.2101108
,5437.627758,0.1700038
,5438.630169,0.1136713
,5439.632532,0.0652119
,5440.634859,0.0329254
,5441.637162,0.0149011
,5442.639449,0.0061287
,5443.641724,0.0023156
a49,5562.659758,0.0442492
,5563.662616,0.1289727
,5564.665314,0.1970283
,5565.667894,0.2090526
,5566.670384,0.1724767
,5567.672808,0.1175672
,5568.675183,0.0687473
,5569.677523,0.0353759
,5570.679837,0.016316
,5571.682134,0.0068387
,5572.684418,0.002633
a50,5675.743822,0.0411595
,5676.746685,0.1228768
,5677.749395,0.1919242
,5678.751989,0.2079219
,5679.754496,0.1749704
,5680.756936,0.1215485
,5681.759327,0.0723865
,5682.761682,0.0379148
,5683.764011,0.0177915
,5684.766321,0.0075841
,5685.768619,0.0029687
a51,5776.791501,0.0390475
,5777.794365,0.118478
,5778.79708,0.1879646
,5779.79968,0.2067398
,5780.802195,0.176568
,5781.804644,0.1244522
,5782.807043,0.0751841
,5783.809407,0.0399415
,5784.811743,0.0190075
,5785.814061,0.0082162
,5786.816365,0.0032611
a52,5847.828614,0.0375474
,5848.831478,0.1153272
,5849.834195,0.1850905
,5850.836799,0.2058362
,5851.839318,0.1776747
,5852.841772,0.1265303
,5853.844177,0.0772123
,5854.846546,0.0414252
,5855.848887,0.0199054
,5856.85121,0.0086869
,5857.853518,0.0034807
a53,5960.912678,0.0349256
,5961.915547,0.1097434
,5962.918274,0.1798964
,5963.920892,0.2040907
,5964.923425,0.1795451
,5965.925894,0.130213
,5966.928314,0.0808695
,5967.930697,0.0441341
,5968.933053,0.0215627
,5969.935388,0.0095643
,5970.937709,0.0038938
a54,6073.996742,0.0324869
,6074.999616,0.1043771
,6076.002352,0.1746877
,6077.004983,0.2021034
,6078.00753,0.1811489
,6079.010014,0.1337539
,6080.012449,0.0845205
,6081.014846,0.0469091
,6082.017214,0.0232972
,6083.019562,0.0105007
,6084.021895,0.0043427
,6085.024217,0.0016624
a55,6145.033856,0.0312388
,6146.036729,0.1015328
,6147.039467,0.1718015
,6148.0421,0.2008663
,6149.044652,0.1818794
,6150.04714,0.1356265
,6151.04958,0.0865347
,6152.051981,0.0484833
,6153.054355,0.0243041
,6154.056707,0.0110554
,6155.059044,0.0046137
,6156.061369,0.0017821
a56,6282.092768,0.0288596
,6283.095632,0.0960377
,6284.098367,0.1661255
,6285.101002,0.1983209
,6286.103557,0.1831802
,6287.10605,0.1392298
,6288.108494,0.0904872
,6289.110901,0.0516134
,6290.11328,0.0263282
,6291.115636,0.0121819
,6292.117977,0.0051694
,6293.120306,0.0020297
a57,6396.135695,0.0272822
,6397.138554,0.0922169
,6398.141287,0.1619418
,6399.143922,0.196185
,6400.146479,0.1838268
,6401.148974,0.1417039
,6402.151422,0.0933828
,6403.153832,0.0540007
,6404.156213,0.0279228
,6405.158573,0.0130951
,6406.160916,0.0056319
,6407.163247,0.002241
a58,6552.236806,0.025098
,6553.239651,0.0868866
,6554.242377,0.1560403
,6555.245008,0.1930929
,6556.247564,0.1846358
,6557.25006,0.1451288
,6558.252508,0.0974579
,6559.25492,0.0573968
,6560.257303,0.0302119
,6561.259664,0.0144173
,6562.262008,0.0063071
,6563.26434,0.0025519
a59,6667.263749,0.0237579
,6668.266595,0.0834105
,6669.269324,0.1519051
,6670.27196,0.1906088
,6671.274521,0.1848057
,6672.277023,0.1472874
,6673.279478,0.1002857
,6674.281896,0.0598858
,6675.284285,0.0319624
,6676.286652,0.0154661
,6677.289001,0.0068609
,6678.291338,0.0028152
a60,6796.306343,0.0222417
,6797.309192,0.0794241
,6798.311926,0.1470743
,6799.314568,0.1875988
,6800.317138,0.1848578
,6801.319648,0.1497115
,6802.322112,0.1035723
,6803.324539,0.0628354
,6804.326936,0.0340697
,6805.329311,0.0167472
,6806.331669,0.0075467
,6807.334013,0.0031455
a61,6925.348936,0.0208223
,6926.351788,0.0756068
,6927.354527,0.1423168
,6928.357176,0.18448
,6929.359753,0.1847011
,6930.362272,0.1519603
,6931.364744,0.1067847
,6932.36718,0.0657991
,6933.369586,0.036233
,6934.371969,0.0180874
,6935.374334,0.0082772
,6936.376686,0.0035035
a62,7053.443899,0.0192956
,7054.446749,0.0715001
,7055.449492,0.1371853
,7056.452146,0.1810906
,7057.45473,0.1844907
,7058.457257,0.1543524
,7059.459737,0.1102387
,7060.462181,0.0690058
,7061.464595,0.0385867
,7062.466986,0.0195536
,7063.469359,0.0090807
,7064.471717,0.0038994
,7065.474065,0.0015598
a63,7182.486492,0.0180642
,7183.489345,0.0680228
,7184.492092,0.1325918
,7185.494753,0.1777728
,7186.497344,0.1839173
,7187.499878,0.1562339
,7188.502367,0.1132816
,7189.504819,0.0719839
,7190.507241,0.0408584
,7191.50964,0.0210158
,7192.51202,0.0099059
,7193.514385,0.0043174
,7194.516739,0.0017528
a64,7319.545404,0.0166884
,7320.54825,0.0641361
,7321.550994,0.1274445
,7322.553654,0.1740298
,7323.556247,0.1832322
,7324.558784,0.1583059
,7325.561276,0.1166774
,7326.563732,0.0753296
,7327.566158,0.0434251
,7328.56856,0.0226766
,7329.570944,0.0108484
,7330.573313,0.0047976
,7331.57567,0.0019758
a65,7390.582517,0.0160473
,7391.585363,0.0622709
,7392.588108,0.1248906
,7393.590771,0.1720758
,7394.593366,0.1827559
,7395.595906,0.1592371
,7396.598402,0.11834
,7397.600861,0.0770264
,7398.603291,0.0447595
,7399.605697,0.0235583
,7400.608084,0.0113583
,7401.610456,0.0050618
,7402.612816,0.0021005
a66,7461.619631,0.0154308
,7462.622476,0.0604543
,7463.625222,0.1223663
,7464.627887,0.1701006
,7465.630485,0.1822213
,7466.633029,0.1601105
,7467.635528,0.1199708
,7468.63799,0.07872
,7469.640423,0.0461078
,7470.642833,0.0244584
,7471.645223,0.0118835
,7472.647598,0.0053365
,7473.649961,0.0022313
a67,7592.660116,0.0137863
,7593.662957,0.0549422
,7594.665649,0.1136431
,7595.668223,0.1620189
,7596.670703,0.178525
,7597.673109,0.1617242
,7598.675455,0.1251717
,7599.677755,0.0849678
,7600.680018,0.0515486
,7601.682252,0.0283514
,7602.684464,0.0142935
,7603.686659,0.0066644
,7604.688841,0.0028946
a68,7693.707795,0.0130789
,7694.710637,0.0527615
,7695.713333,0.1104226
,7696.715912,0.1592351
,7697.718399,0.1774247
,7698.720813,0.1624947
,7699.723167,0.1271289
,7700.725475,0.087218
,7701.727746,0.053473
,7702.729988,0.029718
,7703.732208,0.0151384
,7704.73441,0.0071314
,7705.736599,0.0031294
a69,7806.791859,0.0121657
,7807.794705,0.0499374
,7808.797409,0.1062327
,7809.8,0.1555855
,7810.802499,0.1759464
,7811.804926,0.1634552
,7812.807294,0.1296565
,7813.809615,0.0901518
,7814.811899,0.0559983
,7815.814154,0.0315213
,7816.816386,0.0162593
,7817.8186,0.0077542
,7818.820801,0.0034441
a70,7935.834452,0.0113893
,7936.837301,0.047435
,7937.84001,0.1023502
,7938.842608,0.1519964
,7939.845117,0.1742529
,7940.847553,0.1640801
,7941.849931,0.131901
,7942.852263,0.0929346
,7943.854557,0.0584912
,7944.856822,0.0333585
,7945.859063,0.0174329
,7946.861287,0.0084228
,7947.863496,0.00379
,7948.865696,0.0015979
a71,8121.913765,0.0099998
,8122.916619,0.0429351
,8123.919341,0.0953211
,8124.921956,0.1454284
,8125.924484,0.1710643
,8126.926942,0.1650963
,8127.929342,0.1359069
,8128.931695,0.0979828
,8129.934011,0.0630599
,8130.936297,0.0367543
,8131.938559,0.0196196
,8132.940801,0.0096784
,8133.94303,0.0044446
,8134.945247,0.0019118
a72,8234.997829,0.0093015
,8236.000687,0.0405946
,8237.003416,0.0915275
,8238.006041,0.141711
,8239.00858,0.1690616
,8240.011049,0.1654005
,8241.013461,0.1379654
,8242.015827,0.1007512
,8243.018155,0.0656583
,8244.020453,0.0387402
,8245.022726,0.0209295
,8246.02498,0.0104471
,8247.027219,0.0048537
,8248.029446,0.0021118
a73,8391.09894,0.0085569
,8392.101787,0.0380444
,8393.104511,0.0872968
,8394.107133,0.1374407
,8395.109672,0.1666187
,8396.112143,0.1655508
,8397.114557,0.1401739
,8398.116926,0.1038643
,8399.119257,0.0686541
,8400.121558,0.0410734
,8401.123834,0.0224936
,8402.126091,0.0113785
,8403.128332,0.0053562
,8404.130562,0.0023607
a74,8547.200051,0.0078718
,8548.202888,0.0356424
,8549.205606,0.0832095
,8550.208226,0.133182
,8551.210764,0.16403
,8552.213236,0.1654847
,8553.215653,0.1422047
,8554.218024,0.1068944
,8555.220358,0.0716544
,8556.222662,0.04346
,8557.224942,0.0241224
,8558.227201,0.0123645
,8559.229445,0.0058964
,8560.231677,0.0026322
a75,8661.242978,0.0074416
,8662.245812,0.0340839
,8663.248529,0.0804645
,8664.251149,0.1301992
,8665.253689,0.1620758
,8666.256164,0.1652355
,8667.258583,0.1434636
,8668.260958,0.1089453
,8669.263296,0.0737691
,8670.265604,0.0451919
,8671.267887,0.0253336
,8672.27015,0.0131139
,8673.272397,0.0063153
,8674.274632,0.0028469
a76,8776.269921,0.0070442
,8777.272756,0.0326088
,8778.275475,0.0777981
,8779.2781,0.1272089
,8780.280645,0.1600095
,8781.283125,0.1648275
,8782.28555,0.144595
,8783.287931,0.1109422
,8784.290276,0.0758989
,8785.29259,0.0469779
,8786.294879,0.0266077
,8787.297148,0.0139163
,8788.299401,0.0067714
,8789.301642,0.0030843
a77,8847.307035,0.0067736
,8848.309869,0.0316088
,8849.31259,0.0759966
,8850.315216,0.125194
,8851.317765,0.1586207
,8852.320248,0.1645557
,8853.322678,0.1453581
,8854.325063,0.1122867
,8855.327411,0.0773328
,8856.329729,0.0481811
,8857.332022,0.0274668
,8858.334296,0.0144581
,8859.336553,0.0070799
,8860.338797,0.0032452
a78,8975.401998,0.0062769
,8976.404832,0.0297586
,8977.407555,0.0726336
,8978.410186,0.1213907
,8979.412741,0.1559494
,8980.415231,0.1639674
,8981.417669,0.1467342
,8982.420062,0.1147937
,8983.422419,0.0800425
,8984.424745,0.0504761
,8985.427046,0.0291184
,8986.429327,0.0155072
,8987.431591,0.0076811
,8988.433843,0.0035608
,8989.436083,0.001553
a79,9161.481311,0.0055112
,9162.48415,0.0268375
,9163.486883,0.0671888
,9164.489528,0.1150455
,9165.492098,0.1512739
,9166.494606,0.1626543
,9167.497062,0.1487472
,9168.499473,0.1188413
,9169.501848,0.084578
,9170.504192,0.0544119
,9171.506511,0.0320077
,9172.50881,0.0173751
,9173.511091,0.0087694
,9174.513358,0.004141
,9175.515615,0.0018392
a80,9232.518425,0.0052994
,9233.521263,0.0260042
,9234.523997,0.0655841
,9235.526644,0.1131029
,9236.529217,0.1497576
,9237.531728,0.1621218
,9238.534187,0.1492503
,9239.536602,0.1200252
,9240.538981,0.0859719
,9241.541329,0.0556607
,9242.543652,0.0329481
,9243.545954,0.0179967
,9244.548238,0.0091391
,9245.550509,0.0043419
,9246.552769,0.0019401
a81,9361.561018,0.0049612
,9362.563858,0.0246428
,9363.566597,0.0628998
,9364.569249,0.1097636
,9365.571828,0.1470445
,9366.574346,0.161038
,9367.576812,0.149965
,9368.579235,0.1219839
,9369.581621,0.0883724
,9370.583977,0.0578653
,9371.586307,0.0346414
,9372.588617,0.0191356
,9373.590909,0.0098272
,9374.593187,0.0047214
,9375.595453,0.0021334
a82,9498.61993,0.0045834
,9499.622765,0.0231214
,9500.625501,0.059896
,9501.628153,0.1060174
,9502.630734,0.1439855
,9503.633254,0.1597944
,9504.635724,0.1507379
,9505.638151,0.1241628
,9506.640542,0.0910617
,9507.642902,0.060347
,9508.645237,0.0365554
,9509.64755,0.0204281
,9510.649846,0.0106112
,9511.652128,0.0051557
,9512.654398,0.0023556
a83,9611.703994,0.0042633
,9612.706832,0.0218083
,9613.709574,0.057252
,9614.712233,0.1026442
,9615.714823,0.1411406
,9616.717352,0.1585284
,9617.719832,0.1512998
,9618.722268,0.126053
,9619.724669,0.0934832
,9620.727039,0.0626315
,9621.729383,0.0383478
,9622.731706,0.0216567
,9623.734012,0.0113667
,9624.736303,0.0055796
,9625.738581,0.0025752
a84,9767.805105,0.003922
,9768.807935,0.0203831
,9769.810671,0.0543288
,9770.813327,0.0988352
,9771.815914,0.1378318
,9772.818444,0.1569407
,9773.820924,0.1517864
,9774.823362,0.1281057
,9775.825764,0.0962147
,9776.828136,0.0652648
,9777.830482,0.0404486
,9778.832807,0.0231174
,9779.835114,0.0122767
,9780.837407,0.0060965
,9781.839687,0.002846
a85,9868.852783,0.0037208
,9869.855614,0.0195188
,9870.858353,0.0525039
,9871.861012,0.0963786
,9872.863604,0.1356017
,9873.866138,0.1557567
,9874.868622,0.1519481
,9875.871065,0.1293436
,9876.873473,0.0979715
,9877.87585,0.0670182
,9878.878202,0.0418841
,9879.880532,0.0241379
,9880.882844,0.0129253
,9881.885142,0.0064717
,9882.887427,0.0030462
a86,10031.916112,0.0033429
,10032.918949,0.0178825
,10033.921697,0.049017
,10034.924367,0.0916325
,10035.926972,0.131226
,10036.929519,0.1533515
,10037.932019,0.1521422
,10038.934476,0.1316616
,10039.936898,0.1013535
,10040.93929,0.0704429
,10041.941656,0.044719
,10042.944001,0.0261725
,10043.946327,0.01423
,10044.948638,0.0072331
,10045.950936,0.0034557
,10046.953224,0.0015589
a87,10145.000176,0.0031095
,10146.003016,0.0168537
,10147.005769,0.0467832
,10148.008446,0.0885278
,10149.011058,0.1282827
,10150.013614,0.1516384
,10151.016122,0.1521301
,10152.018588,0.1330932
,10153.021019,0.1035539
,10154.02342,0.0727286
,10155.025796,0.0466467
,10156.028149,0.0275779
,10157.030484,0.0151441
,10158.032803,0.0077737
,10159.03511,0.0037501
,10160.037405,0.001708
a88,10292.06859,0.0028004
,10293.071436,0.0154677
,10294.074198,0.043719
,10295.076886,0.0841813
,10296.07951,0.1240523
,10297.082079,0.1490468
,10298.0846,0.1519174
,10299.08708,0.1349745
,10300.089526,0.1066128
,10301.091941,0.0759897
,10302.09433,0.0494482
,10303.096697,0.0296522
,10304.099045,0.016512
,10305.101378,0.0085931
,10306.103697,0.0042019
,10307.106005,0.0019395
a89,10393.116268,0.0026568
,10394.119116,0.0148037
,10395.121879,0.0422055
,10396.12457,0.0819614
,10397.127197,0.1217987
,10398.12977,0.1475571
,10399.132295,0.1516377
,10400.13478,0.1358253
,10401.13723,0.1081532
,10402.13965,0.0777073
,10403.142044,0.05097
,10404.144415,0.0308078
,10405.146768,0.0172913
,10406.149106,0.0090696
,10407.151429,0.0044698
,10408.153741,0.0020793
a90,10522.158861,0.0024872
,10523.161711,0.0140085
,10524.164477,0.040364
,10525.167172,0.0792127
,10526.169804,0.1189457
,10527.172382,0.1455974
,10528.174913,0.1511679
,10529.177404,0.1367945
,10530.17986,0.1100383
,10531.182286,0.079867
,10532.184686,0.0529186
,10533.187064,0.0323097
,10534.189423,0.0183178
,10535.191766,0.0097052
,10536.194095,0.0048313
,10537.196413,0.0022702
a91,10579.180325,0.0024183
,10580.183173,0.0136836
,10581.185939,0.0396075
,10582.188633,0.078076
,10583.191265,0.1177556
,10584.193843,0.1447673
,10585.196375,0.1509517
,10586.198867,0.1371795
,10587.201323,0.1108125
,10588.20375,0.0807648
,10589.206151,0.0537354
,10590.208531,0.0329437
,10591.210891,0.0187538
,10592.213235,0.0099767
,10593.215565,0.0049867
,10594.217884,0.0023527
a92,10676.233089,0.002275
,10677.235938,0.0130077
,10678.238707,0.0380324
,10679.241405,0.075706
,10680.244042,0.1152688
,10681.246626,0.1430255
,10682.249164,0.1504875
,10683.251662,0.1379711
,10684.254125,0.1124219
,10685.256558,0.0826383
,10686.258966,0.0554443
,10687.261351,0.034273
,10688.263717,0.01967
,10689.266068,0.0105485
,10690.268404,0.0053145
,10691.270728,0.0025272
a93,10789.317153,0.0021161
,10790.320005,0.012249
,10791.322779,0.0362409
,10792.325482,0.0729718
,10793.328126,0.1123489
,10794.330717,0.1409201
,10795.333263,0.149847
,10796.335768,0.1388103
,10797.33824,0.114256
,10798.340681,0.0848246
,10799.343097,0.0574692
,10800.34549,0.0358675
,10801.347864,0.0207808
,10802.350222,0.0112487
,10803.352566,0.0057198
,10804.354898,0.0027448
a94,10890.364831,0.0020075
,10891.367685,0.0117185
,10892.370459,0.0349588
,10893.373166,0.0709651
,10894.375812,0.11014
,10895.378407,0.1392501
,10896.380956,0.1492386
,10897.383466,0.139327
,10898.385941,0.1155702
,10899.388387,0.0864608
,10900.390807,0.059026
,10901.393205,0.0371196
,10902.395584,0.0216692
,10903.397946,0.0118182
,10904.400294,0.0060546
,10905.40263,0.0029273
a95,10961.401945,0.0019304
,10962.404798,0.0113404
,10963.407573,0.0340412
,10964.410281,0.0695221
,10965.412929,0.1085419
,10966.415525,0.1380297
,10967.418077,0.1487783
,10968.420589,0.1396806
,10969.423067,0.1165079
,10970.425515,0.0876408
,10971.427938,0.0601563
,10972.430339,0.0380335
,10973.43272,0.0223208
,10974.435084,0.0122378
,10975.437435,0.0063024
,10976.439773,0.0030629
,10977.442102,0.0014104
a96,11032.439059,0.0018563
,11033.441911,0.010974
,11034.444687,0.033145
,11035.447395,0.0681007
,11036.450045,0.1069511
,11037.452644,0.1367952
,11038.455197,0.1482878
,11039.457712,0.140001
,11040.460192,0.117421
,11041.462643,0.0888099
,11042.465069,0.0612878
,11043.467472,0.0389558
,11044.469856,0.0229831
,11045.472223,0.012667
,11046.474576,0.0065573
,11047.476917,0.0032033
,11048.479248,0.0014826
a97,11146.481986,0.0017548
,11147.484836,0.010466
,11148.48761,0.0318857
,11149.490317,0.0660737
,11150.492967,0.1046424
,11151.495566,0.134956
,11152.49812,0.1474975
,11153.500636,0.1403888
,11154.503118,0.1186963
,11155.505571,0.0904931
,11156.507998,0.0629458
,11157.510403,0.0403258
,11158.512789,0.0239782
,11159.515158,0.0133188
,11160.517513,0.0069484
,11161.519855,0.0034207
,11162.522187,0.0015954
a98,11233.514015,0.0016833
,11234.516864,0.010103
,11235.519638,0.0309725
,11236.522347,0.0645807
,11237.524998,0.1029104
,11238.527598,0.1335384
,11239.530155,0.1468417
,11240.532673,0.1406169
,11241.535157,0.119612
,11242.537612,0.0917443
,11243.540041,0.0642024
,11244.542449,0.0413795
,11245.544837,0.0247534
,11246.547208,0.0138324
,11247.549566,0.00726
,11248.551911,0.0035956
,11249.554245,0.0016872
a99,11320.546043,0.0016147
,11321.548892,0.0097521
,11322.551667,0.0300831
,11323.554376,0.0631139
,11324.557028,0.1011908
,11325.55963,0.1321092
,11326.562189,0.1461533
,11327.564709,0.1408054
,11328.567195,0.1204955
,11329.569653,0.0929786
,11330.572085,0.0654572
,11331.574494,0.0424414
,11332.576885,0.0255409
,11333.579259,0.0143579
,11334.581618,0.0075809
,11335.583965,0.0037771
