spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0512_11g_3_3p2.csv
limit_error:	6
noise_limit:	3200000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 
1421.728679	9	28377043.83711894	a40-A	-1.89	0.32	C378.0H464.0N151.0O280.0P39.0	
1419.959081	9	9825134.56070848	a40-G	3.47	0.52	C378.0H464.0N151.0O279.0P39.0	
1524.541181	9	45657722.8498295	a42+CMCT-A	-0.83	0.4	C412.0H513.0N164.0O294.0P41.0	
1522.767021	9	15115062.490381928	a42+CMCT-G	1.17	0.26	C412.0H513.0N164.0O293.0P41.0	
1494.857677	9	19116328.34995771	a42-G	2.36	0.38	C398.0H488.0N161.0O292.0P41.0	
1402.5908	10	3608515634.9	a43+CMCT-A	0.57	0.39	C421.0H524.0N166.0O302.0P42.0	
1720.093282	8	11842154.04129235	a43-G	1.91	0.42	C407.0H499.0N163.0O300.0P42.0	
1423.88101	10	10696973.441280635	a44	0.2	0.38	C422.0H516.0N173.0O307.0P43.0	
1410.368746	10	18225835.524624553	a44-A	-4.63	0.32	C417.0H511.0N168.0O307.0P43.0	
1510.006171	10	23920607.44101768	a46+CMCT	-1.85	0.32	C454.0H565.0N182.0O322.0P45.0	
1471.378188	10	19599166.2	a46-A	-3.64	0.42	C435.0H535.0N174.0O321.0P45.0	
689.087458	1	35381967.55	c02	-0.2	0.05	C20.0H24.0N10.0O14.0P2.0	
1034.135522	1	40201764.69	c03	0.48	0.08	C30.0H36.0N15.0O21.0P3.0	
1340.15495	1	16225694.51	c04	-4.01	0.05	C39.0H47.0N17.0O29.0P4.0	
669.576334	2	24250779.8	c04	-0.29	0.12	C39.0H47.0N17.0O29.0P4.0	
822.589358	2	65133171.04	c05	0.22	0.06	C48.0H58.0N19.0O37.0P5.0	
975.110417	2	103244701.53	c06	0.61	0.06	C57.0H70.0N22.0O44.0P6.0	
1128.122171	2	76597607.7	c07	-0.27	0.08	C66.0H81.0N24.0O52.0P7.0	
751.744846	3	18955216.8	c07	-1.39	0.21	C66.0H81.0N24.0O52.0P7.0	
1281.136474	2	116739364.42	c08	1.05	0.05	C75.0H92.0N26.0O60.0P8.0	
853.754026	3	178924525.33	c08	-0.35	0.02	C75.0H92.0N26.0O60.0P8.0	
1453.665267	2	35218667.16	c09	4.42	0.06	C85.0H104.0N31.0O67.0P9.0	
968.77082	3	189311801.29	c09	0.71	0.04	C85.0H104.0N31.0O67.0P9.0	
1378.136604	2	29354896.18389712	c09-G	1.79	0.44	C80.0H99.0N26.0O66.0P9.0	
918.421133	3	18768763.92	c09-G	0.87	0.13	C80.0H99.0N26.0O66.0P9.0	
1626.183079	2	20608792.14	c10	0.32	0.32	C95.0H116.0N36.0O74.0P10.0	
1167.51832	3	19470238.74	c10+CMCT	-0.75	0.33	C109.0H141.0N39.0O75.0P10.0	
1198.803069	3	104201745.17	c11	1.09	0.03	C105.0H128.0N41.0O81.0P11.0	
1308.486075	3	124725863.82	c12	0.11	0.06	C115.0H140.0N46.0O87.0P12.0	
1423.509988	3	20218596.23	c13	5.79	0.43	C125.0H152.0N51.0O94.0P13.0	
1525.182041	3	67350084.68068372	c14	-0.09	0.16	C134.0H164.0N54.0O101.0P14.0	
1634.86745	3	90585581.37	c15	0.68	0.09	C144.0H176.0N59.0O107.0P15.0	
1225.899438	4	371436769.86	c15	1.22	0.02	C144.0H176.0N59.0O107.0P15.0	
1288.697257	4	60727803.33	c15+CMCT	-0.48	0.07	C158.0H201.0N62.0O108.0P15.0	
1188.136837	4	42738103.66	c15-G	1.05	0.13	C139.0H171.0N54.0O106.0P15.0	
1312.163555	4	34209977.7	c16	2.86	0.3	C154.0H188.0N64.0O114.0P16.0	
1851.557229	3	32703842.54	c17	-2.89	0.21	C163.0H200.0N67.0O121.0P17.0	
1470.685184	4	92254769.62	c18	1.31	0.14	C173.0H212.0N72.0O127.0P18.0	
1176.346344	5	68865830.82	c18	1.02	0.1	C173.0H212.0N72.0O127.0P18.0	
1533.488269	4	14463226.775546754	c18+CMCT	3.31	0.46	C187.0H237.0N75.0O128.0P18.0	
1556.950909	4	101269474.68	c19	3.73	0.11	C183.0H224.0N77.0O134.0P19.0	
1245.351544	5	35518823.79244645	c19	-2.48	0.23	C183.0H224.0N77.0O134.0P19.0	
1519.18522	4	20349180.26	c19-G	1.62	0.39	C178.0H219.0N72.0O133.0P19.0	
1643.207294	4	20607063.195728324	c20	0.2	0.41	C193.0H236.0N82.0O141.0P20.0	
1725.468782	4	33589106.13	c21	-0.76	0.16	C203.0H248.0N87.0O147.0P21.0	
1400.206176	5	126914939.01	c21+CMCT-G	1.06	0.32	C212.0H268.0N85.0O147.0P21.0	
1801.97353	4	18407153.36	c22	-1.61	0.41	C212.0H259.0N89.0O155.0P22.0	
1441.380166	5	19316415.25	c22	0.33	0.36	C212.0H259.0N89.0O155.0P22.0	
1200.983694	6	66261344.01	c22	1.53	0.12	C212.0H259.0N89.0O155.0P22.0	
1251.987789	6	43838274.63	c23	1.37	0.14	C221.0H270.0N91.0O163.0P23.0	
1293.852846	6	32219702.44	c23+CMCT	0.11	0.24	C235.0H295.0N94.0O164.0P23.0	
1108.87299	7	18107835.32	c23+CMCT	0.26	0.38	C235.0H295.0N94.0O164.0P23.0	
1522.609978	5	20465944.775168955	c23+CMCT-G	-3.18	0.39	C230.0H290.0N89.0O163.0P23.0	
1302.82498	6	19737453.86	c24	-1.0	0.43	C230.0H282.0N94.0O170.0P24.0	
1116.565502	7	67901669.57	c24	1.03	0.11	C230.0H282.0N94.0O170.0P24.0	
2017.54684	4	16719064.34	c24+CMCT	1.9	0.5	C244.0H307.0N97.0O171.0P24.0	
1613.834297	5	45389000.08	c24+CMCT	0.83	0.23	C244.0H307.0N97.0O171.0P24.0	
1152.450116	7	47213415.07	c24+CMCT	0.07	0.18	C244.0H307.0N97.0O171.0P24.0	
1201.747754	7	39359539.24	c25+CMCT	4.35	0.15	C254.0H319.0N102.0O178.0P25.0	
1209.574204	7	54950865.04	c26	-0.44	0.14	C249.0H305.0N101.0O185.0P26.0	
1245.461187	7	41412165.05396023	c26+CMCT	0.61	0.25	C263.0H330.0N104.0O186.0P26.0	
1134.5135	8	24941242.21	c28	1.05	0.28	C267.0H329.0N107.0O199.0P28.0	
1165.91541	8	18481978.15	c28+CMCT	2.68	0.51	C281.0H354.0N110.0O200.0P28.0	
1340.445017	7	63583578.597294636	c29	-1.7	0.12	C276.0H340.0N109.0O207.0P29.0	
1172.763195	8	66349741.0	c29	-1.94	0.08	C276.0H340.0N109.0O207.0P29.0	
1927.270676	5	37257796.75	c29+CMCT	0.83	0.26	C290.0H365.0N112.0O208.0P29.0	
1605.890941	6	72033026.8	c29+CMCT	0.78	0.15	C290.0H365.0N112.0O208.0P29.0	
1204.166314	8	70456559.51	c29+CMCT	0.72	0.1	C290.0H365.0N112.0O208.0P29.0	
1215.89794	8	50494528.82	c30	1.26	0.23	C286.0H352.0N114.0O214.0P30.0	
1663.401462	6	37196930.11	c30+CMCT	2.33	0.24	C300.0H377.0N117.0O215.0P30.0	
1425.62548	7	41035996.06	c30+CMCT	0.01	0.31	C300.0H377.0N117.0O215.0P30.0	
1247.296997	8	70259199.25	c30+CMCT	0.5	0.2	C300.0H377.0N117.0O215.0P30.0	
1290.429014	8	37276461.94	c31+CMCT	1.33	0.2	C310.0H389.0N122.0O222.0P31.0	
1297.158458	8	21403317.80812582	c32	0.74	0.46	C305.0H376.0N122.0O228.0P32.0	
1328.557718	8	71067688.78	c32+CMCT	0.19	0.11	C319.0H401.0N125.0O229.0P32.0	
1526.32699	7	105645212.34	c33	-0.34	0.13	C314.0H387.0N124.0O236.0P33.0	
1335.410449	8	49464020.38906928	c33	-0.15	0.2	C314.0H387.0N124.0O236.0P33.0	
1822.76078	6	117432939.01	c33+CMCT	5.95	0.18	C328.0H412.0N127.0O237.0P33.0	
1562.216812	7	268310579.21	c33+CMCT	2.32	0.04	C328.0H412.0N127.0O237.0P33.0	
1366.814866	8	123742048.19	c33+CMCT	3.1	0.07	C328.0H412.0N127.0O237.0P33.0	
1540.634687	7	37776671.89	c33+CMCT-G	-0.01	0.31	C323.0H407.0N122.0O236.0P33.0	
1575.61455	7	10101753.453357983	c34	-3.46	0.39	C324.0H399.0N129.0O243.0P34.0	
1611.508816	7	54092878.82	c34+CMCT	1.95	0.13	C338.0H424.0N132.0O244.0P34.0	
1409.943653	8	93568036.13682765	c34+CMCT	1.49	0.07	C338.0H424.0N132.0O244.0P34.0	
1416.788564	8	33453366.38	c35	-4.37	0.35	C333.0H410.0N131.0O251.0P35.0	
1655.232375	7	59504000.69	c35+CMCT	5.32	0.16	C347.0H435.0N134.0O252.0P35.0	
1448.198507	8	165092582.7519403	c35+CMCT	2.62	0.08	C347.0H435.0N134.0O252.0P35.0	
1397.912047	8	33667715.36	c35-G	-1.09	0.53	C328.0H405.0N126.0O250.0P35.0	
1297.603413	9	49248742.27337632	c36	2.79	0.18	C343.0H422.0N136.0O258.0P36.0	
1704.518169	7	47176653.48	c36+CMCT	1.23	0.26	C357.0H447.0N139.0O259.0P36.0	
1491.327024	8	178847983.20966926	c36+CMCT	0.92	0.08	C357.0H447.0N139.0O259.0P36.0	
1325.512178	9	30228206.84	c36+CMCT	0.98	0.33	C357.0H447.0N139.0O259.0P36.0	
1335.940913	9	18708376.01	c37	1.88	0.41	C353.0H434.0N141.0O265.0P37.0	
1534.459436	8	120229588.8	c37+CMCT	1.86	0.14	C367.0H459.0N144.0O266.0P37.0	
1363.850664	9	42596248.93496086	c37+CMCT	0.87	0.23	C367.0H459.0N144.0O266.0P37.0	
1515.577065	8	27633061.03	c37+CMCT-G	1.1	0.33	C362.0H454.0N139.0O265.0P37.0	
1372.503848	9	28860919.106056765	c38	2.96	0.35	C363.0H446.0N146.0O271.0P38.0	
1575.586782	8	53071557.32963414	c38+CMCT	-0.86	0.2	C377.0H471.0N149.0O272.0P38.0	
1409.062563	9	22565510.839667078	c39	0.98	0.38	C373.0H458.0N151.0O277.0P39.0	
1436.980245	9	40615361.72	c39+CMCT	5.55	0.52	C387.0H483.0N154.0O278.0P39.0	
1597.834832	8	18003555.166904513	c39+CMCT-G	-2.31	0.42	C382.0H478.0N149.0O277.0P39.0	
1420.187779	9	20130125.15714708	c39+CMCT-G	-0.86	0.39	C382.0H478.0N149.0O277.0P39.0	
1445.625466	9	50111594.1	c40	2.0	0.28	C383.0H470.0N156.0O283.0P40.0	
1657.85211	8	22652790.56	c40+CMCT	0.51	0.41	C397.0H495.0N159.0O284.0P40.0	
1473.538581	9	139978689.1497929	c40+CMCT	3.34	0.14	C397.0H495.0N159.0O284.0P40.0	
1511.873514	9	132619517.1	c41+CMCT	0.83	0.08	C407.0H507.0N164.0O291.0P41.0	
1495.085902	9	28447750.32907969	c41+CMCT-G	-2.07	0.33	C402.0H502.0N159.0O290.0P41.0	
1548.435599	9	90498111.27	c42+CMCT	1.26	0.14	C417.0H519.0N169.0O297.0P42.0	
1398.973791	10	54390033.01569584	c43	1.2	0.41	C412.0H505.0N168.0O304.0P43.0	
1424.098201	10	59665740.37502401	c43+CMCT	4.29	0.23	C426.0H530.0N171.0O305.0P43.0	
1565.655582	9	17888492.59820886	c43+CMCT-G	1.53	0.59	C421.0H525.0N166.0O304.0P43.0	
1456.997616	10	75189708.02	c44+CMCT	0.19	0.16	C436.0H542.0N176.0O311.0P44.0	
1487.502142	10	89438367.98391661	c45+CMCT	0.45	0.13	C445.0H554.0N179.0O318.0P45.0	
1352.185651	11	15749930.897692684	c45+CMCT	2.34	0.44	C445.0H554.0N179.0O318.0P45.0	
1379.915877	11	261222885.81	c46+CMCT	1.71	0.11	C454.0H566.0N182.0O325.0P46.0	
1366.179376	11	37809967.67	c46+CMCT-G	-1.74	0.32	C449.0H561.0N177.0O324.0P46.0	
932.12753	1	8598036.33	w03	0.41	0.09	C27.0H38.0N9.0O22.0P3.0	
1449.203303	2	6908283.940572942	w09	1.35	0.43	C86.0H109.0N36.0O61.0P9.0	
1505.691049	4	16885040.06	w19-G	3.08	0.4	C177.0H221.0N70.0O132.0P19.0	
1486.791879	5	10474843.611807683	w23	2.2	0.46	C219.0H273.0N88.0O162.0P23.0	
1720.452917	5	15699805.511868209	w26+CMCT	3.47	0.44	C260.0H332.0N98.0O186.0P26.0	
1408.362409	6	25490158.43986518	w26+CMCT-G	-0.42	0.27	C255.0H327.0N93.0O185.0P26.0	
2050.239504	4	15854109.52	w26-G	-4.24	0.46	C241.0H302.0N90.0O184.0P26.0	
1705.817864	5	18870191.23	w27-G	6.01	0.42	C251.0H314.0N95.0O190.0P27.0	
1616.374297	6	14698579.25	w30	1.88	0.51	C286.0H355.0N115.0O211.0P30.0	
1658.240724	6	21452728.39098182	w30+CMCT	1.71	0.47	C300.0H380.0N118.0O212.0P30.0	
1399.628633	7	91173172.8356711	w30+CMCT-G	3.04	0.36	C295.0H375.0N113.0O211.0P30.0	
1407.320274	7	23020408.509349883	w31-G	3.02	0.38	C290.0H362.0N113.0O217.0P31.0	
1741.407395	6	15014969.21	w32+CMCT-G	-2.13	0.47	C314.0H399.0N121.0O225.0P32.0	
1525.199583	7	25921416.831370834	w33	3.33	0.38	C315.0H391.0N128.0O231.0P33.0	
1385.0641	8	20909238.759198252	w34+CMCT-G	-2.99	0.45	C333.0H423.0N129.0O238.0P34.0	
1396.799822	8	39006955.559517816	w35-G	0.45	0.21	C329.0H410.0N131.0O244.0P35.0	
1700.964613	7	15112703.06	w36+CMCT	4.18	0.5	C358.0H452.0N144.0O252.0P36.0	
1399.419571	9	239806152.33406076	w38+CMCT	-0.53	0.27	C378.0H476.0N154.0O266.0P38.0	
1382.636104	9	33418403.400611933	w38+CMCT-G	-0.68	0.4	C373.0H471.0N149.0O265.0P38.0	
1524.191523	8	53898254.50784462	w38-G	-0.72	0.29	C359.0H446.0N146.0O264.0P38.0	
1409.852533	9	18191565.543111112	w39	3.33	0.51	C374.0H463.0N156.0O272.0P39.0	
1393.064574	9	51523734.17	w39-G	0.0	0.27	C369.0H458.0N151.0O271.0P39.0	
1522.877195	9	34926142.13390648	w42+CMCT-G	1.6	0.27	C410.0H517.0N161.0O295.0P42.0	
1720.21859	8	12907509.794245219	w43-G	3.13	0.4	C405.0H503.0N160.0O302.0P43.0	
1421.67467	10	28548736.80770048	w44	-1.34	0.25	C419.0H519.0N167.0O311.0P44.0	
1406.571802	10	19562347.625803318	w44-G	0.12	0.41	C414.0H514.0N162.0O310.0P44.0	
1355.07927	11	22361011.61	w46	1.25	0.44	C439.0H543.0N177.0O325.0P46.0	
1377.910621	11	313728908.6472512	w46+CMCT	-2.39	0.13	C453.0H568.0N180.0O326.0P46.0	
1364.181592	11	22434914.070767082	w46+CMCT-G	-0.41	0.42	C448.0H563.0N175.0O325.0P46.0	
547.11924	1	7569438.19	y02	-0.53	0.18	C18.0H25.0N6.0O12.0P1.0	
852.161601	1	31342909.21	y03	0.92	0.07	C27.0H37.0N9.0O19.0P2.0	
1181.213076	1	44280836.02	y04	-0.22	0.11	C37.0H49.0N14.0O25.0P3.0	
590.10322	2	9106122.1	y04	0.32	0.33	C37.0H49.0N14.0O25.0P3.0	
743.115742	2	45937247.95	y05	0.08	0.05	C46.0H60.0N16.0O33.0P4.0	
907.642448	2	115383398.95	y06	0.56	0.06	C56.0H72.0N21.0O39.0P5.0	
1080.165491	2	172825778.63	y07	-0.16	0.05	C66.0H84.0N26.0O46.0P6.0	
719.774484	3	31835377.9	y07	-0.27	0.16	C66.0H84.0N26.0O46.0P6.0	
1205.76528	2	28378934.75	y07+CMCT	-0.22	0.14	C80.0H109.0N29.0O47.0P6.0	
1244.691832	2	111844751.08	y08	-0.07	0.06	C76.0H96.0N31.0O52.0P7.0	
829.459198	3	31115940.08	y08	0.42	0.24	C76.0H96.0N31.0O52.0P7.0	
1370.295463	2	23521370.91	y08+CMCT	2.67	0.15	C90.0H121.0N34.0O53.0P7.0	
1409.219763	2	61355666.557155326	y09	1.12	0.14	C86.0H108.0N36.0O58.0P8.0	
939.143261	3	70243743.85	y09	0.25	0.07	C86.0H108.0N36.0O58.0P8.0	
1573.745061	2	42532673.54	y10	0.39	0.14	C96.0H120.0N41.0O64.0P9.0	
1699.352421	2	20347740.04	y10+CMCT	4.77	0.34	C110.0H145.0N44.0O65.0P9.0	
1746.271129	2	52626343.06	y11	1.7	0.1	C106.0H132.0N46.0O71.0P10.0	
1163.843476	3	182297656.13	y11	0.4	0.02	C106.0H132.0N46.0O71.0P10.0	
1278.858116	3	186856019.16	y12	-0.55	0.02	C116.0H144.0N51.0O78.0P11.0	
1380.868161	3	111817592.16	y13	0.65	0.08	C125.0H155.0N53.0O86.0P12.0	
1495.887179	3	107670890.19004364	y14	2.75	0.02	C135.0H167.0N58.0O93.0P13.0	
1121.661689	4	240817979.9	y14	1.08	0.02	C135.0H167.0N58.0O93.0P13.0	
1579.620964	3	35460291.89	y14+CMCT	2.94	0.22	C149.0H192.0N61.0O94.0P13.0	
1597.892781	3	82776496.67088029	y15	0.8	0.09	C144.0H178.0N60.0O101.0P14.0	
1198.16858	4	41326560.55	y15	1.48	0.19	C144.0H178.0N60.0O101.0P14.0	
1681.626441	3	25996050.54	y15+CMCT	1.0	0.34	C158.0H203.0N63.0O102.0P14.0	
1699.57571	3	57651634.62	y16	2.22	0.15	C153.0H190.0N63.0O108.0P15.0	
1274.424427	4	17867042.9	y16	-2.12	0.34	C153.0H190.0N63.0O108.0P15.0	
1783.306572	3	18826229.93	y16+CMCT	0.78	0.36	C167.0H215.0N66.0O109.0P15.0	
1814.593899	3	70923405.88	y17	3.39	0.1	C163.0H202.0N68.0O115.0P16.0	
1360.689223	4	48432648.51	y17	0.17	0.27	C163.0H202.0N68.0O115.0P16.0	
1898.326194	3	18978162.85	y17+CMCT	2.74	0.46	C177.0H227.0N71.0O116.0P16.0	
1929.61063	3	52694010.94	y18	3.67	0.2	C173.0H214.0N73.0O122.0P17.0	
1446.954791	4	72580465.57600024	y18	2.73	0.11	C173.0H214.0N73.0O122.0P17.0	
1157.359661	5	67852641.44	y18	0.38	0.05	C173.0H214.0N73.0O122.0P17.0	
2013.343983	3	22954218.5	y18+CMCT	3.56	0.41	C187.0H239.0N76.0O123.0P17.0	
1509.755544	4	29064279.734158285	y18+CMCT	3.15	0.24	C187.0H239.0N76.0O123.0P17.0	
1127.149363	5	17233862.99	y18-G	0.02	0.44	C168.0H209.0N68.0O121.0P17.0	
2031.611478	3	27036663.51	y19	-0.25	0.23	C182.0H225.0N75.0O130.0P18.0	
1523.453014	4	45221045.60152991	y19	-2.73	0.32	C182.0H225.0N75.0O130.0P18.0	
1599.719555	4	42674132.92	y20	1.29	0.24	C191.0H237.0N78.0O137.0P19.0	
1675.977554	4	79769706.93	y21	-0.16	0.11	C200.0H249.0N81.0O144.0P20.0	
1371.578477	5	177002942.69788864	y22-G	1.82	0.05	C204.0H255.0N78.0O151.0P21.0	
1838.750863	4	50927572.23	y23	2.64	0.36	C219.0H272.0N88.0O159.0P22.0	
1470.794631	5	23917658.59	y23	-0.49	0.58	C219.0H272.0N88.0O159.0P22.0	
1225.497536	6	64149010.63	y23	2.14	0.24	C219.0H272.0N88.0O159.0P22.0	
1901.548191	4	77815637.74	y23+CMCT	1.18	0.11	C233.0H297.0N91.0O160.0P22.0	
1915.00464	4	57629541.61	y24	-0.88	0.2	C228.0H284.0N91.0O166.0P23.0	
1531.808723	5	54578320.06	y24	3.34	0.12	C228.0H284.0N91.0O166.0P23.0	
1276.334049	6	21662223.36	y24	-0.84	0.39	C228.0H284.0N91.0O166.0P23.0	
1977.804952	4	86472355.31	y24+CMCT	-0.66	0.13	C242.0H309.0N94.0O167.0P23.0	
1582.046627	5	35225944.83	y24+CMCT	1.94	0.24	C242.0H309.0N94.0O167.0P23.0	
1593.015261	5	21713884.31	y25	4.14	0.32	C237.0H295.0N93.0O174.0P24.0	
1643.254827	5	56490540.136740066	y25+CMCT	3.78	0.22	C251.0H320.0N96.0O175.0P24.0	
1369.200525	6	20718266.23	y25+CMCT	-3.97	0.46	C251.0H320.0N96.0O175.0P24.0	
1378.345124	6	29363055.991500665	y26	1.14	0.48	C246.0H306.0N95.0O182.0P25.0	
1395.035789	6	47892868.54	y26+CMCT-G	0.36	0.15	C255.0H326.0N93.0O182.0P25.0	
1433.181376	6	30436495.18	y27	-2.98	0.26	C256.0H318.0N100.0O188.0P26.0	
1770.272522	5	33737568.23	y27+CMCT	4.71	0.34	C270.0H343.0N103.0O189.0P26.0	
1475.044332	6	19982049.36	y27+CMCT	-5.38	0.43	C270.0H343.0N103.0O189.0P26.0	
1264.185062	7	26124240.177637205	y27+CMCT	-1.23	0.27	C270.0H343.0N103.0O189.0P26.0	
1408.008639	6	24317215.58874349	y27-G	-1.49	0.31	C251.0H313.0N95.0O187.0P26.0	
1490.691028	6	37341710.80792012	y28	-1.69	0.26	C266.0H330.0N105.0O195.0P27.0	
1839.279268	5	189492927.56	y28+CMCT	3.04	0.05	C280.0H355.0N108.0O196.0P27.0	
1532.566541	6	68031182.184216	y28+CMCT	4.15	0.16	C280.0H355.0N108.0O196.0P27.0	
1313.482248	7	81664057.06	y28+CMCT	2.39	0.09	C280.0H355.0N108.0O196.0P27.0	
1809.067396	5	18908265.24	y28+CMCT-G	2.0	0.52	C275.0H350.0N103.0O195.0P27.0	
1908.282409	5	134268678.61	y29+CMCT	-0.39	0.08	C290.0H367.0N113.0O203.0P28.0	
1590.07372	6	112070784.44	y29+CMCT	3.55	0.08	C290.0H367.0N113.0O203.0P28.0	
1362.772643	7	67381121.0401142	y29+CMCT	0.76	0.21	C290.0H367.0N113.0O203.0P28.0	
1523.026656	6	30879239.470570326	y29-G	0.07	0.14	C271.0H337.0N105.0O201.0P28.0	
1233.427446	8	28890307.42	y30+CMCT	-2.73	0.31	C300.0H379.0N118.0O209.0P29.0	
1695.75963	6	37059271.88	y31+CMCT	5.45	0.29	C309.0H391.0N121.0O216.0P30.0	
1453.353477	7	16715008.45	y31+CMCT	-2.03	0.57	C309.0H391.0N121.0O216.0P30.0	
1628.711877	6	16772278.8	y31-G	1.86	0.4	C290.0H361.0N113.0O214.0P30.0	
1711.388227	6	47603263.54	y32	-2.01	0.24	C305.0H378.0N123.0O222.0P31.0	
1466.762774	7	137567666.34	y32	-0.32	0.12	C305.0H378.0N123.0O222.0P31.0	
1753.257362	6	1259100656.16	y32+CMCT	-0.53	0.02	C319.0H403.0N126.0O223.0P31.0	
1502.654847	7	463750829.53	y32+CMCT	3.94	0.03	C319.0H403.0N126.0O223.0P31.0	
1314.695895	8	68794852.39	y32+CMCT	3.04	0.19	C319.0H403.0N126.0O223.0P31.0	
1728.088583	6	102989048.29	y32+CMCT-G	3.01	0.15	C314.0H398.0N121.0O222.0P31.0	
1264.409956	8	16171890.868532687	y32-G	-0.63	0.26	C300.0H373.0N118.0O221.0P31.0	
1808.099421	6	27656558.6	y33+CMCT	-0.53	0.28	C329.0H415.0N131.0O229.0P32.0	
1355.824623	8	61786754.74	y33+CMCT	0.86	0.16	C329.0H415.0N131.0O229.0P32.0	
1593.236708	7	50870812.14377691	y34+CMCT	1.86	0.21	C338.0H427.0N134.0O236.0P33.0	
1405.686251	8	52038087.635830484	y35	1.19	0.13	C334.0H414.0N136.0O242.0P34.0	
1642.528336	7	182315082.93576884	y35+CMCT	1.27	0.08	C348.0H439.0N139.0O243.0P34.0	
1437.085657	8	95080053.65	y35+CMCT	0.77	0.21	C348.0H439.0N139.0O243.0P34.0	
1689.541532	7	60123089.29	y36+CMCT	4.61	0.22	C358.0H451.0N144.0O249.0P35.0	
1478.222743	8	97577947.57	y36+CMCT	4.48	0.1	C358.0H451.0N144.0O249.0P35.0	
1489.948477	8	17012041.77	y37	0.94	0.58	C354.0H438.0N146.0O255.0P36.0	
1738.830738	7	58132813.58	y37+CMCT	2.59	0.27	C368.0H463.0N149.0O256.0P36.0	
1521.352471	8	199597519.62	y37+CMCT	3.57	0.07	C368.0H463.0N149.0O256.0P36.0	
1352.201944	9	13417865.932888316	y37+CMCT	3.98	0.49	C368.0H463.0N149.0O256.0P36.0	
1564.480539	8	243379891.1339268	y38+CMCT	1.64	0.08	C378.0H475.0N154.0O263.0P37.0	
1545.594937	8	15934402.02	y38+CMCT-G	-1.21	0.47	C373.0H470.0N149.0O262.0P37.0	
1576.210647	8	11772309.667702245	y39	1.09	0.42	C374.0H462.0N156.0O269.0P38.0	
1400.965372	9	5293776735.85	y39	1.91	0.08	C374.0H462.0N156.0O269.0P38.0	
1607.609527	8	305899095.91	y39+CMCT	0.39	0.04	C388.0H487.0N159.0O270.0P38.0	
1428.87807	9	66031621.24	y39+CMCT	3.01	0.22	C388.0H487.0N159.0O270.0P38.0	
1588.732102	8	47411257.73	y39+CMCT-G	2.75	0.22	C383.0H482.0N154.0O269.0P38.0	
1384.182408	9	454475191.31	y39-G	2.16	0.05	C369.0H457.0N151.0O268.0P38.0	
