spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0512_10g_3_3p2.csv
limit_error:	6
noise_limit:	2500000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 
1927.271419	5	58742404.8	c29+CMCT	1.22	0.14	C290H365N112O208P29	
1605.883685	6	25491924.65	c29+CMCT	-3.74	0.48	C290H365N112O208P29	
1376.332243	7	97385331.11	c29+CMCT	-0.53	0.07	C290H365N112O208P29	
1538.844619	6	37260225.69	c29-G	-2.3	0.42	C271H335N104O206P29	
1389.741227	7	45065149.22	c30	1.04	0.3	C286H352N114O214P30	
1996.278219	5	28330378.33	c30+CMCT	-0.17	0.31	C300H377N117O215P30	
1425.627073	7	105334720.79	c30+CMCT	1.13	0.05	C300H377N117O215P30	
1439.030153	7	30356635.49	c31	-1.48	0.26	C296H364N119O221P31	
1474.916129	7	28590015.77	c31+CMCT	-1.24	0.37	C310H389N122O222P31	
1482.604819	7	24663922.97	c32	-3.23	0.39	C305H376N122O228P32	
1771.743577	6	24497723.86	c32+CMCT	-1.2	0.39	C319H401N125O229P32	
1518.49471	7	58019824.8	c32+CMCT	-0.38	0.3	C319H401N125O229P32	
2187.508361	5	89039773.58	c33+CMCT	3.2	0.15	C328H412N127O237P33	
1822.754026	6	102959862.99	c33+CMCT	2.25	0.16	C328H412N127O237P33	
1562.213828	7	115229616.44681193	c33+CMCT	0.41	0.07	C328H412N127O237P33	
1611.504298	7	47737725.2	c34+CMCT	-0.85	0.2	C338H424N132O244P34	
1931.262814	6	82705438.57771417	c35+CMCT	0.4	0.13	C347H435N134O252P35	
1655.228615	7	103455704.21	c35+CMCT	3.04	0.11	C347H435N134O252P35	
1988.764882	6	78031247.2	c36+CMCT	-2.55	0.13	C357H447N139O259P36	
1704.515168	7	84374338.38	c36+CMCT	-0.53	0.13	C357H447N139O259P36	
1503.054803	8	33830593.4620412	c37	-1.2	0.33	C353H434N141O265P37	
2046.276019	6	54447018.07	c37+CMCT	-0.9	0.17	C367H459N144O266P37	
1534.461715	8	91168491.83	c37+CMCT	3.35	0.16	C367H459N144O266P37	
1575.583316	8	40591337.0	c38+CMCT	-3.06	0.34	C377H471N149O272P38	
1616.72408	8	65947715.7	c39+CMCT	2.7	0.25	C387H483N154O278P39	
1894.828499	7	37396800.33	c40+CMCT	-1.35	0.32	C397H495N159O284P40	
1657.853168	8	110559580.05709647	c40+CMCT	1.14	0.15	C397H495N159O284P40	
1700.983271	8	119394424.77	c41+CMCT	0.63	0.08	C407H507N164O291P41	
2243.127243	6	20392711.53	c41+CMCT-G	-4.41	0.49	C402H502N159O290P41	
1742.11271	8	63354709.39899122	c42+CMCT	-0.61	0.24	C417H519N169O297P42	
1933.668245	7	16622008.8	c42-G	0.7	0.49	C398H489N161O295P42	
1582.435875	9	57820806.67496723	c43+CMCT	-0.37	0.17	C426H530N171O305P43	
1537.737709	9	44933933.84	c43-G	-2.86	0.31	C407H500N163O303P43	
1652.892024	9	71119070.76	c45+CMCT	0.42	0.25	C445H554N179O318P45	
1518.001658	10	196619552.74060333	c46+CMCT	-2.6	0.1	C454H566N182O325P46	
1502.903423	10	18163854.000126205	c46+CMCT-G	1.84	0.41	C449H561N177O324P46	
947.62532	2	8391860.64	w06	0.22	0.46	C56H73N21O42P6	
1547.799412	5	23785852.077540223	w24	1.64	0.33	C228H285N91O169P24	
1720.449645	5	35724406.87	w26+CMCT	1.57	0.26	C260H332N98O186P26	
1756.046559	5	26404254.68	w27+CMCT-G	-0.57	0.41	C265H339N98O191P27	
1536.359723	6	27918406.37	w29-G	3.55	0.43	C271H338N105O204P29	
1766.583843	6	21759874.917360693	w32+CMCT	-1.23	0.36	C319H404N126O226P32	
1525.190464	7	30666794.322420835	w33	-2.65	0.29	C315H391N128O231P33	
1561.076142	7	46638092.611650854	w33+CMCT	-2.59	0.32	C329H416N131O232P33	
2016.956384	6	21632112.814029574	w37+CMCT-G	2.52	0.43	C363H459N144O258P37	
1524.188833	8	110776109.65	w38-G	-2.49	0.21	C359H446N146O264P38	
2182.967765	6	18313086.98	w40+CMCT-G	-1.64	0.4	C392H494N156O280P40	
1545.748932	9	50578950.20906673	w43	-0.53	0.25	C410H508N165O303P43	
1515.802461	10	218050627.64187542	w46+CMCT	-2.36	0.1	C453H568N180O326P46	
547.11879	1	7112767.12	y02	-1.35	0.18	C18H25N6O12P1	
852.16124	1	25091367.82	y03	0.5	0.26	C27H37N9O19P2	
1181.213455	1	32092149.66	y04	0.1	0.1	C37H49N14O25P3	
590.10256	2	8144961.96	y04	-0.8	0.33	C37H49N14O25P3	
1487.23881	1	11160272.55	y05	0.11	0.39	C46H60N16O33P4	
743.115677	2	35283981.16	y05	-0.01	0.13	C46H60N16O33P4	
907.642048	2	81650869.96	y06	0.12	0.05	C56H72N21O39P5	
1080.166245	2	99486169.72	y07	0.54	0.08	C66H84N26O46P6	
1205.767249	2	16236936.87	y07+CMCT	1.42	0.24	C80H109N29O47P6	
1244.690747	2	56193285.33	y08	-0.94	0.1	C76H96N31O52P7	
829.458764	3	19238069.26	y08	-0.11	0.24	C76H96N31O52P7	
1409.221631	2	58544828.19	y09	2.45	0.07	C86H108N36O58P8	
939.143219	3	41116663.14	y09	0.2	0.16	C86H108N36O58P8	
1573.742981	2	37635108.36	y10	-0.93	0.14	C96H120N41O64P9	
1048.82694	3	56765814.91	y10	-0.25	0.15	C96H120N41O64P9	
1699.34137	2	22118457.50533078	y10+CMCT	-1.74	0.43	C110H145N44O65P9	
1746.268958	2	26774570.84	y11	0.46	0.36	C106H132N46O71P10	
1163.843644	3	93453808.31	y11	0.54	0.1	C106H132N46O71P10	
1871.870251	2	27101121.54	y11+CMCT	1.18	0.2	C120H157N49O72P10	
1278.857628	3	90748526.63819507	y12	-0.94	0.08	C116H144N51O78P11	
1362.590968	3	19476767.4	y12+CMCT	-0.81	0.31	C130H169N54O79P11	
1380.86623	3	65269110.85	y13	-0.74	0.05	C125H155N53O86P12	
1464.596206	3	17908383.05	y13+CMCT	-2.94	0.44	C139H180N56O87P12	
1495.884744	3	89212767.14	y14	1.12	0.12	C135H167N58O93P13	
1597.893616	3	66232113.70669282	y15	1.32	0.08	C144H178N60O101P14	
1681.624504	3	33843355.49	y15+CMCT	-0.15	0.2	C158H203N63O102P14	
1547.546639	3	37402490.69	y15-G	3.19	0.23	C139H173N55O100P14	
1699.575392	3	45513266.231118746	y16	2.04	0.15	C153H190N63O108P15	
1783.306928	3	19158264.35	y16+CMCT	0.98	0.36	C167H215N66O109P15	
1814.587968	3	74371204.87	y17	0.12	0.11	C163H202N68O115P16	
1360.687733	4	18911682.38	y17	-0.92	0.35	C163H202N68O115P16	
1929.605536	3	63328233.216131486	y18	1.03	0.16	C173H214N73O122P17	
2013.344518	3	43412997.11	y18+CMCT	3.83	0.16	C187H239N76O123P17	
1523.45615	4	41492892.75	y19	-0.67	0.3	C182H225N75O130P18	
2115.345313	3	16590637.99	y19+CMCT	0.03	0.43	C196H250N78O131P18	
1599.714731	4	19492931.436477594	y20	-1.73	0.35	C191H237N78O137P19	
1838.745322	4	95077517.3519276	y23	-0.37	0.11	C219H272N88O159P22	
1901.540035	4	65344815.77	y23+CMCT	-3.11	0.21	C233H297N91O160P22	
1914.999089	4	80973602.81	y24	-3.78	0.13	C228H284N91O166P23	
1977.800325	4	158814696.13	y24+CMCT	-3.0	0.06	C242H309N94O167P23	
1582.042087	5	64270633.17946112	y24+CMCT	-0.93	0.4	C242H309N94O167P23	
2054.305474	4	71959536.22	y25+CMCT	-3.46	0.13	C251H320N96O175P24	
2213.078274	4	17945472.14	y27+CMCT	-1.7	0.37	C270H343N103O189P26	
1770.262275	5	22517324.63	y27+CMCT	-1.08	0.39	C270H343N103O189P26	
1839.27317	5	246270704.96	y28+CMCT	-0.27	0.06	C280H355N108O196P27	
1532.563073	6	29356221.08	y28+CMCT	1.89	0.43	C280H355N108O196P27	
1548.206224	6	25474848.89	y29	3.08	0.37	C276H342N110O202P28	
1908.278484	5	176943673.78	y29+CMCT	-2.45	0.06	C290H367N113O203P28	
1590.070822	6	53061463.54	y29+CMCT	1.72	0.26	C290H367N113O203P28	
1974.084208	5	26626323.21	y30+CMCT	-4.79	0.39	C300H379N118O209P29	
1695.75089	6	61251412.28	y31+CMCT	0.3	0.16	C309H391N121O216P30	
1711.387875	6	159594043.07	y32	-2.21	0.1	C305H378N123O222P31	
2104.117166	5	61344135.23	y32+CMCT	2.74	0.23	C319H403N126O223P31	
1753.254873	6	1593213949.03	y32+CMCT	-1.95	0.02	C319H403N126O223P31	
1502.648094	7	54883031.00535	y32+CMCT	-0.55	0.21	C319H403N126O223P31	
1728.087097	6	135060525.08	y32+CMCT-G	2.15	0.05	C314H398N121O222P31	
1808.096182	6	46434270.26	y33+CMCT	-2.32	0.23	C329H415N131O229P32	
1593.229622	7	24135269.22	y34+CMCT	-2.59	0.43	C338H427N134O236P33	
1642.525121	7	260112165.29	y35+CMCT	-0.68	0.06	C348H439N139O243P34	
1689.538143	7	150088903.85	y36+CMCT	2.6	0.1	C358H451N144O249P35	
1738.830543	7	325444175.79	y37+CMCT	2.48	0.06	C368H463N149O256P36	
1717.24191	7	37394406.44	y37+CMCT-G	-3.4	0.27	C363H458N144O255P36	
1533.077827	8	34388627.59	y38	-0.12	0.43	C364H450N151O262P37	
1788.119111	7	239162830.95	y38+CMCT	0.21	0.07	C378H475N154O263P37	
1564.477116	8	29603346.055321895	y38+CMCT	-0.55	0.33	C378H475N154O263P37	
1766.542061	7	32737381.28012996	y38+CMCT-G	1.03	0.33	C373H470N149O262P37	
1545.594439	8	64668901.61	y38+CMCT-G	-1.53	0.32	C373H470N149O262P37	
1373.756899	9	16854131.42	y38+CMCT-G	3.64	0.43	C373H470N149O262P37	
1837.413781	7	158636231.85308915	y39+CMCT	1.39	0.06	C388H487N159O270P38	
1607.607736	8	142633912.92	y39+CMCT	-0.73	0.13	C388H487N159O270P38	
1815.839653	7	19762867.91	y39+CMCT-G	3.81	0.43	C383H482N154O269P38	
1557.327934	8	12101406.744504936	y39-G	0.11	0.44	C369H457N151O268P38	
1645.860512	8	126726140.54	y40+CMCT	-0.95	0.11	C397H498N161O278P39	
1684.116839	8	149096984.92	y41+CMCT	0.95	0.07	C406H509N163O286P40	
1722.246379	8	116643396.45	y42+CMCT	0.57	0.09	C415H521N166O293P41	
1760.495835	8	18645093.43	y43+CMCT	-1.54	0.54	C424H532N168O301P42	
1741.612632	8	10248042.88643461	y43+CMCT-G	-2.73	0.49	C419H527N163O300P42	
1598.775223	9	105026612.90258515	y44+CMCT	-2.05	0.13	C433H543N170O309P43	
1581.993961	9	41528615.95422898	y44+CMCT-G	-0.8	0.43	C428H538N165O308P43	
1637.114835	9	194049273.25	y45+CMCT	-1.38	0.07	C443H555N175O316P44	
1675.451661	9	286054530.36	y46+CMCT	-2.41	0.06	C453H567N180O323P45	
1658.673278	9	36858146.02465985	y46+CMCT-G	0.51	0.3	C448H562N175O322P45	

 
 



Original data of remodelled ions:
m/z 	z 	I 	fragment 	error 	shape_error 	formula 
1244.952185	10	104423533.64	a39-G	-0.46	0.57	C368H452N146O273P38	
1278.857628	3	91762201.6	y12	-0.94	0.08	C116H144N51O78P11	
1279.596828	5	22733034.45	a19+CMCT	-3.51	0.35	C197H248N80O132P18	
1340.445338	7	68944908.51	c29	-1.46	0.14	C276H340N109O207P29	
1502.589578	5	17414340.9	c23	3.22	0.54	C221H270N91O163P23	
1502.648094	7	60625495.96	y32+CMCT	-0.55	0.21	C319H403N126O223P31	
1502.086015	10	29970898.17	RNA-G	-2.14	0.38	C444H549N177O328P46	
1502.903423	10	35374615.18	c46+CMCT-G	1.84	0.41	C449H561N177O324P46	
1503.054803	8	39352644.86	c37	-1.2	0.33	C353H434N141O265P37	
1515.802461	10	243919402.76	w46+CMCT	-2.36	0.1	C453H568N180O326P46	
1515.402274	10	150786862.59	RNA-H2O	6.04	0.19	C449H552N182O328P46	
1517.392627	5	156409155.93	a24-G	1.83	0.1	C225H276N89O166P23	
1517.592928	5	100367664.41	w24-G	3.91	0.33	C223H280N86O168P24	
1518.001658	10	203561641.16	c46+CMCT	-2.6	0.1	C454H566N182O325P46	
1517.191584	10	250620956.71	RNA	-1.71	0.09	C449H554N182O329P46	
1525.190464	7	59102563.71	w33	-2.65	0.29	C315H391N128O231P33	
1525.412696	10	309152932.65	RNA+CMCT-G-H2O	2.98	0.07	C458H572N180O328P46	
1527.011927	10	5940157325.37	RNA+CMCT-A-H2O	2.81	0.18	C458H572N180O329P46	
1528.857	9	2436240872.35	a43-G	0.03	0.3	C407H499N163O300P42	
1528.962898	9	1621138609.81	w43-G	-2.34	0.47	C405H503N160O302P43	
1529.414895	10	2563450603.29	RNA+CMCT-C-H2O	4.01	0.39	C459H572N182O328P46	
1531.800493	5	142010540.13	y24	-2.03	0.12	C228H284N91O166P23	
1540.637931	7	659943690.44	c33+CMCT-G	2.1	0.39	C323H407N122O236P33	
1545.748932	9	103102087.34	w43	-0.53	0.25	C410H508N165O303P43	
1545.639798	9	115761964.1	a43	-0.28	0.2	C412H504N168O301P42	
1547.799412	5	35966391.29	w24	1.64	0.33	C228H285N91O169P24	
1547.598917	5	35335521.17	a24	-0.53	0.35	C230H281N94O167P23	
1556.947771	4	72048385.38	c19	1.71	0.1	C183H224N77O134P19	
1556.443527	8	52625402.54	a39-G	0.49	0.3	C368H452N146O273P38	
1557.327934	8	30696922.55	y39-G	0.11	0.44	C369H457N151O268P38	
1561.076142	7	48762447.31	w33+CMCT	-2.59	0.32	C329H416N131O232P33	
1562.213828	7	116090478.48	c33+CMCT	0.41	0.07	C328H412N127O237P33	
1564.023816	6	20839344.7	c29	0.49	0.43	C276H340N109O207P29	
1564.477116	8	32042953.32	y38+CMCT	-0.55	0.33	C378H475N154O263P37	
1582.042087	5	72722028.13	y24+CMCT	-0.93	0.4	C242H309N94O167P23	
1581.993961	9	70185088.25	y44+CMCT-G	-0.8	0.43	C428H538N165O308P43	
1582.206308	9	57680544.05	a44	2.96	0.36	C422H516N173O307P43	
1582.435875	9	74949507.41	c43+CMCT	-0.37	0.17	C426H530N171O305P43	
1597.893616	3	66540706.08	y15	1.32	0.08	C144H178N60O101P14	
1598.775223	9	117947967.81	y44+CMCT	-2.05	0.13	C433H543N170O309P43	
1599.714731	4	21625010.83	y20	-1.73	0.35	C191H237N78O137P19	
1634.973896	9	29011777.33	a46-A	-5.27	0.48	C435H535N174O321P45	
1657.853168	8	111874737.38	c40+CMCT	1.14	0.15	C397H495N159O284P40	
1658.673278	9	41052849.56	y46+CMCT-G	0.51	0.3	C448H562N175O322P45	
1696.793898	9	42455571.45	RNA+CMCT-A-H2O	4.02	0.33	C458H572N180O329P46	
1697.016679	9	50523075.53	RNA+CMCT-G	3.32	0.22	C458H574N180O329P46	
1699.34137	2	25666732.89	y10+CMCT	-1.74	0.43	C110H145N44O65P9	
1698.795315	9	31303791.44	RNA+CMCT-A	4.16	0.44	C458H574N180O330P46	
1699.462351	9	50418281.07	RNA+CMCT-C-H2O	4.33	0.35	C459H572N182O328P46	
1699.575392	3	51461674.13	y16	2.04	0.15	C153H190N63O108P15	
1739.091511	8	104437753.43	w43	-1.65	0.42	C410H508N165O303P43	
1741.612632	8	17973608.32	y43+CMCT-G	-2.73	0.49	C419H527N163O300P42	
1742.11271	8	64602322.66	c42+CMCT	-0.61	0.24	C417H519N169O297P42	
1753.505106	7	597169440.28	a38	-0.86	0.53	C363H445N146O268P37	
1766.583843	6	28846813.17	w32+CMCT	-1.23	0.36	C319H404N126O226P32	
1766.542061	7	37836255.96	y38+CMCT-G	1.03	0.33	C373H470N149O262P37	
1838.745322	4	98756290.52	y23	-0.37	0.11	C219H272N88O159P22	
1837.413781	7	158939098.89	y39+CMCT	1.39	0.06	C388H487N159O270P38	
1851.560903	3	23348915.72	c17	-0.91	0.42	C163H200N67O121P17	
1850.893785	6	20716139.95	a35-G	0.53	0.44	C328H404N126O247P34	
1929.775255	6	44612332.55	w35+CMCT	-0.5	0.35	C348H440N139O246P35	
1931.262814	6	84435845.0	c35+CMCT	0.4	0.13	C347H435N134O252P35	
1929.605536	3	64884151.2	y18	1.03	0.16	C173H214N73O122P17	
2017.545891	4	56038657.6	c24+CMCT	1.43	0.26	C244H307N97O171P24	
2016.956384	6	36437099.96	w37+CMCT-G	2.52	0.43	C363H459N144O258P37	

 
 
peak list: 
m/z 	z 	I 	fragment 	error_/ppm	used?
689.08748	1	23649298.45687035	c02	-0.16	1	
690.09013	1	6210937.872731532	c02	0.02	1	
691.092248195587	1	1465410.7434925786	c02	0.0	1	
692.0945412758635	1	242009.13631371202	c02	0.0	1	
538.03727	1	4646479.3080271045	c02-G	-1.7	1	
539.0409832593043	1	877730.6116122444	c02-G	0.0	1	
540.0429400984978	1	202576.69432830389	c02-G	0.0	1	
541.0454245348401	1	27809.963549698812	c02-G	0.0	1	
1034.1343	1	25681882.123149328	c03	-0.7	1	
1035.13781	1	10117123.005525561	c03	0.25	1	
1036.1397683090518	1	3051294.0883081984	c03	0.0	1	
1037.1420558473963	1	678588.2475374194	c03	0.0	1	
1038.1442724389087	1	128549.69695859535	c03	0.0	1	
1340.15854	1	7541116.28523838	c04	-1.34	1	
1341.16058	1	3798130.404230033	c04	-1.77	0	
1342.1652441615668	1	1386978.8974505418	c04	0.0	1	
1343.1675831879802	1	377361.3640378514	c04	0.0	1	
1344.1698512279286	1	86627.00777480024	c04	0.0	1	
669.57604	2	11180551.384713976	c04	-0.73	1	
670.07657	2	5631154.6651870785	c04	-1.89	1	
670.5792	2	2056351.9041358382	c04	0.32	0	
671.0801533589902	2	559480.5810765435	c04	0.0	1	
671.5812873789644	2	128434.26292551262	c04	0.0	1	
822.58917	2	30353092.38848406	c05	-0.01	1	
823.09085	2	18617749.813822217	c05	0.4	1	
823.59173	2	7924310.195320856	c05	0.04	1	
824.0928877375347	2	2525485.420823755	c05	0.0	1	
824.5940428286563	2	673855.2877763109	c05	0.0	1	
825.0951949565015	2	155167.5133680765	c05	0.0	1	
975.11009	2	41840640.55117293	c06	0.28	1	
975.61209	2	30396291.75277611	c06	0.94	1	
976.11366	2	14671614.856112203	c06	1.32	1	
976.6135728108246	2	5310786.322075478	c06	0.0	1	
977.1147419141731	2	1596965.1365872666	c06	0.0	1	
977.6159037977413	2	414019.0806010866	c06	0.0	1	
1128.12207	2	31331495.43364221	c07	-0.36	1	
1128.62257	2	26199203.853490368	c07	-1.13	1	
1129.12552	2	14169683.32688565	c07	0.4	1	
1129.6262802182237	2	5741892.139123159	c07	0.0	1	
1130.127464750884	2	1923852.564654628	c07	0.0	1	
1130.6286393539094	2	555084.2438804203	c07	0.0	1	
1281.13537	2	38864093.376592904	c08	0.19	1	
1281.63788	2	36761935.23756141	c08	1.07	1	
1282.13858	2	21992565.548852444	c08	0.65	1	
1282.64264	2	9838238.850502921	c08	2.85	1	
1283.1401766350089	2	3624389.263652486	c08	0.0	1	
1283.6413626052852	2	1148137.2229779076	c08	0.0	1	
1284.1425365773393	2	322265.6841120933	c08	0.0	1	
853.7539	3	36208316.874800876	c08	-0.5	1	
854.08878	3	34249809.64085014	c08	0.23	1	
854.42241	3	20489704.328527648	c08	-0.39	1	
854.75742	3	9165943.132576317	c08	0.62	1	
855.09211	3	3376716.7463372387	c08	1.27	1	
855.4251495801902	3	1069679.3048149704	c08	0.0	1	
855.7592655615597	3	300243.6695264063	c08	0.0	1	
1453.6618	2	10957077.247713389	c09	2.04	1	
1454.16513	2	11803219.801652256	c09	3.38	1	
1454.66501	2	7806425.197879056	c09	2.44	1	
1455.162687854196	2	3843570.0004616515	c09	0.0	1	
1455.6638891563466	2	1549610.4827831392	c09	0.0	1	
1456.1650771034356	2	535774.3438614678	c09	0.0	1	
1456.6662535241721	2	163741.2795187696	c09	0.0	1	
968.7706	3	50012128.90879393	c09	0.48	1	
969.1048	3	53874234.60779664	c09	0.43	1	
969.43914	3	35631394.62165056	c09	0.61	1	
969.77374	3	17543466.56387554	c09	1.07	1	
970.10762	3	7072991.95499803	c09	0.81	1	
970.4409592456238	3	2445471.081881444	c09	0.0	1	
970.7750768594482	3	747375.3989178566	c09	0.0	1	
1083.78584	3	63122489.15642529	c10	-0.1	1	
1084.11979	3	76285847.59798437	c10	-0.37	1	
1084.45427	3	55312306.41008448	c10	-0.08	1	
1084.78877	3	29705870.923551004	c10	0.24	1	
1085.1227	3	13001851.719557382	c10	0.05	1	
1085.45685	3	4867265.237500867	c10	0.07	1	
1085.7908890547205	3	1607105.0939561364	c10	0.0	1	
1086.1250025121308	3	477758.89538154285	c10	0.0	1	
1198.80293	3	25573020.141136266	c11	0.98	1	
1199.1365	3	34264013.83001345	c11	0.42	1	
1199.47081	3	27039043.533646803	c11	0.54	1	
1199.80464	3	15724250.523049844	c11	0.27	1	
1200.1384529909765	3	7421656.088235514	c11	0.0	1	
1200.472581149667	3	2988454.5267058597	c11	0.0	1	
1200.806701824158	3	1059285.6163156186	c11	0.0	1	
1201.1408167008353	3	337555.1741472259	c11	0.0	1	
1148.4579	3	7663593.547317834	c11-G	5.18	1	
1148.78721	3	9703072.573757645	c11-G	0.87	1	
1149.12714	3	7353546.9837199235	c11-G	5.88	1	
1149.45528	3	4125453.9711596873	c11-G	0.64	1	
1149.7886835758038	3	1885355.4503161034	c11-G	0.0	1	
1150.1228159746702	3	736764.451974604	c11-G	0.0	1	
1150.4569404094057	3	253907.82001375666	c11-G	0.0	1	
1150.791058792906	3	78775.7648231918	c11-G	0.0	1	
1308.48375	3	39103753.547610536	c12	-1.67	1	
1308.81922	3	57513079.08813048	c12	-0.72	1	
1309.1535	3	48997534.37273212	c12	-0.64	1	
1309.48669	3	30593239.146135498	c12	-1.37	1	
