spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1710_62_6n.csv
limit_error:	6.5	2020-04-29
noise_limit:	1800000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1646.808382	5	60782206.0	a26+DEPC+H2O-CO-A	-3.82	0.28	C244H307N94O182P25	5.6
1643.605051	5	38393445.63	a26+DEPC+H2O-CO-G	-6.47	0.27	C244H307N94O181P25	3.2
344.04057	1	6453380.9	c01	1.2	0.12	C10H12N5O7P1	0.1
689.088202	1	24202043.49	c02	0.89	0.07	C20H24N10O14P2	0.3
751.12459	1	5292064.82	c02+DEPC+H2O-CO	0.29	0.22	C22H30N10O16P2	0.3
538.0384	1	7362943.41	c02-G	0.4	0.16	C15H19N5O13P2	0.2
994.130058	1	133674923.47	c03	1.19	0.05	C29H36N13O21P3	1.2
1056.164868	1	29001186.61	c03+DEPC+H2O-CO	-0.75	0.1	C31H42N13O23P3	0.4
1010.12231	1	6960719.33	c03+DEPC+H2O-CO-Eth	-1.47	0.28	C29H36N13O22P3	0.6
843.080289	1	19118375.05	c03-G	0.97	0.06	C24H31N8O20P3	0.2
1339.17426	1	14232375.21	c04	-1.53	0.05	C39H48N18O28P4	0.1
669.084664	2	19877130.22	c04	0.22	0.11	C39H48N18O28P4	0.3
1188.12578	1	4718082.7	c04-G	-0.95	0.31	C34H43N13O27P4	0.6
822.09724	2	44943936.21	c05	0.08	0.06	C48H59N20O36P5	0.5
853.115353	2	13252629.24	c05+DEPC+H2O-CO	-0.24	0.1	C50H65N20O38P5	0.2
746.57134	2	5167824.54	c05-G	-1.51	0.37	C43H54N15O35P5	1.2
974.619153	2	98612204.63	c06	1.37	0.03	C57H71N23O43P6	0.7
1005.635569	2	16847504.04	c06+DEPC+H2O-CO	-0.63	0.19	C59H77N23O45P6	0.6
899.09405	2	18707790.36	c06-G	1.05	0.17	C52H66N18O42P6	0.6
1139.144031	2	41804439.88	c07	-0.04	0.06	C67H83N28O49P7	0.4
1170.160717	2	12070213.15	c07+DEPC+H2O-CO	-1.49	0.22	C69H89N28O51P7	0.6
1063.620556	2	11057104.55	c07-G	1.12	0.2	C62H78N23O48P7	0.5
1291.666422	2	73565420.0	c08	1.32	0.21	C76H95N31O56P8	3.3
860.77636	3	10083561.0	c08	2.68	0.09	C76H95N31O56P8	0.1
1322.681633	2	21068112.91	c08+DEPC+H2O-CO	-1.11	0.14	C78H101N31O58P8	0.5
1216.140365	2	21785532.22	c08-G	0.29	0.24	C71H90N26O55P8	1.3
1456.188456	2	28701130.48	c09	-1.73	0.07	C86H107N36O62P9	0.3
970.458357	3	21239354.99	c09	0.13	0.13	C86H107N36O62P9	0.4
1072.137942	3	35692845.25	c10	-0.66	0.1	C95H119N39O69P10	0.5
1092.816785	3	12252177.28	c10+DEPC+H2O-CO	-0.73	0.36	C97H125N39O71P10	2.5
1616.705689	2	5520965.0	c10+DEPC+H2O-CO-Eth	-2.1	0.11	C95H119N39O70P10	0.1
1533.194093	2	15381623.0	c10-G	4.68	0.29	C90H114N34O68P10	1.6
1173.818796	3	61322228.6	c11	-0.24	0.05	C104H131N42O76P11	0.6
1194.500717	3	12063156.65	c11+DEPC+H2O-CO	2.27	0.35	C106H137N42O78P11	2.2
1275.8284	3	44719782.0	c12	0.69	0.05	C113H142N44O84P12	0.4
1377.834684	3	65500627.79	c13	-0.92	0.11	C122H153N46O92P13	1.1
1398.510523	3	107582825.0	c13+DEPC+H2O-CO	-3.11	0.17	C124H159N46O94P13	3.3
1479.516431	3	199233558.68	c14	0.03	0.03	C131H165N49O99P14	1.5
1500.197824	3	78103475.0	c14+DEPC+H2O-CO	1.68	0.04	C133H171N49O101P14	0.6
1484.848522	3	11611735.48	c14+DEPC+H2O-CO-Eth	0.34	0.32	C131H165N49O100P14	1.6
1429.16818	3	32907408.17	c14-G	1.12	0.17	C126H160N44O98P14	1.0
1594.531934	3	162276430.69	c15	-0.16	0.05	C141H177N54O106P15	1.5
1615.211014	3	52893575.0	c15+DEPC+H2O-CO	-0.06	0.1	C143H183N54O108P15	0.8
1544.180446	3	41059815.34	c15-G	-1.26	0.12	C136H172N49O105P15	0.8
1709.547324	3	130785678.0	c16	-0.4	0.01	C151H189N59O113P16	0.8
1730.231595	3	52841345.75	c16+DEPC+H2O-CO	2.7	0.06	C153H195N59O115P16	0.5
1659.199578	3	57998791.07	c16-G	0.83	0.06	C146H184N54O112P16	0.6
1244.149456	4	12257653.2	c16-G	2.11	0.39	C146H184N54O112P16	3.4
1824.566342	3	39437296.41	c17	1.38	0.14	C161H201N64O120P17	0.9
1845.243752	3	9894454.88	c17+DEPC+H2O-CO	0.55	0.59	C163H207N64O122P17	20.1
1774.213691	3	33592029.84	c17-G	-0.18	0.12	C156H196N59O119P17	0.6
1926.575201	3	34999387.02	c18	1.53	0.14	C170H212N66O128P18	0.8
1444.671917	4	81913267.51	c18	-3.77	0.12	C170H212N66O128P18	1.5
1947.258969	3	12953374.72	c18+DEPC+H2O-CO	4.0	0.36	C172H218N66O130P18	2.6
1460.180295	4	29520277.18	c18+DEPC+H2O-CO	-4.29	0.18	C172H218N66O130P18	1.0
1876.22084	3	20965972.23	c18-G	-0.86	0.31	C165H207N61O127P18	2.6
1406.913805	4	20432498.58	c18-G	-0.86	0.22	C165H207N61O127P18	1.0
2041.598342	3	9873109.77	c19	5.04	0.46	C180H224N71O135P19	5.5
1530.941761	4	103776367.0	c19	1.66	0.07	C180H224N71O135P19	1.2
1546.450587	4	32963479.53	c19+DEPC+H2O-CO	1.4	0.13	C182H230N71O137P19	0.7
1534.941128	4	18693400.76	c19+DEPC+H2O-CO-Eth	2.07	0.35	C180H224N71O136P19	3.4
1493.175659	4	45756591.82	c19-G	-0.81	0.16	C175H219N66O134P19	1.3
1613.20503	4	40962526.97	c20	1.66	0.12	C190H236N76O141P20	0.8
1628.71382	4	90623443.0	c20+DEPC+H2O-CO	1.39	0.08	C192H242N76O143P20	1.1
1617.208161	4	11946949.0	c20+DEPC+H2O-CO-Eth	4.38	0.36	C190H236N76O142P20	2.4
1710.97161	4	93610593.0	c21+DEPC+H2O-CO	-1.8	0.06	C202H254N81O149P21	0.9
1699.467595	4	14866268.49	c21+DEPC+H2O-CO-Eth	1.99	0.35	C200H248N81O148P21	2.7
1797.235153	4	27289788.51	c22+DEPC+H2O-CO	-0.77	0.26	C212H266N86O156P22	2.0
1498.793675	5	31104876.0	c23+DEPC+H2O-CO	0.56	0.25	C221H277N88O164P23	2.1
1559.803279	5	152482607.0	c24+DEPC+H2O-CO	1.4	0.04	C230H289N91O171P24	1.3
1550.593944	5	27303178.35	c24+DEPC+H2O-CO-Eth	0.79	0.18	C228H283N91O170P24	0.9
1529.595249	5	27754523.0	c24+DEPC+H2O-CO-G	2.64	0.23	C225H284N86O170P24	1.5
1616.397878	5	37932652.0	c25	-3.31	0.29	C238H295N96O176P25	3.8
1628.81101	5	47008113.0	c25+DEPC+H2O-CO	0.26	0.25	C240H301N96O178P25	3.2
1619.601704	5	8290143.0	c25+DEPC+H2O-CO-Eth	-0.31	0.54	C238H295N96O177P25	10.2
1408.017312	6	78121610.33	c26+DEPC+H2O-CO	2.01	0.1	C249H313N99O185P26	1.2
1400.344983	6	89647187.0	c26+DEPC+H2O-CO-Eth	2.96	0.39	C247H307N99O184P26	24.6
1372.497495	6	25571834.1	c26-G	-1.91	0.23	C242H302N94O182P26	1.4
627.08593	1	23696801.49	w02	0.11	0.19	C18H26N6O15P2	0.9
972.133684	1	19942732.51	w03	0.4	0.09	C28H38N11O22P3	0.3
791.096482	2	114703982.2	w05	0.22	0.06	C46H61N16O37P5	1.2
963.620657	2	264980899.58	w06	0.66	0.03	C56H73N21O44P6	2.0
1128.145261	2	671932774.01	w07	-0.9	0.01	C66H85N26O50P7	4.1
751.761648	3	23365704.06	w07	-0.15	0.08	C66H85N26O50P7	0.3
1292.671507	2	37243546.0	w08	-0.8	0.08	C76H97N31O56P8	0.5
861.445554	3	13474346.0	w08	-0.44	0.1	C76H97N31O56P8	0.2
1618.211527	2	15910698.0	w10	1.62	0.37	C95H120N38O71P10	3.6
1078.469721	3	21861551.06	w10	-0.43	0.27	C95H120N38O71P10	1.8
1193.483863	3	71506530.94	w11	-1.78	0.05	C105H132N43O78P11	0.7
1214.167332	3	17908278.74	w11+DEPC+H2O-CO	1.99	0.35	C107H138N43O80P11	3.3
1308.500732	3	68208012.12	w12	-0.82	0.03	C115H144N48O85P12	0.5
1329.183843	3	9292774.5	w12+DEPC+H2O-CO	2.34	0.42	C117H150N48O87P12	3.4
1627.21509	3	11454595.96	w15	5.29	0.43	C143H179N58O107P15	4.7
1632.542832	3	29941781.0	w15+DEPC+H2O-CO-Eth	2.89	0.17	C143H179N58O108P15	0.9
1464.691442	4	17300848.41	w18+DEPC+H2O-CO	1.53	0.37	C172H220N66O131P18	3.9
1453.181968	4	17205560.96	w18+DEPC+H2O-CO-Eth	2.22	0.21	C170H214N66O130P18	0.8
1531.442661	4	9121365.0	w19	-0.31	0.27	C180H226N71O135P19	0.8
1607.70278	4	57945808.0	w20	-0.42	0.14	C189H238N74O142P20	1.3
1623.211541	4	10229833.36	w20+DEPC+H2O-CO	-0.69	0.58	C191H244N74O144P20	18.8
1473.98166	5	10624316.0	w23	-2.36	0.38	C217H273N84O163P23	2.6
1603.998789	5	86914020.73	w25	-2.55	0.13	C236H297N92O177P25	1.8
1673.010834	5	1168435501.52	w26	-0.92	0.03	C246H309N97O184P26	8.8
1394.00808	6	461239895.16	w26	-0.73	0.03	C246H309N97O184P26	3.5
1404.350577	6	39128200.72	w26+DEPC+H2O-CO	1.44	0.33	C248H315N97O186P26	5.9
1396.669918	6	11589742.12	w26+DEPC+H2O-CO-Eth	-3.58	0.59	C246H309N97O185P26	23.5
547.120171	1	24021366.76	y02	1.17	0.05	C18H25N6O12P1	0.2
892.167642	1	186861475.36	y03	0.76	0.07	C28H37N11O19P2	2.1
1197.208548	1	68881418.4	y04	0.25	0.04	C37H49N14O26P3	0.6
598.10119	2	7239787.21	y04	1.17	0.33	C37H49N14O26P3	1.1
606.09611	2	5193235.58	y04+DEPC+H2O-CO-Eth	-3.03	0.33	C37H49N14O27P3	0.8
751.113233	2	57585618.95	y05	0.13	0.09	C46H60N16O34P4	0.8
1352.18083	1	7610959.0	y05-G	-2.45	0.16	C41H55N11O33P4	0.2
923.637755	2	176341352.8	y06	0.97	0.04	C56H72N21O41P5	1.5
1088.164621	2	119975986.36	y07	1.38	0.02	C66H84N26O47P6	0.8
1119.180831	2	8570103.46	y07+DEPC+H2O-CO	-0.6	0.21	C68H90N26O49P6	0.4
1012.634865	2	8996618.23	y07-G	-3.5	0.21	C61H79N21O46P6	0.4
1252.690472	2	81531623.0	y08	0.87	0.04	C76H96N31O53P7	0.7
834.790443	3	11070484.68	y08	-0.06	0.26	C76H96N31O53P7	0.8
1283.709331	2	37476750.98	y08+DEPC+H2O-CO	1.22	0.1	C78H102N31O55P7	0.6
1260.685288	2	15925185.46	y08+DEPC+H2O-CO-Eth	-1.23	0.25	C76H96N31O54P7	1.1
949.806337	3	33930044.53	y09	0.03	0.05	C86H108N36O60P8	0.3
1456.230121	2	20749103.17	y09+DEPC+H2O-CO	-0.94	0.06	C88H114N36O62P8	0.2
970.485948	3	17682210.49	y09+DEPC+H2O-CO	0.74	0.15	C88H114N36O62P8	0.4
1578.224043	2	20631527.96	y10	-1.08	0.15	C95H119N38O68P9	0.5
1051.815078	3	56824404.82	y10	0.32	0.07	C95H119N38O68P9	0.6
1072.492871	3	32001617.48	y10+DEPC+H2O-CO	-0.74	0.07	C97H125N38O70P9	0.4
1057.14408	3	14390573.21	y10+DEPC+H2O-CO-Eth	-2.17	0.18	C95H119N38O69P9	0.5
1166.830194	3	109433790.13	y11	-0.31	0.04	C105H131N43O75P10	0.9
1187.510286	3	69792131.71	y11+DEPC+H2O-CO	0.68	0.04	C107H137N43O77P10	0.6
1172.160106	3	16837545.7	y11+DEPC+H2O-CO-Eth	-1.78	0.31	C105H131N43O76P10	2.1
1116.480633	3	17086339.98	y11-G	-0.1	0.31	C100H126N38O74P10	2.1
1281.8472	3	124244687.97	y12	0.65	0.05	C115H143N48O82P11	1.1
1302.525294	3	80414190.89	y12+DEPC+H2O-CO	0.0	0.04	C117H149N48O84P11	0.7
1287.179891	3	18116320.21	y12+DEPC+H2O-CO-Eth	1.47	0.26	C115H143N48O83P11	1.4
1252.174422	3	13634604.0	y12+DEPC+H2O-CO-G	-0.85	0.19	C112H144N43O83P11	0.5
1231.494551	3	22859148.69	y12-G	-1.63	0.2	C110H138N43O81P11	0.9
1396.859803	3	105745695.16	y13	-1.7	0.05	C125H155N53O89P12	1.0
1417.539076	3	67753055.09	y13+DEPC+H2O-CO	-1.43	0.21	C127H161N53O91P12	3.1
1402.193267	3	13622554.0	y13+DEPC+H2O-CO-Eth	-0.39	0.47	C125H155N53O90P12	8.3
1367.19573	3	20223907.49	y13+DEPC+H2O-CO-G	3.24	0.08	C122H156N48O90P12	0.3
1346.513814	3	35771876.02	y13-G	1.07	0.07	C120H150N48O88P12	0.4
1498.544911	3	43425497.44	y14	1.54	0.07	C134H167N56O96P13	0.5
1519.220888	3	33741981.47	y14+DEPC+H2O-CO	-0.42	0.14	C136H173N56O98P13	0.8
1600.550829	3	20933411.0	y15	-0.13	0.29	C143H178N58O104P14	2.1
1702.561337	3	27108666.0	y16	1.1	0.2	C152H189N60O112P15	1.1
1276.669071	4	7920057.0	y16	1.01	0.33	C152H189N60O112P15	1.2
1723.239555	3	21990133.0	y16+DEPC+H2O-CO	0.67	0.21	C154H195N60O114P15	1.0
1707.895709	3	8272628.0	y16+DEPC+H2O-CO-Eth	2.69	0.54	C152H189N60O113P15	10.2
1804.237003	3	19151396.0	y17	-1.6	0.3	C161H201N63O119P16	2.1
1352.929813	4	23651521.0	y17	1.26	0.2	C161H201N63O119P16	1.0
1368.441494	4	12199568.65	y17+DEPC+H2O-CO	3.07	0.37	C163H207N63O121P16	2.7
1753.894086	3	17922105.55	y17-G	2.28	0.35	C156H196N58O118P16	3.3
1905.921026	3	13667739.88	y18	0.37	0.44	C170H213N66O126P17	6.2
1429.196483	4	25587055.0	y18	5.64	0.17	C170H213N66O126P17	0.8
1511.450577	4	60887547.01	y19	-0.65	0.07	C180H225N71O132P18	0.7
1526.96341	4	61905186.0	y19+DEPC+H2O-CO	1.74	0.11	C182H231N71O134P18	1.0
1515.45244	4	12278873.0	y19+DEPC+H2O-CO-Eth	1.42	0.36	C180H225N71O133P18	2.5
1489.193896	4	15753873.0	y19+DEPC+H2O-CO-G	-3.02	0.21	C177H226N66O133P18	0.7
1473.690393	4	15061455.0	y19-G	0.81	0.14	C175H220N66O131P18	0.3
1587.716322	4	44629748.0	y20	2.8	0.12	C189H237N74O139P19	0.8
1603.217601	4	38784613.49	y20+DEPC+H2O-CO	-2.17	0.47	C191H243N74O141P19	23.7
1591.715378	4	13473178.56	y20+DEPC+H2O-CO-Eth	3.0	0.44	C189H237N74O140P19	6.1
1669.975569	4	59263676.36	y21	0.34	0.13	C199H249N79O145P20	1.2
1685.488172	4	74645134.95	y21+DEPC+H2O-CO	2.35	0.13	C201H255N79O147P20	1.5
1647.726461	4	18109789.0	y21+DEPC+H2O-CO-G	2.8	0.13	C196H250N74O146P20	0.4
1632.207502	4	16941154.0	y21-G	-3.16	0.36	C194H244N74O144P20	3.4
1746.232279	4	33449105.8	y22	-1.75	0.12	C208H261N82O152P21	0.6
1761.747975	4	30640379.24	y22+DEPC+H2O-CO	1.96	0.18	C210H267N82O154P21	1.0
1723.988005	4	7682471.0	y22+DEPC+H2O-CO-G	3.38	0.48	C205H262N77O153P21	5.2
1708.471623	4	11763534.0	y22-G	-0.79	0.35	C203H256N77O151P21	2.2
1822.750007	4	27346490.56	y23	4.58	0.25	C217H272N84O160P22	1.9
1784.986683	4	10658620.67	y23-G	4.13	0.36	C212H267N79O159P22	2.2
1527.006587	5	119273939.0	y24	3.43	0.06	C227H284N89O167P23	1.2
1539.406835	5	131147315.87	y24+DEPC+H2O-CO	-1.22	0.03	C229H290N89O169P23	1.0
1530.203034	5	20091337.0	y24+DEPC+H2O-CO-Eth	1.76	0.16	C227H284N89O168P23	0.6
1509.199672	5	22135956.02	y24+DEPC+H2O-CO-G	0.56	0.27	C224H285N84O168P23	1.8
1871.241631	4	15369398.97	y24-G	0.25	0.49	C222H279N84O166P23	11.5
1588.011715	5	44095958.0	y25	1.32	0.16	C236H296N92O174P24	1.2
1600.419534	5	17435869.0	y25+DEPC+H2O-CO	1.6	0.38	C238H302N92O176P24	4.3
1657.023181	5	78972600.0	y26	2.46	0.09	C246H308N97O181P25	1.1

 
 



Original data of remodelled ions:
m/z 	z 	I 	fragment 	error 	shape_error 	formula 
860.77636	3	9603391.31	c08	2.68	0.09	C76H95N31O56P8	
861.445554	3	17614626.61	w08	-0.44	0.1	C76H97N31O56P8	
1251.679849	2	12784506.12	a08	-1.36	0.07	C76H94N31O53P7	
1252.174422	3	16646995.45	y12+DEPC+H2O-CO-G	-0.85	0.19	C112H144N43O83P11	
1252.690472	2	84841116.63	y08	0.87	0.04	C76H96N31O53P7	
1275.994491	6	23012003.46	a24	-3.68	0.47	C228H282N91O166P23	
1277.17256	1	6440954.56	w04	-1.58	0.33	C37H50N14O29P4	
1276.669071	4	12398094.91	y16	1.01	0.33	C152H189N60O112P15	
1275.8284	3	45387622.62	c12	0.69	0.05	C113H142N44O84P12	
1292.172217	4	51797088.83	y16+DEPC+H2O-CO	-3.68	0.43	C154H195N60O114P15	
1293.172995	1	27291641.5	w04+DEPC+H2O-CO-Eth	2.7	0.16	C37H50N14O30P4	
1292.671507	2	65037179.88	w08	-0.8	0.08	C76H97N31O56P8	
1291.666422	2	87634568.9	c08	1.32	0.21	C76H95N31O56P8	
1308.333444	6	58623341.43	y25+DEPC+H2O-CO-G	-3.5	0.39	C233H297N87O175P24	
1346.848373	6	10745768.68	w25+DEPC+H2O-CO	5.73	0.56	C238H303N92O179P25	
1352.18083	1	7957966.59	y05-G	-2.45	0.16	C41H55N11O33P4	
1352.929813	4	26300434.27	y17	1.26	0.2	C161H201N63O119P16	
1398.510523	3	108239627.07	c13+DEPC+H2O-CO	-3.11	0.17	C124H159N46O94P13	
1400.344983	6	90802260.23	c26+DEPC+H2O-CO-Eth	2.96	0.39	C247H307N99O184P26	
1402.193267	3	14621661.31	y13+DEPC+H2O-CO-Eth	-0.39	0.47	C125H155N53O90P12	
1402.511733	3	14794869.18	a14-G	0.43	0.46	C126H159N44O95P13	
1407.848529	3	48625671.31	a14-A	4.09	0.17	C126H159N44O96P13	
1414.18282	1	14756669.93	a05-G	-2.16	0.38	C43H53N15O32P4	
1415.344959	6	359730084.48	RNA+DEPC+H2O-CO-Eth-A-H2O	0.5	0.3	C251H313N97O188P26	
1412.680206	6	191188078.3	RNA+DEPC+H2O-CO-Eth-G-H2O	1.25	0.21	C251H313N97O187P26	
1415.678886	6	461220877.56	RNA+DEPC+H2O-CO-Eth-G	-0.92	0.03	C251H315N97O188P26	
1413.013817	6	217368880.56	RNA-G	-0.39	0.06	C251H315N97O187P26	
1419.676552	6	36584454.91	RNA-C	-3.88	0.18	C252H315N99O187P26	
1420.3523	6	108183442.55	RNA+DEPC+H2O-CO-G-H2O	0.16	0.07	C253H319N97O188P26	
1418.342068	6	102039163.31	RNA+DEPC+H2O-CO-Eth-A	-2.78	0.14	C251H315N97O189P26	
1419.340852	6	24733663.19	RNA+DEPC+H2O-CO-Eth-C-H2O	-3.72	0.12	C252H313N99O187P26	
1423.020595	6	1290486746.9	RNA+DEPC+H2O-CO-A-H2O	1.9	0.31	C253H319N97O189P26	
1423.520556	3	949220273.35	w13	2.07	0.12	C125H156N53O92P13	
1423.186668	3	823389202.34	a14+DEPC+H2O-CO-G	-2.38	0.28	C128H165N44O97P13	
1427.01986	6	142030816.25	RNA+DEPC+H2O-CO-C-H2O	0.06	0.21	C254H319N99O188P26	
1426.022175	6	747209876.49	RNA+DEPC+H2O-CO-A	1.77	0.04	C253H321N97O190P26	
1423.355035	6	1696958316.85	RNA+DEPC+H2O-CO-G	0.84	0.03	C253H321N97O189P26	
1422.345147	6	54263281.23	RNA+DEPC+H2O-CO-Eth-C	-1.93	0.22	C252H315N99O188P26	
1429.196483	4	29734048.2	y18	5.64	0.17	C170H213N66O126P17	
1430.025252	6	219806311.39	RNA+DEPC+H2O-CO-C	2.6	0.04	C254H321N99O189P26	
1438.189744	6	246685082.11	RNA	0.32	0.14	C256H320N102O188P26	
1437.855374	6	244663086.94	RNA+DEPC+H2O-CO-Eth-H2O	1.42	0.15	C256H318N102O188P26	
1444.696029	4	22811216.48	y18+DEPC+H2O-CO	-1.1	0.35	C172H219N66O128P17	
1473.189701	2	17967532.44	w09+DEPC+H2O-CO-Eth	-2.73	0.15	C86H109N36O64P9	
1473.585437	5	21388079.58	a23+DEPC+H2O-CO-Eth	-3.91	0.26	C219H270N88O160P22	
1473.98166	5	17532852.64	w23	-2.36	0.38	C217H273N84O163P23	
1473.690393	4	41313691.74	y19-G	0.81	0.14	C175H220N66O131P18	
1473.187973	4	43617234.03	a19-G	1.82	0.19	C175H218N66O131P18	
1489.193896	4	18081554.3	y19+DEPC+H2O-CO-G	-3.02	0.21	C177H226N66O133P18	
1488.692318	4	21509548.77	a19+DEPC+H2O-CO-G	-1.46	0.27	C177H224N66O133P18	
1500.197824	3	76814790.54	c14+DEPC+H2O-CO	1.68	0.04	C133H171N49O101P14	
