spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0801_0CMCT_6.csv
limit_error:	6
noise_limit:	2049999.9999999998
shape_limit:	0.7
stddev_limit:	0.7

Observed fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
1368.172484	4	41482145.87	c17	1.05	0.19	C161H201N64O120P17	
1430.976569	4	18490953.33	c17+CMCT	3.9	0.28	C175H226N67O121P17	
1774.214259	3	24820605.86	c17-G	0.14	0.21	C156H196N59O119P17	
1926.570796	3	55977490.77	c18	-0.75	0.11	C170H212N66O128P18	
1444.673916	4	104173568.79	c18	-2.39	0.05	C170H212N66O128P18	
1406.915407	4	17181076.05	c18-G	0.28	0.37	C165H207N61O127P18	
1530.939975	4	172734553.73	c19	0.49	0.06	C180H224N71O135P19	
1493.176601	4	53926667.27	c19-G	-0.18	0.12	C175H219N66O134P19	
1613.201905	4	140711418.97	c20	-0.28	0.04	C190H236N76O141P20	
1575.436368	4	34826616.08	c20-G	-2.31	0.19	C185H231N71O140P20	
1695.466752	4	166821285.77	c21	0.75	0.04	C200H248N81O147P21	
1657.699782	4	31244676.53	c21-G	-2.02	0.32	C195H243N76O146P21	
1781.729565	4	65135632.33	c22	1.25	0.1	C210H260N86O154P22	
1743.96405	4	24283751.13	c22-G	-0.54	0.27	C205H255N81O153P22	
1486.379067	5	50411338.02	c23	-4.32	0.14	C219H271N88O162P23	
1921.030762	4	10465368.49	c23+CMCT	-1.48	0.38	C233H296N91O163P23	
1456.176835	5	17628896.54	c23-G	0.85	0.29	C214H266N83O161P23	
1547.391336	5	247540781.24	c24	-1.55	0.03	C228H283N91O169P24	
1517.180732	5	63389272.66	c24-G	-2.06	0.14	C223H278N86O168P24	
1616.405231	5	90054610.69	c25	1.24	0.07	C238H295N96O176P25	
1586.194104	5	37514947.56	c25-G	0.48	0.17	C233H290N91O175P25	
1397.67154	6	122971322.34	c26	-2.49	0.13	C247H307N99O183P26	
1372.498527	6	30609834.03	c26-G	-1.16	0.3	C242H302N94O182P26	
627.0855	1	12076594.02	w02	-0.58	0.19	C18H26N6O15P2	
972.13275	1	8703124.9	w03	-0.56	0.27	C28H38N11O22P3	
1583.19439	1	5802130.78	w05	-3.47	0.39	C46H61N16O37P5	
791.097265	2	17641598.02	w05	1.21	0.09	C46H61N16O37P5	
963.620784	2	21051465.94	w06	0.79	0.06	C56H73N21O44P6	
1128.144726	2	28204946.37	w07	-1.38	0.21	C66H85N26O50P7	
1292.668303	2	58183428.02	w08	-3.28	0.09	C76H97N31O56P8	
1078.470979	3	30951139.44	w10	0.74	0.06	C95H120N38O71P10	
1193.483623	3	40546514.05	w11	-1.99	0.1	C105H132N43O78P11	
1308.49976	3	44454013.87	w12	-1.56	0.09	C115H144N48O85P12	
1423.524701	3	9193052.55	w13	4.98	0.45	C125H156N53O92P13	
1372.919051	4	20920400.52	w17	-0.46	0.24	C161H202N63O122P17	
1435.721642	4	38305597.27	w17+CMCT	1.4	0.11	C175H227N66O123P17	
1449.174557	4	38174268.31	w18	-3.76	0.13	C170H214N66O129P18	
1531.440202	4	134122784.95	w19	-1.92	0.24	C180H226N71O135P19	
1607.699577	4	52756277.63	w20	-2.42	0.11	C189H238N74O142P20	
1689.964738	4	10300490.74	w21	-1.1	0.45	C199H250N79O148P21	
1473.983907	5	29189623.92	w23	-0.83	0.24	C217H273N84O163P23	
1524.230033	5	11566213.04	w23+CMCT	3.24	0.47	C231H298N87O164P23	
1542.988907	5	10358377.62	w24	-3.7	0.52	C227H285N89O170P24	
1394.003866	6	115511664.66	w26	-3.75	0.27	C246H309N97O184P26	
547.11939	1	13928056.77	y02	-0.26	0.04	C18H25N6O12P1	
892.167199	1	115439074.52	y03	0.26	0.04	C28H37N11O19P2	
1197.209496	1	35476024.03	y04	1.04	0.03	C37H49N14O26P3	
1503.23584	1	6741678.03	y05	1.52	0.39	C46H60N16O34P4	
751.113696	2	50103515.22	y05	0.74	0.05	C46H60N16O34P4	
876.71769	2	4523294.05	y05+CMCT	5.33	0.48	C60H85N19O35P4	
923.638364	2	132509319.8	y06	1.63	0.03	C56H72N21O41P5	
1088.163149	2	106241572.56	y07	0.03	0.04	C66H84N26O47P6	
1252.690589	2	126111827.64	y08	0.97	0.05	C76H96N31O53P7	
834.790963	3	21455902.94	y08	0.56	0.1	C76H96N31O53P7	
1425.213649	2	78718483.52	y09	0.39	0.03	C86H108N36O60P8	
949.80571	3	57880119.63	y09	-0.63	0.06	C86H108N36O60P8	
1349.683878	2	15303248.74	y09-G	-3.34	0.48	C81H103N31O59P8	
899.457526	3	10600881.3	y09-G	1.14	0.26	C81H103N31O59P8	
1578.224339	2	33351861.62	y10	-0.89	0.07	C95H119N38O68P9	
1051.815546	3	92951588.2	y10	0.77	0.03	C95H119N38O68P9	
1166.830634	3	186310653.86	y11	0.07	0.02	C105H131N43O75P10	
1116.480906	3	26196126.38	y11-G	0.14	0.17	C100H126N38O74P10	
1281.847568	3	208616720.06	y12	0.94	0.03	C115H143N48O82P11	
1231.494852	3	41450415.73	y12-G	-1.39	0.12	C110H138N43O81P11	
1396.857386	3	241518898.27	y13	-3.43	0.05	C125H155N53O89P12	
1346.512789	3	57189707.28	y13-G	0.31	0.06	C120H150N48O88P12	
1498.544499	3	92754719.78	y14	1.27	0.06	C134H167N56O96P13	
1448.19369	3	19682872.38	y14-G	0.62	0.3	C129H162N51O95P13	
1600.545156	3	51824302.44	y15	-3.67	0.09	C143H178N58O104P14	
1702.557477	3	73659012.31	y16	-1.17	0.06	C152H189N60O112P15	
1276.665019	4	21736878.64	y16	-2.16	0.18	C152H189N60O112P15	
1652.204232	3	14302921.25	y16-G	-3.29	0.44	C147H184N55O111P15	
1238.906189	4	9824885.59	y16-G	0.61	0.53	C147H184N55O111P15	
1804.231313	3	48765518.88	y17	-4.76	0.15	C161H201N63O119P16	
1352.924461	4	48697599.05	y17	-2.69	0.15	C161H201N63O119P16	
1753.880335	3	13383971.35	y17-G	-5.56	0.38	C156H196N58O118P16	
1315.165008	4	13658127.31	y17-G	-0.57	0.31	C156H196N58O118P16	
1429.185007	4	42742097.51	y18	-2.39	0.15	C170H213N66O126P17	
2015.607509	3	10901301.9	y19	1.49	0.45	C180H225N71O132P18	
1511.447045	4	138231665.87	y19	-2.98	0.04	C180H225N71O132P18	
1473.689163	4	58504643.76	y19-G	-0.03	0.13	C175H220N66O131P18	
1587.712631	4	121196370.53	y20	0.47	0.1	C189H237N74O139P19	
1549.948875	4	23620424.17	y20-G	-0.42	0.35	C184H232N69O138P19	
1669.96574	4	157087501.17	y21	-5.55	0.04	C199H249N79O145P20	
1695.016862	4	9886683.24	y21+CMCT-G	2.52	0.47	C208H269N77O145P20	
1632.205202	4	40524923.74	y21-G	-4.57	0.1	C194H244N74O144P20	
1746.228508	4	80834021.86	y22	-3.91	0.06	C208H261N82O152P21	
1447.025572	5	11782796.71	y22+CMCT	-0.82	0.37	C222H286N85O153P21	
1138.640484	6	48841590.97	y22-G	-5.04	0.64	C203H256N77O151P21	
1822.745112	4	60295666.74	y23	1.9	0.1	C217H272N84O160P22	
1784.97657	4	15873961.64	y23-G	-1.53	0.32	C212H267N79O159P22	
1527.005344	5	316914038.66	y24	2.61	0.06	C227H284N89O167P23	
1496.791616	5	63188241.07	y24-G	0.09	0.09	C222H279N84O166P23	
1588.011816	5	96734145.45	y25	1.39	0.07	C236H296N92O174P24	
1657.019099	5	199423785.66	y26	-0.0	0.03	C246H308N97O181P25	

 
 



Overlaps:
m/z 	z 	Int 	fragment 	error 	used?
899.45621	3	2898798.654937426	a09-A	3.55	0	
899.45621	3	3372696.764469842	y09-G	-0.32	1	
899.79308	3	1352736.9831080642	a09-A	6.58	0	
899.79308	3	3475434.671901195	y09-G	2.6	1	
1139.14201	2	27311297.451843675	c07	-1.81	1	
1139.14201	6	9994810.22822893	y22-G	-4.85	1	
1139.64282	2	23509498.914463297	c07	-2.26	1	
1139.64282	6	3055566.191712713	y22-G	-5.23	1	
1174.15291	3	28455321.27258771	c11	-0.34	1	
1174.15291	6	2574316.989653414	a22	-1.57	0	
1174.48687	3	22134098.26799999	c11	-0.52	1	
1174.48687	6	10081440.511466939	a22	-1.78	1	
1174.82197	3	12656632.425858593	c11	0.29	1	
1174.82197	6	8498614.031529086	a22	-0.98	1	
1175.15512	3	5862654.131538171	c11	-0.55	0	
1175.15512	6	3442786.6710955994	a22	-1.83	1	
1277.16407	3	4604034.98698021	c12	-0.12	1	
1277.16407	4	5280673.053707182	y16	-3.94	1	
1292.66562	2	19693715.358538784	w08	-5.35	1	
1292.66562	2	21848499.58906291	c08	-1.28	1	
1293.16934	2	9767325.278636152	c08	0.66	0	
1293.16934	2	19184319.32568774	w08	-3.51	1	
1293.67197	2	3577314.934132513	c08	1.78	0	
1293.67197	2	11514493.451386238	w08	-2.42	1	
1308.49908	3	8596180.116810821	w12	-2.08	1	
1308.49908	6	4092821.2140572565	a25-G	-0.17	1	
1308.83221	3	12703363.246972442	w12	-2.91	1	
1308.83221	6	7406201.018162361	a25-G	-0.98	1	
1309.16889	3	10824553.533165298	w12	-0.99	1	
1309.16889	6	4928082.388426193	a25-G	0.94	1	
1309.504	3	6748841.245021869	w12	-0.26	1	
1309.504	6	1826448.3213187272	a25-G	1.67	1	
1349.68484	2	3994101.015271498	a09-A	1.24	0	
1349.68484	2	4868766.668036167	y09-G	-2.63	1	
1373.16932	4	4336473.535811453	w17	-0.76	1	
1373.16932	6	5433882.504434715	c26-G	0.58	1	
1373.66943	4	4093856.1901582307	w17	-1.6	1	
1373.66943	6	1664748.77022675	c26-G	-0.24	1	
1413.01228	6	77079933.68091248	RNA-G	-1.48	1	
1413.01228	6	330989668.6566232	RNA-A-H2O	-0.27	1	
1413.17951	6	246477878.93397513	RNA-G	-1.4	1	
1413.17951	6	400183012.9867044	RNA-A-H2O	-0.17	1	
1413.34647	6	380803581.76438504	RNA-A-H2O	-0.26	1	
1413.34647	6	422465373.7610587	RNA-G	-1.5	1	
1413.5133	6	302395560.2110439	RNA-A-H2O	-0.44	1	
1413.5133	6	510809324.7066993	RNA-G	-1.69	1	
1413.68039	6	207797803.39728102	RNA-A-H2O	-0.43	1	
1413.68039	6	486098854.46903515	RNA-G	-1.69	1	
1413.84763	6	126635626.69611654	RNA-A-H2O	-0.31	1	
1413.84763	6	386030579.82620335	RNA-G	-1.58	1	
1414.01467	6	69665180.21199518	RNA-A-H2O	-0.34	1	
1414.01467	6	265279856.89467272	RNA-G	-1.61	1	
1414.18158	1	119747483.8723423	a05-G	-3.04	1	
1414.18158	6	35056765.525006466	RNA-A-H2O	-0.45	1	
1414.18158	6	161674117.77974573	RNA-G	-1.72	1	
1414.34906	6	16305025.475911958	RNA-A-H2O	-0.16	1	
1414.34906	6	88943521.19514829	RNA-G	-1.43	1	
1414.51625	6	7068998.212746432	RNA-A-H2O	-0.07	1	
1414.51625	6	44760644.44506422	RNA-G	-1.35	1	
1426.71566	2	8234026.970295798	y09	-0.84	0	
1426.71566	6	4853957.883434399	a26+CMCT	0.29	1	
1427.21934	2	3265119.7272154135	y09	0.9	1	
1427.21934	6	2682645.787406427	a26+CMCT	1.99	1	
1473.68729	4	4900109.31691464	y19-G	-1.3	0	
1473.68729	4	12630939.323657397	a19-G	0.45	1	
1473.93901	4	10896854.289864305	y19-G	-0.59	1	
1473.93901	4	11131299.469299594	a19-G	1.19	1	
1474.18852	4	7815828.635260889	a19-G	0.43	0	
1474.18852	4	13380534.920332449	y19-G	-1.37	1	
1474.18852	5	3695019.085602386	w23	1.93	0	
1474.44329	4	4622165.5090530915	a19-G	3.25	1	
1474.44329	4	11792824.11571555	y19-G	1.44	1	
1474.69238	4	2382718.0777059393	a19-G	2.22	1	
1474.69238	4	8280849.77511517	y19-G	0.4	1	
1475.19148	4	2524760.8088919576	y19-G	-1.04	1	
1475.19148	5	2144698.4566123597	w23	2.23	1	
1511.44815	4	10739253.08739757	y19	-2.25	1	
1511.44815	4	21901539.566757414	a19	-0.54	1	
1511.69761	4	19777079.60940492	a19	-1.31	1	
1511.69761	4	24673690.192415234	y19	-3.06	1	
1511.94814	4	14200347.864985313	a19	-1.37	1	
1511.94814	4	31133584.988680355	y19	-3.13	1	
1512.19745	4	8575000.80740791	a19	-2.23	1	
1512.19745	4	28115680.361721456	y19	-4.01	1	
1512.44794	4	4508363.960675344	a19	-2.31	1	
1512.44794	4	20188937.10725892	y19	-4.09	1	
1512.69763	4	2112671.4746028055	a19	-2.91	1	
1512.69763	4	12192113.093675626	y19	-4.7	1	
1518.19003	3	11035177.530526774	a15-G	-3.53	1	
1518.19003	5	7880286.41590241	c24-G	2.37	1	
1531.44203	4	10343987.166271212	w19	-0.72	1	
1531.44203	4	38743109.347014435	c19	0.97	1	
1531.69086	4	23778607.3270142	w19	-1.93	1	
1531.69086	4	35113366.02090543	c19	-0.21	1	
1531.94218	4	25323911.40351001	c19	0.25	1	
1531.94218	4	30081419.291058645	w19	-1.49	1	
1532.19155	4	15368642.370664101	c19	-0.56	1	
1532.19155	4	27265057.665434625	w19	-2.31	1	
1532.44601	4	8124387.1052515665	c19	1.95	1	
1532.44601	4	19664939.976435576	w19	0.2	1	
1532.69418	4	3829309.110048907	c19	0.37	1	
1532.69418	4	11935132.033154827	w19	-1.4	1	
1588.21202	4	26338601.213613506	y20	-0.74	1	
1588.21202	5	10216671.804694215	y25	1.18	0	
1589.22024	4	6367456.61541473	y20	2.87	1	
1589.22024	5	8387415.804316425	y25	4.76	1	
1608.70283	2	10329046.613989092	c10	-5.46	1	
1608.70283	4	8098858.145741148	w20	-1.99	1	
1609.20599	2	12580150.661921374	c10	-4.33	1	
1609.20599	4	2807323.9387648567	w20	-0.79	0	
1633.20518	3	9908525.878377743	a16-G	-3.68	1	
1633.20518	4	6343733.25651844	y21-G	-6.16	0	
1659.19689	3	5943839.114093003	c16-G	-0.79	1	
1659.19689	4	1790702.9780469455	c21-G	-6.06	1	
1762.23237	2	6261148.414939629	c11	-1.41	1	
1762.23237	4	2651354.0814951574	a22	-2.67	1	
1762.72832	2	3580225.0939766215	c11	-4.4	1	
1762.72832	4	2235080.8868947965	a22	-5.68	1	

 
 
peak list: 
m/z 	z 	Int 	fragment 	error	used?
344.03878	1	3902200.703525108	c01	-4.01	1	
345.04268153	1	512411.77005570394	c01	0.0	1	
346.04466253	1	87256.84250928756	c01	0.0	1	
347.04699953	1	8508.241390368954	c01	0.0	1	
689.08791	1	16323660.314473907	c02	0.46	1	
690.08946	1	4287036.445423836	c02	-0.95	1	
691.09224853	1	1011478.797367633	c02	0.0	1	
692.09454153	1	167052.61100565043	c02	0.0	1	
538.03808	1	3999043.7559369225	c02-G	-0.19	1	
539.0409835300001	1	755426.8418500792	c02-G	0.0	1	
540.04294053	1	174351.76568924272	c02-G	0.0	1	
541.04542453	1	23934.521889682266	c02-G	0.0	1	
994.12907	1	88257520.38788536	c03	0.19	1	
995.13392	1	33161199.276838724	c03	2.45	1	
996.13303	1	9873954.59159766	c03	-0.68	1	
997.1360305300001	1	2149126.192320181	c03	0.0	1	
998.13826053	1	401755.8933798942	c03	0.0	1	
1339.17224	1	4882378.507927627	c04	-3.04	1	
1340.1788995299999	1	2475584.4329608246	c04	0.0	1	
1341.18118253	1	896289.9144753285	c04	0.0	1	
1342.1835035299998	1	242285.1924566896	c04	0.0	1	
1343.18576353	1	55079.220640141786	c04	0.0	1	
669.08406	2	14231502.090203285	c04	-0.69	1	
669.58652	2	7216008.544800625	c04	1.06	1	
670.08695303	2	2612569.2161253546	c04	0.0	1	
670.58811353	2	706230.010080938	c04	0.0	1	
671.0892435300001	2	160548.80677402922	c04	0.0	1	
822.09717	2	27645526.44911165	c05	-0.0	1	
822.59866	2	17050689.863870054	c05	0.2	1	
823.10111	2	7218128.8580222335	c05	1.75	1	
823.60085253	2	2289696.9007108626	c05	0.0	1	
824.10200403	2	606747.9600255593	c05	0.0	1	
824.60315103	2	138724.5222604881	c05	0.0	1	
974.61825	2	50083524.32191408	c06	0.45	1	
975.12048	2	36554256.206145674	c06	1.36	1	
975.62183	2	17582538.88151909	c06	1.52	1	
976.12258	2	6341547.572101576	c06	1.06	1	
976.62270603	2	1897058.644018902	c06	0.0	1	
977.12386403	2	489107.51924779435	c06	0.0	1	
899.09407	2	4774612.617305875	c06-G	1.07	1	
899.59846	2	3132828.4652064326	c06-G	4.41	1	
900.09569203	2	1424028.3895691468	c06-G	0.0	1	
900.5969015300001	2	484733.71713992907	c06-G	0.0	1	
901.09807303	2	138156.85752617675	c06-G	0.0	1	
901.59924103	2	33991.84568991974	c06-G	0.0	1	
1139.14201	2	27311297.451843675	c07	-1.81	1	
1139.64282	2	23509498.914463297	c07	-2.26	1	
1140.14483	2	12751226.874947693	c07	-1.56	1	
1140.64618	2	5169364.401489763	c07	-1.42	1	
1141.14897653	2	1724046.0411715554	c07	0.0	1	
1141.6501380299999	2	494149.24689822894	c07	0.0	1	
1063.6207	2	3975864.80729574	c07-G	1.25	1	
1064.11569	2	3129303.186267389	c07-G	-4.74	1	
1064.62194953	2	1607909.4468074096	c07-G	0.0	1	
1065.1231575299998	2	619320.3531734567	c07-G	0.0	1	
1065.6243370299999	2	197552.67943410654	c07-G	0.0	1	
1066.1255070299999	2	54284.74190904153	c07-G	0.0	1	
1291.66169	2	37382907.90565164	c08	-2.34	1	
1292.16311	2	36407313.73492537	c08	-2.28	1	
1292.66562	2	21848499.58906291	c08	-1.28	1	
1293.16934	2	9767325.278636152	c08	0.66	0	
1293.67197	2	3577314.934132513	c08	1.78	0	
1294.17083503	2	1123768.4827687652	c08	0.0	1	
1294.67199553	2	312108.7918311362	c08	0.0	1	
860.77465	3	4086050.2042074935	c08	0.69	1	
861.10936	3	3979415.194149406	c08	1.26	1	
861.44702	3	2388098.4976564967	c08	5.33	0	
861.7765625300001	3	1067594.3548869458	c08	0.0	1	
862.1106841966666	3	391009.93571762316	c08	0.0	1	
862.4447978633334	3	122830.8522731337	c08	0.0	1	
862.7789048633334	3	34114.31223636208	c08	0.0	1	
1216.1444	2	5570157.158319704	c08-G	3.61	1	
1216.64323	2	5014139.866278956	c08-G	1.52	1	
1217.14387	2	2861099.58673221	c08-G	1.03	1	
1217.64383103	2	1221076.2671472589	c08-G	0.0	1	
1218.14502103	2	429300.8507008973	c08-G	0.0	1	
1218.6461995299999	2	129788.98442326856	c08-G	0.0	1	
1219.14736653	2	34772.269388373046	c08-G	0.0	1	
1456.18946	2	9671272.62339649	c09	-1.04	1	
1456.69259	2	10685144.217848096	c09	0.2	1	
1457.19589	2	7081540.271523612	c09	1.62	1	
1457.69573	2	3476188.6516437223	c09	0.68	0	
1458.1959295299998	2	1390422.7007010996	c09	0.0	1	
1458.6971035299998	2	475565.056906305	c09	0.0	1	
1459.19826803	2	143441.13143408866	c09	0.0	1	
970.45926	3	10609849.69957482	c09	1.07	1	
970.79235	3	11722115.442738416	c09	-0.1	1	
971.1263	3	7768789.160238271	c09	-0.31	1	
971.4607361966667	3	3813545.5960660204	c09	0.0	1	
971.7948608633333	3	1525360.3582249864	c09	0.0	1	
972.1289768633333	3	521717.66556753666	c09	0.0	1	
972.46308653	3	157361.79761605774	c09	0.0	1	
1608.70283	2	10329046.613989092	c10	-5.46	1	
1609.20599	2	12580150.661921374	c10	-4.33	1	
1609.71302	2	9062663.14612539	c10	-0.73	1	
1610.20753	2	4817288.614415043	c10	-4.9	1	
1610.71660853	2	2080105.5755531243	c10	0.0	1	
1611.21779053	2	766670.3394758513	c10	0.0	1	
1611.71896253	2	248813.0129104679	c10	0.0	1	
1072.13834	3	18809452.112629704	c10	-0.29	1	
1072.4713	3	22908768.862036508	c10	-1.47	1	
1072.80633	3	16503336.157770153	c10	-0.66	1	
1073.13901	3	8772403.00017991	c10	-2.03	1	
1073.47389	3	3787924.25620298	c10	-1.33	1	
1073.8094348633333	3	1396125.8551214251	c10	0.0	1	
1074.14354953	3	453094.71689286194	c10	0.0	1	
1761.22671	2	6047316.091412196	c11	-3.15	1	
1761.72947	2	8049254.481716866	c11	-2.35	1	
1762.23237	2	6261148.414939629	c11	-1.41	1	
1762.72832	2	3580225.0939766215	c11	-4.4	1	
1763.23728353	2	1658389.1143235755	c11	0.0	1	
1763.73847303	2	654511.187262604	c11	0.0	1	
1764.23965153	2	227170.76614912858	c11	0.0	1	
1764.74082153	2	70824.76506638134	c11	0.0	1	
1173.8178	3	21378168.9483024	c11	-1.09	1	
1174.15291	3	28455321.27258771	c11	-0.34	1	
1174.48687	3	22134098.26799999	c11	-0.52	1	
1174.82197	3	12656632.425858593	c11	0.29	1	
1175.15512	3	5862654.131538171	c11	-0.55	0	
1175.4898898633332	3	2313795.1660447116	c11	0.0	1	
1175.8240088633333	3	803082.7139576983	c11	0.0	1	
1176.1581221966667	3	250376.16199078917	c11	0.0	1	
1685.7075590299999	2	2702962.5633710497	c11-G	0.0	1	
1686.21266	2	3398488.2102641445	c11-G	2.22	1	
1686.71013	2	2535983.6664595455	c11-G	-0.03	1	
1687.2114195299998	2	1397664.930160395	c11-G	0.0	1	
1687.71263003	2	626268.6249484888	c11-G	0.0	1	
1688.2138260299998	2	239661.70318718595	c11-G	0.0	1	
1688.71501003	2	80797.83944836188	c11-G	0.0	1	
1689.2161855299998	2	24498.21335148695	c11-G	0.0	1	
1275.82276	3	12625079.323244812	c12	-3.73	1	
1276.15753	3	18189740.872675356	c12	-3.31	1	
1276.49028	3	15191572.957900405	c12	-4.43	0	
1276.82585	3	9301233.916844156	c12	-3.32	1	
1277.16407	3	4604034.98698021	c12	-0.12	1	
1277.4983608633333	3	1939269.4336392889	c12	0.0	1	
1277.8324858633332	3	717632.8564602636	c12	0.0	1	
1278.1666045299999	3	238351.2353723649	c12	0.0	1	
1377.8322	3	19063584.87335619	c13	-2.72	1	
1378.16494	3	29557709.571247503	c13	-3.81	1	
1378.49966	3	26369715.39100044	c13	-3.42	1	
1378.83366	3	17199897.389807392	c13	-3.54	1	
1379.17043	3	9052860.98208122	c13	-1.64	1	
1379.49784	3	4049448.3200955973	c13	-6.52	1	
1379.84095853	3	1589796.9761775273	c13	0.0	1	
1380.17508253	3	559907.4975712616	c13	0.0	1	
1479.51691	3	46938829.4687274	c14	0.36	1	
1479.85078	3	78086578.0895924	c14	0.11	1	
1480.18377	3	74108221.3437351	c14	-0.7	1	
1480.51791	3	51249001.93954	c14	-0.72	1	
1480.85181	3	28531576.40801224	c14	-0.89	1	
1481.18564	3	13477944.117444742	c14	-1.1	1	
1481.51531	3	5581440.338115379	c14	-4.12	1	
1481.8555365299999	3	2071214.1060536033	c14	0.0	1	
1482.1896585299999	3	699937.9064788703	c14	0.0	1	
1429.1589	3	4809894.575368592	c14-G	-5.37	1	
1429.51066	3	7647053.899874712	c14-G	6.87	1	
1429.8327	3	7008857.7573290635	c14-G	-1.63	1	
1430.16237	3	4699977.454991025	c14-G	-4.78	1	
